query_string,candidate_string,match
Caithness Energy,"Caithness Long Island, LLC",1.0
Cow Branch,"Cow Branch Wind Power, L.L.C.",1.0
Handsome Lake Energy LLC,Lake Handsome Energy Llc,0.0
Kern Front Limited,Kern Front Field,0.0
Liberty Electric Power LLC,"Liberty Electric PA 2, LLC",1.0
Eagle Rock Field Services LLP,"Eagle Rock Gas Services, LLC",1.0
Bolivar Energy Authority,Bolivar Energy Corp.,0.0
Lafarge Corp,Lafarge S.A.,1.0
National Power Coop Inc,"National Power Company, Inc.",0.0
PennzEnergy,PennzEnergy Company,1.0
Westrock,Westrock Energy Ltd.,0.0
Gas Recovery Systems Inc,"Gas Recovery Systems, LLC",0.0
Green Ridge Service LLC,Green Ridge Services Llc,1.0
RRI Energy Ormond Bch LLC,"Rri Energy Broadband, Inc",0.0
GlaxoSmithKline Consumer Healthcare L P,GlaxoSmithKline plc,1.0
PowerStream,PowerStream Inc.,1.0
Sunoco Power Generation LLC,"Sunoco, LLC",1.0
Flint Hills Resources LP,"Flint Hills Resources Houston Chemical, LLC",0.0
White Springs Agrici Chem Inc,"White Springs Agricultural Chemicals, Inc.",1.0
ConocoPhillips Corp,ConocoPhillips,1.0
Bluestem LLC,"Bluestem Wind Energy, LLC",0.0
ChevronTexaco Corp,ChevronTexaco Products Co.,1.0
Bio Energy LLC,"Bio-Energy Systems, Inc.",0.0
Algonquin Power Co,Algonquin Power Fund Inc.,0.0
CALPINE ZION ENERGY LLC,"Calpine Bosque Energy Center, LLC",0.0
Falcon Power Operating Company,"Falcon Power, Inc.",0.0
Algonquin Power Sanger LLC,Algonquin Power & Utilities Corp.,1.0
ILLINOIS AMERICAN WATER CO,Illinois American Water Company,0.0
BARNES & NOBLE COLLEGE BOOK SELLERS,"Barnes & Noble College Booksellers, LLC",1.0
Hoosier Energy R E C Inc,"Hoosier Energy Rural Electric Cooperative, Inc.",1.0
NRG Energy Center Paxton LLC,NRG Thermal LLC,1.0
Chugach Electric Assn Inc,Chugach Electric Association Inc.,1.0
ILLINOIS POWER,Illinois Power Generating Company,1.0
Westwood Generation LLC,"WPS Westwood Generation, LLC",1.0
Connected Energy Corp,Connected Corporation,0.0
KFX Inc,"Kfx Plant Ii, Llc",1.0
CinCap VII LLC,"CinCap V, LLC",1.0
Gamesa Wind US,"Gamesa USA, Inc.",1.0
Windland Inc,"Windland, Incorporated",1.0
EXCEL ENERGY GROUP,Excel Energy Corp.,0.0
Cook Inlet Assn,"Cook Inlet Energy, LLC",0.0
Thomson Corp,Thomson Reuters Corporation,0.0
Lincoln Electric Company,Lincoln Electric System Corp.,0.0
Public Service Co of NH,Public Service Company of New Hampshire,1.0
Nustar Energy,"NuStar GP, LLC",1.0
Mesquite Wind LLC,Mesquite Creek Wind LLC,0.0
BP America,BP Fly Corporation,0.0
MacPherson Power Co,Macpherson Energy Corporation,0.0
AMERICAN ELDERCARE,"American Eldercare, Inc.",1.0
Entergy Louisiana LLC,Entergy-Koch Trading L.P.,0.0
Nalco Co,Nalco Holding Company,1.0
Iowa Lakes Community College,Iowa Lakes Regional Water,1.0
Guadalupe Power LLC,"Guadalupe Power Partners, LP",0.0
Entergy Services,Entergy Transmission North,1.0
ReNu Power Holdings LLC,ReNu Power LLC,1.0
Alliance Energy,alliance energy group llc,1.0
Constellation Solar New Jersey II LLC,Constellation Inc.,0.0
Buffalo Center Wind LLC,"Buffalo Wind Energy, LLC",0.0
OLS Energy,"OLS Energy, Chino",1.0
Blackstone Hydro Inc,BlackStone Energy,1.0
Public Service Co of NM,Public Service Company of New Mexico,1.0
Talisman Energy,Talisman Energy Sweden AB,1.0
Delta Person LP,"Delta Person, LLC",0.0
PSEG Solar Hackettstown LLC,PSEG Power LLC,1.0
Loess Hills,"Loess Hills Wind Farm, Llc",1.0
Lincoln Electric Company,"Lincoln Electric Holdings, Inc.",1.0
BP Alternative Energy,BP p.l.c.,1.0
Huntsman Corp,Huntsman Corporation,1.0
Schering Corp,Schering Corporation,1.0
SOUTHERN UNION,Southern Union Co.,1.0
Central Electric Power,Central Electric Company,0.0
Caterpillar Inc,Caterpillar Agricultural Products Inc.,0.0
Honeywell Farm Inc,"Honeywell, Inc.",0.0
Edison Mission Energy,Edison Mission Energy Oil & Gas,0.0
Energy East Corp,East Energy Corp.,0.0
BASF Corp,BASF SE,1.0
Viking Energy Corp,Viking Energy Royalty Trust,0.0
Maricopa Solar LLC,Maricopa LLC,0.0
AT & T Credit Corp,AT&T Inc.,1.0
SWISS RE AMERICAN HOLDING CORPORATION,Swiss Re Solutions Holding Corporation,0.0
TXU Corp,TXU Capital II,1.0
Cloverland Electric Co,Cloverland Electric Cooperative Inc.,1.0
MATCH COM,"Match.com, L.L.C.",1.0
EAGLE MINE LLC,"Eagle Mayaguez, LLC",0.0
North Carolina El Member Corp,North Carolina Electric Membership Corporation,1.0
Central & South West Services,"Central and South West Services, Inc.",1.0
NRG South CentralOperationsInc,"NRG Energy, Inc.",1.0
Elliott Co,"Elliott Company, Inc.",1.0
Harvest II Windfarm LLC,"Harvest II Wind Farm, LLC",1.0
Sea Solar Power,Sea NG Corporation,0.0
United Water Inc,"United Water Works, Inc.",0.0
Waste Management of Carolinas Inc,"Waste Management of Montana, Inc.",0.0
Framatome SA,Framatome ANP DE&S Inc.,1.0
Strata Solar Development LLC,Strata Solar LLC,1.0
BEAVER RUN HOMES LLC,"Beaver Run Solar Farm, LLC",0.0
Dynegy Lee Energy Facility,Dynegy Inc.,1.0
Aer Energy Resources,"AER Energy Resources, Inc",1.0
VNG Co,VNG.CO LLC,1.0
Delta Person LP,"Delta Person GP, LLC",1.0
US Energy Corp,"US Energy Corp. of America, Inc.",1.0
BP PLC,Bp Canada Energy Marketing Corp.,1.0
Constellation Solar Maryland II LLC,"Exelon Generation Company, LLC",1.0
NewPage Corp,NewPage Corporation,1.0
Emerson Electric,Emerson Electric Co.,1.0
TOTAL SA,"Total Safety U.S., Inc.",0.0
Lutheran Medical Center,"Lutheran Medical Group, LLC",1.0
Stillwater Associates,Stillwater Hydro Associates LLC,0.0
Foundation HA Energy Generation LLC,"Foundation Holdings, Inc.",0.0
Three Rivers Solar I LLC,"Three Rivers SPE, LLC",0.0
Public Service Company of New Mexico,Public Service Company of New Hampshire,0.0
Mass Solar LLC,"Mass Midstate Solar 1, Llc",0.0
FPL Energy Cape LLC,FPL Group Capital Trust I,1.0
SunEdison LLC,"Sunedison Origination2, Llc",0.0
Southern Power Co,Southern Power Company,1.0
Pioneer Water Co,Pioneer American Holding Company Corp.,0.0
Emera Inc,Emera Energy Inc.,1.0
SunE WF3-ST Holdings LLC,"SunEdison, Inc.",1.0
CALIFORNIA AMERICAN WATER,California American Water Company,1.0
AES Telecom,AES Power Direct,0.0
Tri-Dam Power Authority,Tri-Dam Project,1.0
GWF Energy,GWF Energy Holdings LLC,1.0
ENTERPRISE PRODUCTS,"Enterprise Software Products, Inc.",0.0
Converse Energy Inc,Converse Inc.,0.0
Dominion Solar Holdings LLC,"Dominion Resources, Inc.",1.0
Holly Corp,Holly Farms Corporation,0.0
Mission Energy of NY,"Mission Energy New York, Inc.",1.0
Hometown Bio Energy LLC,"Hometown, LLC",0.0
Nexen Inc,Nexen Tire Corporation,0.0
Baker Hughes Inc,Baker Hughes Canada Holdings B.V.,1.0
Carleton College,Carleton Corporation,0.0
Pennzoil Co,Pennzoil-Quaker State Company,1.0
Enel Cove Fort LLC,"Enel Green Power North America, Inc.",1.0
Oxbow Energy Inc,"Oxbow Energy Solutions, LLC",1.0
Blue Summit Wind LLC,Summit Blue LLC,0.0
E I DuPont De Nemours & Co,E. I. du Pont de Nemours and Company,1.0
Rio Bravo Rocklin,"North American Power Group, Ltd.",1.0
Blackstone Hydro Inc,Blackstone Co,0.0
Maxim Power Inc,Maxim Power Corp.,1.0
PPL Martins Creek LLC,"Martins Creek, LLC",0.0
Wadham Energy Ltd Partners,"Wadham Energy, LP",1.0
Rhodia Inc,Rhodia SA,1.0
Terra-Gen California Wind Holdings LLC,"Terra-Gen, LLC",1.0
Alliant Inc,Alliant Energy Corporation,1.0
Brazos Sandy Creek Electric Coop Inc,"Brazos Electric Cooperative, Inc.",1.0
McKittrick Limited,McKittrick Ltd.,1.0
Suncor Energy,Suncor Energy Ventures Holding Corporation,1.0
Eagle 2 US LLC,"Eagle Pipe, Llc",0.0
Southern Company,The Southern Company,1.0
Corpus Christi Cogeneration LLC,"Corpus Christi LNG, LLC",1.0
PARTNERS HEALTHCARE,"Healthcare Partners, Inc.",0.0
South Boston Energy LLC,"South Boston FF&E, LLC",0.0
International Power,International Power plc,1.0
Air Liquide America Corp,Air Liquide SA,1.0
Jersey Central Power & Lt Co,Jersey Central Power & Light Company,1.0
Mass Solar LLC,"Mass Solar 1 Holdings, LLC",1.0
Enterprise Products Optg LP,Enterprise Products Operating LLC,1.0
Desert Power Associates,"Desert Power, L.P.",1.0
Exelon New England Holdings LLC,"Exelon New Boston, LLC",1.0
Leaf River Cellulose LLC,Leaf River Energy Center LLC,0.0
Constellation Solar Massachusetts LLC,Exelon Corporation,1.0
SUNOCO INC R & M,"Sunoco, Inc.",0.0
Coolidge Power LLC,Coolidge LLC,0.0
Central Electric Power,"Central Power Electric Cooperative, Inc.",0.0
BP Hydro Associates,BP p.l.c.,1.0
Evergreen Wind Power LLC,Evergreen Community Power LLC,0.0
Arco Chemical,"ARCO Chemical Technology, Inc.",1.0
Fairfield Wind Master Tenant LLC,"Fairfield Wind, LLC",0.0
Southwestern Electric Power Co,"Southwestern Electric Cooperative, Inc.",0.0
Wabash Valley Power Assn Inc,"Wabash Valley Power Association, Inc.",1.0
"Public Works Comm, City of",Fayetteville Public Works Commission,1.0
WILLIAMS ENERGY,"Williams Energy, L.L.C.",1.0
Atlas Pipeline Mid Continent WestOK LLC,Atlas Pipeline Partners GP LLC,1.0
US Oil,US Oil Sands Inc.,0.0
Nuclear Services Co/Entergy Services Inc,Entergy Nuclear Holding Company # 2,1.0
Logan Wind Energy LLC,Logan's Gap Wind LLC,0.0
Energy Northwest,Northwest Energy Corporation,0.0
Hartford Steam Co,Hartford Re Company,0.0
Calpine Gilroy Cogen LP,"Calpine Bosque Energy Center, LLC",0.0
BP America Inc,"BP Sun Alliance, Inc.",0.0
ArcelorMittal Indiana Harbor West,ArcelorMittal,1.0
Southwest Gas,Southwest Gas Corporation,1.0
Harvest Windfarm LLC,Harvest Wind LLC,0.0
Power Resources Ltd,"Power Resources, Inc.",0.0
NV Energy,"NV Energy, Inc.",1.0
GDF Suez NA,"Gdf, Inc.",0.0
RGS Energy,RGS Energy Ltd.,1.0
Tenaska Power Fund,Tenaska Power Services Co.,1.0
SunE EPE1 LLC,"SunE EPE2, LLC",1.0
Golden State Water,Golden State Water Company,1.0
Richmond LLC,"Richmond CSG 1, LLC",0.0
Great Lakes Tissue Co,"Great Lakes Lubricant, Corp.",0.0
Morgantown Energy Associat,"Morgantown Energy Associates, Inc.",1.0
United Water Inc,United Water Arkansas Inc.,0.0
Cellu Tissue LLC,"Cellu Tissue-Thomaston, LLC",1.0
Gulf Power Co,Gulf Power Capital Trust II,1.0
SunE GIL1 LLC,"Sune Az2, LLC",1.0
Coastal Corp,Coastal Energy Corporation,0.0
Desert View Power Inc,Desert View Senior Living,0.0
Tesoro Carson Refinery,Tesoro Corporation,1.0
Distributed Wind Energy Assn,Distributed Wind Systems LLC,0.0
Rio Bravo Fresno,"North American Power Group, Ltd.",1.0
Constellation Solar New Jersey II LLC,Constellation Solar Arizona Llc,1.0
Luminant Gen Co LLC Fin Holding,Luminant Holding Company LLC,1.0
Masspower,Masspower LLC,1.0
WGL Energy Systems Inc,"WGL Energy Services, Inc.",0.0
Catamount Sweetwater Corporation,Catamount Sweetwater Holdings LLC,1.0
Enbridge,Enbridge Gas Distribution Inc.,0.0
Ute Energy,"Ute Energy, LLC",1.0
DPL Energy LLC,"DPL Energy Resources, Inc.",1.0
XTO Energy,XTO Energy Inc.,1.0
PBF Energy,PBF Energy Inc.,1.0
WPX Energy,"WPX Energy, Inc.",1.0
CPS Energy,"CPS Energy, Inc.",1.0
IDT ENERGY,"IDT Energy, Inc.",1.0
Enbridge US,Enbridge G & P L.P.,1.0
Wildcat Wind LLC,Wildcat Wireline LLC,0.0
Industrial Power Services Corp,Industrial Power Generating Corp.,0.0
VIRGINIA URANIUM,"Virginia Uranium, Inc.",1.0
Alliance Energy,Alliance Energy LLC,1.0
Domtar Maine LLC,Domtar Corporation,1.0
Entergy Nuclear Palisades LLC,Entergy Corporation,1.0
Anderson Power Products,"Anderson Power and Equipment, Inc.",1.0
Great Point Energy,Great Point Power LLC,0.0
CenterPoint Energy,CenterPoint Energy Arkla,1.0
University of Missouri,University of Missouri Health Care,0.0
Cargill Hammond,Cargill Limited,1.0
Vantage Wind Energy LLC,"Vantage Energy, LLC",0.0
Horizon Wind Energy LLC,"Horizon Energy, LLC",0.0
Wheelabrator Environmental Systems,"Wheelabrator Environmental Systems, Inc.",1.0
ATMOS ENERGY,Atmos Energy Corporation,1.0
Orange & Rockland Utils Inc,"Orange and Rockland Utilities, Inc.",1.0
Encore Acquisition,Encore Acquisition Co.,1.0
San Gabriel Valley Water Assn,San Gabriel Valley Water Company,0.0
Mountain View Power Ptnrs LLC,Mountain View Power Partners LLC,1.0
Greensburg,"Greensburg Bancorp, Inc",0.0
Toyon Landfill Gas Conversion LLC,Penrose Landfill Gas Conversion LLC,0.0
Chevron USA Inc,Chevron U.S.A. Inc.,1.0
DKRW Energy,DKRW Energy LLC,1.0
IACX Energy,IACX Energy LLC,1.0
Alstom,ALSTOM Inc.,1.0
Evonik Degussa Corporation,Evonik Degussa GmbH,1.0
Bos Dairy LLC,BOS LLC,0.0
Hercules Inc,"Hercules Offshore, Inc.",0.0
TECO Energy,"TECO Energy, Inc.",1.0
United Water Inc,"United Water Virginia, Inc.",0.0
PNM Resources,"PNM Resources, Inc.",1.0
EOG Resources,"EOG Resources, Inc.",1.0
QEP Resources,"QEP Resources, Inc.",1.0
Cargill Salt Hersey,Cargill Limited,1.0
CER Generation LLC,CE Generation LLC,0.0
Windsor Solar LLC,"Windsor Cooper Hill Solar, LLC",0.0
Nuevo Energy,Nuevo Energy Company,1.0
RRI Energy Ormond Bch LLC,"RRI Energy, Inc.",1.0
E I Colton LLC,"C. C. & E. Ii, LLC",0.0
Arizona Solar One LLC,"Solar Star Arizona II, LLC",0.0
Consolidated Hydro New York Inc,Consolidated Golden Quail,0.0
Centrus Energy,Centrus Energy Corp.,1.0
Chemical Lime Co,Chemical Construction Corporation,0.0
Bishop Hill Energy II LLC,Bishop Equities Inc,0.0
General Chemical Corp,General Cable Corporation,0.0
Lone Star Steel Co,Marathon Steel Company,0.0
Clatskanie Peoples Util Dist,Clatskanie Peoples Utility District Inc.,1.0
TransCanada Power Div-Engy Ltd,Transcanada Limited,1.0
AES CAROLINA WIND LLC,"AES Wind, L.L.C.",1.0
Veolia Energy Trenton L P,"Veolia Energy Tulsa, Inc.",1.0
RRI Energy Wholesale Generation LLC,"Rri Energy Broadband, Inc",1.0
Alcoa Power Generating Inc Yadkin Div,Alcoa Inc.,1.0
TXU Generation Co LP,TXU Capital II,0.0
Williams Companies,Williams PLC,0.0
Castle Rock Cooling,Castle Rock Petroleum Ltd.,0.0
SunE NC Progress 1 LLC,Sune Nc Progress1 Llc,1.0
Northern States Power,Northern Trust Corporation,0.0
Acciona SA/Solargenix Energy,"Acciona, S.A.",1.0
Waste Management Inc,"Waste Management Inc., prior to acquisition by USA Waste Services Inc.",1.0
Springfield Water & Sewer Comm,Springfield Water & Sewer Commission,1.0
Fulton Cogeneration Associ,"Fulton Cogeneration Association, L.P.",1.0
Waste Management Energy Solutions Inc,"Waste Management, Inc.",0.0
Lewis & Clark Regional Water System,Lewis & Clark Rural Water System Inc,0.0
Blackwell Wind LLC,"Blackwell HMA, LLC",0.0
Husky Energy,Husky Energy Inc.,1.0
Semco Energy,"SEMCO Energy, Inc.",1.0
Public Service Co of New Mexico,Public Service Company of Oklahoma,0.0
Collins Pine Co,Collins Radio Company,0.0
Aspect Energy,Aspect Energy Ltd.,1.0
AES Hawaii Inc,The AES Corporation,1.0
Cedar Falls Utilities,Cedar Falls Way LLC,0.0
U S Power Generating Company LLC,"US Power Generating Company, LLC",1.0
Terra-Gen Power LLC,Terra West Energy Corporation,0.0
SunE CPS3 LLC,"Sune Az2, LLC",1.0
SunE CPS1 LLC,"Sune Az2, LLC",1.0
SunE CPS2 LLC,"Sune Az2, LLC",1.0
Intermountain Power Agency,Intermountain Power Service Corporation,0.0
Olympus Power,"Olympus Power, LLC",1.0
United States Sugar Corp,United States Steel Corporation,0.0
Kumeyaay Wind LLC,Kumeyaay Wind Farm,1.0
Clean Energy LLC,"Clean Energy Pathways, Inc.",0.0
Peoples Energy Corp,Peoples TWP LLC,0.0
SUSSER HOLDINGS,Susser Holdings Corporation,1.0
FPL Energy,dpl energy llc,0.0
BP Helios Plaza,BP p.l.c.,1.0
Broadview Energy LLC,"Broadview Energy Prime II Investments, LLC",1.0
Edison Mission Midwest II Inc,Edison Mission Midwest Holdings Co.,1.0
HYPOWER INC,"Hypower Fuel, Inc.",0.0
Equitable Resources,Equitable Resources Capital Trust I,1.0
Inland Empire Energy Ctr LLC,"Inland Empire Oilseeds, LLC",0.0
New Mexico State University,New Mexico State Tribune Company,0.0
Allegheny Hydro LLC,Allegheny Capital Trust II,1.0
Green Mountain Power Corp,Green Mountain Energy Company,0.0
Four Mile Canyon Windfarm LLC,"Four Corners Windfarm, Llc",0.0
General Motors Corp,General Motors Company,1.0
UNITED HEALTHCARE OF AZ,United Healthcare of Arizona Inc.,1.0
Ivanhoe Energy,Ivanhoe Energy Inc.,1.0
High Sierra Limited,"High Sierra Energy, LP",0.0
Longview Fibre Co,Longview Energy Company,0.0
Sunlight General Somerset Solar LLC,SunLight General Capital LLC,1.0
Western Refining Southwest Inc,"Western Refining Yorktown, Inc.",0.0
Energy Harvest Group,harvest energy inc,0.0
RED OAK BREWERY,"Red Oak Power, LLC",0.0
West Texas Wind Energy Partners LLC,"West Texas, LLC",0.0
Kenyon Energy,"Kenyon Energy, LLC",1.0
Crestwood Corp,Crestwood Midstream Finance Corporation,0.0
North Carolina Solar II LLC,"Solar Star North Carolina II, LLC",0.0
ENEL Salt Wells LLC,"Enel Green Power North America, Inc.",1.0
British Energy,British Energy Ltd,1.0
Las Vegas Power Company LLC,"Las Vegas Arena Company, LLC",0.0
General Atomics,General Atomics Corp.,1.0
Solar Power Inc,"Solar Power Partners, Inc.",0.0
United Technologies,United Technologies Corporation,1.0
ENBRIDGE,Enbridge Inc.,1.0
Enbridge,Enbridge Inc.,1.0
Renewable Energy Services of Ohio LLC,Renewable Energy Services Ltd.,1.0
Mosaic Company,The Mosaic Company,1.0
New Energy One LLC,"New Energy USA, LLC",0.0
Finavera Renewables,"Finavera Renewables Ocean Energy, Ltd.",1.0
RRI Energy Florida LLC,"RRI Energy Services, LLC",1.0
Washington Gas Energy Systems Inc,Washington Gas Light Company,0.0
AMERESCO Stafford LLC,Ameresco Southwest,1.0
GDF Suez NA,"GDF SUEZ Energy Generation North America, Inc.",1.0
Enterprise Mill LLC,Enterprise Capital Trust II,0.0
MEDCO HEALTH SOLUTIONS INC FORMERLY MERCK-MEDCO MANAGED CARE LLC,"Medco Health Solutions, Inc.",1.0
Public Service Co of NH,Public Service Co. of Colorado,0.0
TexTron Financial Corp,Textron Financial Corporation,1.0
Marion Energy,Marion Tool Corporation,0.0
Walter Coke,Walter Land Company,0.0
Mosaic Company,Mosaic Corp.,1.0
COMPUTER ASSOCIATES INC,Computer Software Associates Inc,0.0
Entergy Arkansas Inc,Entergy Corporation,1.0
Lost Lakes Wind Farm LLC,"Green Field Wind Farm, L.L.C.",0.0
First National Bank,First National Bank and Trust Company,0.0
BP,BP p.l.c.,1.0
Eagle Materials Co LLC,Eagle Materials IP LLC,1.0
PHILLIPS & PHILLIPS LLC,Phillips 66 Pipeline LLC,0.0
Sun Edison,Sun Edison LLC,1.0
HICKORY WOODS LLC,"Hickory Title, Llc",0.0
SOLUTIONS GROUP,"Solutions Group, Inc.",1.0
Calpine Corp,calpine corporation magic valley,1.0
Badger Creek Limited,"Badger Technologies, L.L.C.",0.0
Alcoa Power Generating Inc Tapoco Div,Alcoa Inc.,1.0
Beowulf Energy,Beowulf Energy LLC,1.0
Show Me Energy Cooperative,"Show Me Tickets, LLC",0.0
Public Service Co of NM,Public Service Co. of Colorado,0.0
Chinook Energy,Chinook Energy Inc.,1.0
Ethanex Energy,"Ethanex Energy, Inc.",1.0
Viridis Energy,Viridis Energy Inc.,1.0
Cenovus Energy,Cenovus Energy Inc.,1.0
Mariner Energy,"Mariner Energy, Inc.",1.0
Quantex Energy,Quantex Energy Inc.,1.0
Calpine Fore River Energy Center LLC,Calpine Capital Trust,1.0
Concho Resources,Concho Resources Inc.,1.0
Vastar Resources,"Vastar Resources, Inc.",1.0
Elk City LLC,"Elk City Wind, LLC",0.0
BWX Technologies,"BWX Technologies, Inc.",1.0
FMC Technologies,"FMC Technologies, Inc.",1.0
Westinghouse Electric,Westinghouse Plasma Corporation,0.0
Petro,"Petro, Inc.",0.0
Tri Global Energy,Tri-Us LLC,0.0
E ON US,E.ON UK plc,0.0
Enron Corp,Enron Global Inc.,1.0
Alstom,ALSTOM Holdings SA,1.0
ISO New England,ISO New England Inc.,1.0
Mainline Generation LLC,Mainline LP,0.0
Duke Energy Top Of the World WindPower,Duke Energy Capital Trust II,1.0
ALC Day Solar,ALC Funding Corporation,0.0
AES NEW YORK LLC,The AES Corporation,1.0
Goal Line LP,Goal Line Limited Partnership,1.0
New Power Co,Ohio Power Company,0.0
International Paper Co,"Neenah Paper International Holding Company, LLC",0.0
BP Exploration Alaska,BP Fly Corporation,0.0
Westward Seafoods Inc,Westward Energy,0.0
Covanta MacArthur Renewable Energy,Covanta Holding Corporation,1.0
Transcontinental Gas PL Corp,"Transcontinental Gas Pipe Line Company, LLC",1.0
Southern California Water Co,Southern California Edison Company,0.0
CH4 Power Inc,"CH4 Energy II, LLC",0.0
Sidney Sugars Incorporated,"Sidney Coal Company, Inc.",0.0
North American Hydro LLC,"North American Energy, Inc.",0.0
Union Electric Co,Union Electric Company,1.0
Covanta Lancaster Inc,Covanta Holding Corporation,1.0
LAS VEGAS SANDS,Las Vegas Sands Corp.,1.0
Arizona Electric Pwr Coop Inc,"Arizona Electric Power Cooperative, Inc.",1.0
John Deere Dubuque Works,John Deere Capital Corp.,1.0
First Wind,First American Corporation,0.0
Southern California P P A,Southern California Public Power Authority,1.0
CLARITY IMAGING TECHNOLOGIES INC,"Clarity Technologies, Inc.",0.0
PSEG Power,pseg,1.0
General Chemical Corp,General Combustion Corporation,0.0
Excelerate Energy,"Excelerate Energy, L.P.",1.0
Quantum Energy,"Quantum Utility Generation, LLC",0.0
Eagle Creek RE LLC,"Eagle Creek Renewable Energy, LLC",1.0
Miller Hydro Group Inc,"Hydro Group, Inc.",0.0
RG Steel LLC,SMI Steel LLC,0.0
Sherman Hospital,Sherman Hospital L.P.,1.0
Mittal Steel USA Inc,"Kobe Steel USA, Inc.",0.0
NEC Kona,NEC Corporation,0.0
Panhandle 2000,Panhandle Wind Holdings 2 LLC,0.0
Sapphire Energy,"Sapphire Energy, Inc.",1.0
Cheniere Energy,"Cheniere Energy, Inc.",1.0
Altarock Energy,"AltaRock Energy, Inc.",1.0
Viridity Energy,"Viridity Energy, Inc.",1.0
FuelCell Energy,"FuelCell Energy, Inc.",1.0
Startech Energy,"Startech Energy, Inc.",1.0
Celanese Acetate Corp,Celanese Acetate LLC,1.0
Denbury Resources,Denbury Resources Inc.,1.0
Harvest I,Harvest Industries Inc,0.0
Luca Technologies,"Luca Technologies, Inc.",1.0
CNX Gas Corp,CNX Gas Corporation,1.0
Imperial Solar 1 LLC,"Imperial Valley Solar 1 Holdings II, LLC",0.0
Alliance Star Energy LLC,Alliance Energy LLC,0.0
New England Confectionery Co Inc,New England Gas Company,0.0
North American Power Group,"North American Power Group, Ltd.",1.0
ESG Biofuels Company LLC,"ESG Biofuels , LLC",1.0
Aquila Inc,"Aquila, Inc., Prior to the acquisition by UtiliCorp United Inc.",1.0
Tennessee Valley Authority,Tennessee Valley Electric Cooperative,0.0
Orange County Water District,orange county sanitation district,0.0
Bellevue Associates,Bellevue Capital Corp.,0.0
Team-Solar Inc,"Team, Inc.",0.0
Weber Basin Water District,weber basin water conserv district,1.0
Total Petrochemicals USA Inc,Total Petrochemicals & Refining SA/NV,1.0
Global Santa Fe Corp,Global Wind Corporation,0.0
