query_string,candidate_string,match
Fisher Scientific Regulatory Affairs,Fisher Scientific Intl.,1
Southwest Airlines Pilots Association,Southwest Airlines,
Prudential Florida Realty,Prudential Financial,0
Community Health Access Network,Community Health Systems,0
Emo,FMC,0
Kansas City Food Circle,Kansas City Southern,0
Louisiana Ambulance Alliance,Louisiana-Pacific,0
Southwest Airlines Pilot's Association,Southwest Airlines,
FRANKLIN INTL,Franklin Resources,0
Scripps Networks Interactive,Scripps Networks Int.,1
Associate Professor of Medicine,Associates First Capital,0
Kansas City Power & Light Co.,Kansas City Southern,0
General Assembly of Pennsylvania,General Cable,0
CLG,CNF,0
Kansas City CMDA,Kansas City Southern,0
"EnterprisePlus, Inc.",Enterprise GP Holdings,0
Coca-Cola Enterprises Inc.,Coca-Cola European Partners,
Louisiana Rice Producers Group,Louisiana-Pacific,0
Consolidated Rail Corporation,Consolidated Natural Gas,0
New England United,New England Mutual Life Ins.,0
ite,LTV,0
Massachusetts Immigrant & Refugee Advocacy Coalition,Massachusetts Mutual Life Insurance,0
Kansas City Title,Kansas City Southern,0
wein,Dell,0
"Kraft Foods Global, Inc.",Kraft Foods Group,1
Community Bankers of Wisconsin,Community Health Systems,0
Southwest Airline Pilots Association,Southwest Airlines,
Great Lakes Home Mortgage,Great Lakes Chemical,0
Freddie Mac & Fannie Mae,Freddie Mac,
First American Title,First American Corp.,0
"J.B. Hunt Transport, Inc",J.B. Hunt Transport Services,1
Great Lakes Shipyard,Great Lakes Chemical,0
"General Technologies, Inc.",General Mills,0
Pioneer Community Hospital of Aberdeen,Pioneer Natural Resources,0
Champlain College,Champion International,0
General Assembly of New Jersey,General Cable,0
Sierra Club Re,Sierra Pacific Resources,0
Massachusetts Dietetic Association,Massachusetts Mutual Life Insurance,0
Center for Digital Accessiblity,Centerior Energy,0
Mead Johnson & Company,Mead Johnson,1
Continental Airlines Employee,Continental Airlines,
Boise Cascade Wood Products L.L.C.,Boise Cascade Holdings,1
Western Growers Association,Western Gas Resources,0
Great Oaks Management Inc.,Great Atlantic & Pacific Tea,0
New England Office Supply,New England Mutual Life Ins.,0
Mead Johnson and Company,Mead Johnson,1
Fleetwood Ent. Inc.,Fleetwood Enterprises,1
Farmers Insurance Group,Farmers Insurance Exchange,1
John Hancock Financial,John Hancock Financial Svcs.,1
Spectrum Residential Appraisals,Spectrum Group International,0
"Western Medical Center, Santa Ana",Western Gas Resources,0
Southwestern Michigan College Educational Talent Search,Southwestern Energy,0
Southwest Airlines Pilot Association,Southwest Airlines,
Robert Paine ENSR Corporation,Robert Half International,0
Golden State YMCA,Golden State Bancorp,0
"Republic Services of Kentucky, LLC",Republic Services,0
AMK,AMP,0
Burlington Community School District,Burlington Northern Santa Fe,0
Charles Hall Law Firm,Charles Schwab,0
McDonald's Tree Haven,McDonald's,0
"Foster Quan, LLP",Foster Wheeler,0
Hewlett-Packard Company,Hewlett Packard Enterprise Co,1
RES,AES,0
Community Health Center of Branch County,Community Health Systems,0
Chesapeake Women Anglers,Chesapeake Energy,0
Patterson Print Shops,Patterson Companies,0
New England Aquarium comments,New England Electric Systems,0
ConocoPhillips Marine,ConocoPhillips,1
Continental Air Lines,Continental,0
Louisiana Congressional Delegation,Louisiana Land & Exploration,0
Bank of America Merrill Lynch,Bank of America Corp.,1
Hartford Family Vineyard,Hartford Financial Services,0
Community Health Plan of Washington,Community Health Systems,0
Wells Fargo Bank N.A.,Wells Fargo,1
Pacific Gas Electric Company,Pacific Enterprises,0
"J.B. Hunt Transport, Inc.",J.B. Hunt Transport Services,1
First Church of the Magi Inc.,First Chicago Corp.,0
Consolidated Shoe Company,Consolidated Natural Gas,0
Casey's General Stores Incorporated,Casey's General Stores,1
Clear Channel Outdoor Sales,Clear Channel Communications,1
Louisiana Association for Justice,Louisiana-Pacific,0
United Services Automobile Association,United Services Automobile Assn.,1
TraveLeaders,TravelCenters of America,0
Marshall County Schools,Marshall & Ilsley Corp.,0
"Enbridge Energy Partners, L.P.",Enbridge Energy Partners,1
Morgan Stanley Cooney,Morgan Stanley,0
Tad,TRW,0
Southwestern Bell Telephone,Southwestern Energy,0
Community Health Connections,Community Health Systems,0
Providence Hospital,Provident Cos Inc.,0
American Financial Network,American Financial Group,0
"Continental Air Lines, Inc.",Continental,0
Capital BlueCross,Capital Cities/ABC,0
Jacobs Engineering,Jacobs Engineering Group,1
Louisiana Livestock Marketing Association,Louisiana Land & Exploration,0
Allegheny Center for Digestive Health,Allegheny Energy,0
Exxon Mobile Corp,Exxon Mobil,1
SRPS,Saks,0
"Louisiana International Marine, L.L.C.",Louisiana Land & Exploration,0
"Wellpoint, Inc.",WellPoint Health Networks,1
"Plains All American Pipeline, L. P.",Plains All American Pipeline,1
Exxon Mobile,Exxon Mobil,1
