query_string,candidate_string,match
SunE CPS2 LLC,"SunE Rengstorf 1, LLC",
Entergy Corporation,"Entergy Texas, Inc.",
AES Corp,"AES Prescott, L.L.C.",
Rio Bravo Rocklin,Rio Bravo Energy Inc.,
SunE EPE1 LLC,"SunE Nesvold 2, LLC",
"Corpus Christi Cogeneration, LP","Corpus Christi Liquefaction, LLC",
Alta Wind II LLC,"Alta Wind Holdings, LLC",
Sunray Operating Services LLC,Sunray Operating Company LLC,
ConocoPhillips,ConocoPhillips Canada Resources Corp.,
"Montville Power, LLC","Starwood Power-Midway, LLC",
New Mexico State University,New Mexico Oilfield,
Westmoreland Partners,Westmoreland Mining LLC,
SunE EPE1 LLC,"SunE Hellman 1, LLC",
Michigan Wind 1 LLC,Michigan Wind 2 LLC,
Solar Star California II LLC,Solar Star Funding LLC,
NRG Energy Center San Diego LLC,NRG Energy Center Harrisburg LLC,
Midlothian Energy LP,"Midlothian Lng, L.L.C.",
J Power TVP General LLC,"J-POWER Westmoreland, LLC",
SunE Alamosa1 LLC,"SunE Lundell 1, LLC",
Calpine Corporation,"Calpine Bosque Energy Center, LLC",
El Paso Wind LLC,El Paso Energy Management Llc,
Tenaska Virginia Inc,"Tenaska Virginia Partners, L.P.",
"AES Somerset, LLC","AES Prescott, L.L.C.",
Calpine Corp,"Calpine Operating Services Company, Inc.",
Applied Energy LLC,Applied LNG,
Kinder Morgan Yates Operation,"Kinder Morgan , Inc.",
El Paso Electric Co,"El Paso EPNG Investments, L.L.C.",
"PSEG Nuclear, LLC",PSEG Fossil LLC,
Entergy Arkansas Inc,Entergy Arkansas Capital III,
Calpine Corporation,"Calpine Construction Finance Company, L.P.",
White River Hydroelectric,"White River Storage, LLC",
Alta Wind III LLC,"Alta Wind Company, LLC",
K Road Modesto Solar LLC,"K Road Sun, LLC",
Brookfield Power,"Brookfield Water Company, Inc.",
NRG Texas Power LLC,NRG Sterlington Power LLC,
Mississippi Power Co,Mississippi Power Capital Trust III,
White River Hydroelectric,White River Petroleum Co Inc.,
Black Hills Service Company LLC,"Black Hills Gas, LLC",
UGI Development Co,UGI Corporation,
Walter Coke,Walter Oil & Gas Corporation,
Solar Star California II LLC,"Solar Star Arizona II, LLC",
Northwest Utilities,Northwest Perryton Prospect,
AES Corporation,AES Calgary ULC,
Entergy Nuclear Vermont Yankee,"Entergy Nuclear, Inc.",
Shell Renewables,Shell Pipeline Company LP,
Energy Co.,"Energy Development Corporation , Inc.",
Solar Star Colorado II LLC,"Solar Star Arizona II, LLC",
Blue Mountain Biogas LLC,"Blue Mountain Wind Holdings, LLC",
Calpine Corp,Calpine CCFC Holdings LLC,
Eagle Creek RE LLC,"Eagle Creek Renewable Energy Holdings, LLC",
Duke Energy Corporation,"Duke Energy Commercial Enterprises, Inc.",
NextEra Energy Seabrook LLC,"NextEra Energy Point Beach, LLC",
PSEG Power Connecticut LLC,PSEG Power Capital Trust IV,
NRG Canal LLC,NRG Home Solutions LLC,
Liberty Electric Power LLC,Liberty Power Arizona Llc,
AES Corp,"AES Puerto Rico, Inc.",
Exelon Nuclear,"Exelon Framingham, LLC",
Enron Wind,"Enron Caribbean Basin, LLC",
El Paso Electric Co,"El Paso TGPC Investments, L.L.C.",
Tenaska Washington I LP,"Tenaska Washington Partners, L.P.",
Exelon Nuclear,Exelon Wind Canada Inc.,
Enron Wind,"Enron International Development Services, Inc.",
"ALLETE, Inc.",ALLETE Capital II,
"SunE SEM 1, LLC","SunE Gergen 1, LLC",
El Paso Merchant Energy Co,El Paso Electric Company,
Centennial Power,"Centennial Energy Holdings, Inc.",
Dynegy Inc,"Dynegy Commercial Asset Management, LLC",
NextEra Energy Resources,"NextEra Energy Services District of Columbia, LLC",
Alta Wind V LLC,"Alta Wind I, LLC",
Sun Edison,"Sun Pipe Line Company of Delaware, LLC",
Black Hills Service Company LLC,"Black Hills/Kansas Gas Utility Company, LLC",
Tamarack Energy Partners,"Tamarack Energy, Inc.",
Harvest I,Harvest Pegasus Inc.,
NRG Energy Services,NRG Energy Center Dover LLC,
AES Greenidge,"AES Americas, Inc.",
Black Hills/Colorado Elec.Utility Co. LP,"Black Hills Colorado IPP, LLC.",
Kinder Morgan Power Co,Kinder Morgan Production Company LLC,
NorthWestern Energy,"Northwestern Electric Cooperative, Inc.",
Entergy RISE,Entergy Solutions LLC,
"Duke Energy Florida, Inc","Duke Energy North America, LLC",
Duke Energy North America LLC,Duke Energy Corporation,
RRI Energy Mandalay Inc,"Rri Energy Broadband, Inc",
Entergy Nuc Fitzpatrick LLC,"Entergy Thermal, LLC",
North Central Cooperative,North Central Petroleum Inc,
Rio Bravo Poso,Rio Bravo Energy LLC,
Dynegy Morro Bay LLC,"Dynegy Holdings, LLC",
NRG Solar Roadrunner LLC,NRG Solar Kansas South Holdings LLC,
Sierra Pacific Power Co,Sierra Pacific Energy Company,
NRG McClain LLC,NRG New Jersey Energy Sales LLC,
NRG REMA LLC,NRG Marsh Landing LLC,
Phillips 66,Phillips Drilling Corp. Inc.,
TransCanada Power,TransCanada Capital,
Union Power Partners LP,Union Power Cooperative,
Echo 3,"Echo Production, Inc.",
Kinder Morgan Production Company LP,Kinder Morgan Cochin LLC,
Union Carbide Corp-Texas City,Union Gas Corporation,
Black Hills Corp,Black Eagle Mining Corporation,
PECO Energy Co,Peco Energy Capital L.P.,
High Plains,High Plains Cooperative,
AEP Generation Resources Inc,"AEP Resources, Inc.",
TransCanada Power,Transcanada Limited,
J-POWER Birchwood LP,"J-POWER Westmoreland, LLC",
Shell Renewables,Shell Canada Resources Ltd.,
"Dynegy Oakland, LLC",Dynegy Power LLC,
"Flat Rock Windpower, LLC","Flat Rock Energy, LLC",
FPL Energy Oklahoma Wind LLC,"FPL Energy Wind Funding, LLC",
NextEra Energy Seabrook LLC,"NextEra Energy Resources, LLC",
Buckeye Power Inc,"Buckeye Power Generating, LLC",
Desert Power Associates,"Desert Power, LLC",
AES Westover LLC,"AES Southland, L.L.C.",
"Dominion Energy New England, LLC","Dominion Energy, Inc.",
Boralex Inc,Boralex Operations Inc.,
Pacific Recovery Corp,Pacific BioEnergy Corporation,
El Paso Electric Co,"El Paso Pipeline Partners Operating Company, L.L.C.",
NRG Energy Center San Diego LLC,NRG Energy Center Paxton LLC,
Valero Refining Co,Valero Refining Company-Louisiana,
Cargill Inc,Cargill Limited,
SunE NC Progress 1 LLC,"SunE Michael 1, LLC",
Pure Resources,Pure Cycle Corporation,
North American Energy Services,North American Energy Partners Inc.,
"ALLETE, Inc.",ALLETE Capital III,
FPL Energy Vansycle LLC,"FPL Energy American Wind, LLC",
FPL Energy Sooner Wind LLC,"FPL Energy American Wind, LLC",
Dunn Paper,Dunn Coal and Dock Company,
Illinois Power Generating Co,Illinois Power Capital L.P.,
Paragon Assets,Paragon Offshore Inc.,
Medicine Bow Wind LLC,Medicine Bow Energy Corporation,
El Paso Electric Co,"El Paso Citrus Holdings, Inc.",
AES Cayuga LLC,"AES Beaver Valley, L.L.C.",
Covanta Energy Co,"Covanta Energy Americas, Inc.",
"SunCoke Energy, Inc.",SunCoke Energy Partners GP LLC,
Entergy RISE,"Entergy Utility Holding Company, LLC",
FPL Energy Inc,"FPL Energy American Wind, LLC",
Midwest Electric Power Inc,Midwest Power Systems Inc.,
AES Somerset LLC,"AES Thames, L.L.C.",
Entergy Corp,"Entergy Gulf States Hurricane Recovery Funding I, L.L.C.",
Kinder Morgan Inc,"Kinder Morgan Energy Partners, L.P.",
Marshall Wind 6 LLC,"Marshall Wind 5, LLC",
Edison International,Edison Propane LLC,
AES Prescott LLC,"AES New York Funding, L.L.C.",
Green Energy Partners,"Green Energy Products, LLC",
DTE Biomass,DTE Gas Storage Company,
PECO Energy Co,Peco Energy Capital Trust II,
TransCanada Power,TransCanada Corporation,
"Diamond State Generation Partners, LLC",Diamond Fuel,
Duke Energy Kentucky Inc,Duke Energy Corporation,
Tenaska Georgia I LP,Tenaska Inc.,
First Solar Project Development,"First Solar Electric, LLC",
AES Corp,"AES Laurel Mountain, LLC",
Liberty Electric Power LLC,Liberty Power Nevada Llc,
AES Greenidge,Aes Placerita Inc.,
CMS Generation Co,CMS Gas Transmission Company,
Mission Wind Taloga Inc,"Mission Wind Laredo, LLC",
Old Dominion Electric Coop,"Old Dominion Mining, Inc",
"Covanta Energy Americas, Inc.","Covanta Energy, LLC",
AES Cayuga LLC,"AES Redondo Beach, L.L.C.",
Bio Energy LLC,"ME Bio Energy, LLC",
El Paso Electric Co,El Paso Field Services Company,
Cleco Corp,"Cleco Energy, L.L.C.",
Covanta  Maine LLC,Covanta ARC LLC,
CMS Generation MI Power LLC,CMS Generation Co.,
Dominion Energy Kewaunee Inc.,"Dominion Energy, Inc.",
"Swift River Hydro Operations Co., Inc","Swift River Company, Inc.",
FPL Energy Inc,FPL Energy National Wind LLC,
AES Prescott LLC,"AES Jennison, L.L.C.",
Lone Star Wind Farm LLC,"Lone Star Trucking, LLC",
Viking Energy Corp,Viking Energy Limited,
PSEG Power Connecticut LLC,PSEG Global L.L.C.,
Mirant Corp,Mirant Canada Energy Marketing Limited,
"SunE SPS2, LLC","SunE St. Cloud 1, LLC",
AES Corp,AES Calgary ULC,
FPL Energy Inc,"FPL Energy Wind Funding, LLC",
Peru City of,Peru Utilities,
Harvest I,Harvest BEL Inc.,
"Buckeye Power, Inc","Buckeye Power Generating, LLC",
TransCanada Power,Transcanada Pipelines Services Ltd,
Entergy Louisiana LLC,"Entergy Nuclear Palisades, LLC",
Tenaska Arkansas Inc,"Tenaska Oklahoma I, LP",
Harvest Energy Inc,Energy Harvest Group Inc.,
Cambria CoGen Co,Cambria Coke Company,
Twin Cities Hydro LLC,"Twin Cities Power-Canada, ULC",
Westmoreland Partners,"Westmoreland Resources, Inc.",
GDF Suez North America,"GDF SUEZ Energy Resources NA, Inc.",
NextEra Energy Mountain View Solar,"NextEra Energy, Inc.",
Paragon Assets,Paragon Offshore plc,
National Grid Generation LLC,National Grid Glenwood Energy Centre LLC,
Reliant Energy Channelview -DE,"Reliant Energy Power Generation, Inc.",
Kinder Morgan Yates Operation,Kinder Morgan NatGas Operator LLC,
Power Resources Coopeative,"Power Resource Group, Inc.",
Exelon Wind LLC,Exelon Solar Chicago LLC,
Duke Energy Corp,"Duke Energy North America, LLC",
Lake Road Trust Ltd,Lake Road Generating Company Limited Partnership,
Duke Energy Vermillion LLC,"Duke Energy International, LLC",
Entergy RISE,Entergy Gulf States Capital I,
NRG Energy Center Eagles LLC,NRG Energy Center Phoenix LLC,
NRG Energy Gas & Wind Holdings Inc,"Nrg Energy, Inc.",
Black Hills Power Inc,"Black Hills Electric Generation, LLC",
J&A-Whittier LLC,"J & A Services, Llc",
Terra-Gen Operating Co LLC,"Terra-Gen Finance Company, LLC",
Kinder Morgan Power Co,"Kinder Morgan Kansas, Inc.",
PCS Phosphate,"PCS Ferguson, Inc.",
"Entergy Power, Inc","Entergy Nuclear Operations, Inc.",
Big Brown Power Company LLC,Big Brown Lignite Company LLC,
GDF Suez NA - Hopewell,"GDF SUEZ Energy Marketing NA, Inc.",
Cogentrix Energy Inc,"Cogentrix Delaware Holdings, Inc.",
NRG Power Midwest LP,NRG Florida LP,
Wind Energy Prototypes LLC,"Wind Energy Transmission Texas, LLC",
Avista Corporation,Avista Capital II,
Illinois Power Co,"Illinois Power Holdings, LLC",
El Paso Wind LLC,El Paso Performance-linked Trust,
BP America Inc,BP & A Enterprises Inc.,0.0
Somerset Power LLC,Somerset Energy,
Marshall Wind 5 LLC,"Marshall Wind 6, LLC",
Alta Wind VI LLC,"Alta Wind I, LLC",
NRG Solar Blythe,NRG Solar PV LLC,
Duke Energy Field Services,Duke Energy Corporation,
Largo Co,Largo Vista Group Ltd.,
Hercules Incorporated,"Hercules Transport, Inc.",
Ameresco,Ameresco Canada Inc.,
ExxonMobil Corp,Exxonmobil Export Corporation,
Georgia Power Co,Georgia Power Capital Trust II,
Anderson Power Products,Anderson Gilyard,
Black Hills Ontario LLC,"Black Hills Gas Holdings, LLC",
El Paso Corp,El Paso Energy Service Company,
Praxair Inc,"Praxair International, Inc.",
Kinder Morgan Yates Operation,"Kinder Morgan Petcoke, L.P.",
AES Alamitos LLC,"AES Southland, L.L.C.",
US Energy Geothermal LLC,"US Energy Group, Inc.",
"Alliance NYGT, LLC","Alliance GP, LLC",
Duke Energy Oakland LLC,"Duke Energy Ohio, Inc.",
La Paloma Generating Co LLC,"La Paloma Acquisition Co, LLC",
U.S. Government,U.S. Energy Biogas Corp.,
The Toledo Edison Co,The Potomac Edison Company,
"Energy XXI Pipeline II, LLC","Energy XXI Services, LLC",
Pacific Energy Capital,Pacific Energy Alaska Operating LLC,
Osprey Energy Center,Osprey Energy Ltd.,
El Paso Corp,El Paso Energy International Company,
AltaGas Pomona Energy Inc.,AltaGas Renewable Energy Inc.,
NRG Solar Community 1 LLC,NRG Solar Kansas South Holdings LLC,
Terra-Gen California Wind Holdings LLC,"Terra-Gen Power, Llc",
Crystal Lake 3 LLC,"Crystal Holding, L.L.C.",
AES Somerset LLC,"AES Wind, L.L.C.",
"EnLink Midstream Services, LLC","EnLink Midstream GP, LLC",
Diamond Generating Corporation,Tenaska Inc.; Diamond Generating Corporation,
FPL Energy Vansycle LLC,FPL Energy National Wind LLC,
DTE Calvert City LLC,"DTE Methane Resources, L.L.C.",
FPL Energy Wyman LLC,"FPL Energy American Wind, LLC",
FPL Energy Mason LLC,"FPL Energy Wind Funding, LLC",
NRG Solar Arrowhead LLC,NRG Solar DG LLC,
FPL Energy Wyoming Wind LLC,"FPL Energy American Wind, LLC",
Marshall Wind 2 LLC,"Marshall Wind 5, LLC",
Wolverine Power Supply Coop,Wolverine Power Marketing Cooperative,
"Alta Wind XI, LLC","Alta Wind Holdings, LLC",
Valero Refining Co - TX,Valero Refining Company - California,
Consolidated Edison Solutions Inc,Consolidated Edison Co. of New York Inc.,
Reliant Energy Sabine DE Inc,Reliant Energy Solutions Inc,
Encore Energy Partners Operating LLC,enCore Energy Corp.,
Sun Edison,Sun Energy Partners LP,
AES Thames LLC,"AES Wind, L.L.C.",
Duke Energy Corp,"Duke Energy Florida, LLC",
El Paso Electric Co,El Paso Remediation Company,
AES Greenidge,AES Gener S.A.,
Crestwood Corp,"Crestwood Midstream Partners, LLC",
Alta Wind III LLC,"Alta Wind I, LLC",
NRG Solar Arrowhead LLC,NRG Renew LLC; NRG Solar DG LLC,
SSA Solar of NJ LLC,"SSA Solar of HI, LLC",1.0
"SSA Solar of NM, LLC","SSA Solar of HI, LLC",1.0
SSA Solar of NY LLC,"SSA Solar of HI, LLC",1.0
PPL Edgewood Energy LLC,"Edgewood Energy, LLC",
International Paper,International Royalty Corp.,0.0
Central Iowa Power Cooperative,"Central Electric Power Cooperative, Inc.",0.0
San Joaquin LLC,San Joaquin Valley Energy Partners I L P,0.0
Ameren Energy Generating Co,"Ameren Energy, Inc.",
El Paso Corp,El Paso Midstream Group LLC,
High Plains,"High Plains Wind Power, Llc",
Freeport McMoRan Oil & Gas,Freeport-McMoRan Miami Inc.,
Waste Management of Carolinas Inc,"Waste Management of Missouri, Inc.",
Paramount Petroleum Corporation,Paramount Pictures Corporation,0.0
Blackstone Town of,BlackStone Energy,0.0
Indigo Solar,Indigo International Inc,
Black Hills Corp,"Black Hills International, Inc",
IBM,IBM System Networking,
WestRock (TX),"WestRock - Solvay, LLC",
KAPSTONE Kraft Paper Corp,"KapStone Kraft Paper Corporation; KapStone Charleston Kraft, LLC",1.0
"SunE DM, LLC",Sune Dec1 LLC,
FPL Energy LLC,Fpl Energy Oklahoma Wind Llc,
Tenaska Alabama I Partners LP,Tenaska Inc.,
International Paper Co,International Paper Carpenter Acquisition Corp,
The Andersons Albion Ethanol LLC,The Andersons Denison Ethanol LLC,
Alta Wind V LLC,Alta Wind VIII LLC,
Costco Wholesale,Costco Wholesale Corporation Voluntary,
International Paper Co-Courtld,International Paper Capital Trust IV,
Troy Energy LLC,Troy Energy Corp.,
Inland Paperboard & Package Inc,"Inland Paperboard and Packaging, Inc.",1.0
Sempra Energy Resources,Sempra Energy Utilities,
Tug Hill Energy Inc,"Tug Hill, Inc.",
FPL Energy Inc,Fpl Energy Oklahoma Wind Llc,
Atlantic Power Corporation,"Atlantic Power Holdings, Inc.",
Verizon,Verizon Data Services Inc.,
Alta Wind VI LLC,"Alta Wind Holdings, LLC",
AES Cayuga LLC,"AES Highgrove, L.L.C.",
"Mountain View Power Prtnrs, LLC","Mountain View Two, LLC",
SunE Alamosa1 LLC,"Sune Alamosa1 Holdings, Llc",
Imperial Savannah LP,Imperial Bank,
Calhoun Power Co LLC,Kimball Power Company L.L.C.,0.0
Cisco,Cisco-Navini Networks LLC,
Fulcrum Inc,"Fulcrum BioEnergy, Inc.",
Oneta Power LLC,"Calpine Oneta Power, LLC",
NextEra Energy Seiling Wind,"NextEra Energy, Inc.",
Central Ohio BioEnergy,Central Ohio Coal Company,
Genesis Solar LLC,"Genesis Davison, LLC",
PSEG Power LLC,PSEG Power Capital Trust IV,
Valero Refining Co - NJ,"Valero Refining-New Orleans, L.L.C.",
Yahoo!,"Yahoo! Communications, Inc.",
Lyonsdale Associates LLC,"Lori Gardens Associates, L.L.C.",0.0
Waste Management of Carolinas Inc,"Waste Management Of Pennsylvania, Inc.",
Black Hills/Colorado Elec.Utility Co. LP,"Black Hills/Colorado Utility Company, LLC",
Dynegy,"Dynegy Gas Generation, LLC",
Midwest Wind Energy Development Group LLC,"Midwest Wind Energy, LLC",
SunE Solar Trust VI,"Sune Solar III, Llc",
Tenaska Alabama Inc,Tenaska Inc.,
Enbridge,Enbridge Offshore L.L.C.,
First Solar Project Development,"First Solar Property, LLC",
Dynegy,"Dynegy Resource Holdings, LLC",
Mission Wind Laredo Inc,"Mission Wind Maine, Inc.",
First Solar Inc,"First Capital, Inc.",
International Paper - Valliant,International Paper Company,
GenOn Power Midwest LP,NRG Power Midwest LP,
AG Energy Inc,"Ag Energy Products, LLC",
B Braun Medical Inc,"Biopsys Medical, Inc.",0.0
"Acciona Energy USA Global, LLC",Acciona Energy USA Global LLC,1.0
Delmarva Power & Light Co,Delmarva Power Financing I,
PSEG Nuclear LLC,PSEG Global L.L.C.,
Illinois Power Resources Generating LLC,"Illinois Power Holdings, LLC",
Conoco Global Power,Conoco Power Marketing Inc.,
TA-High Desert LLC,TA High Desert LLC,1.0
Northeast Energy Associates LP,Northeast Energy LP,
CMS Generation Honey Lake Co,CMS Generation Operating LLC,
"Sunlight General Solar Fund II, LLC",SunLight General Capital LLC,
NRG Solar Borrego I,NRG Solar Kansas South LLC,
Kent County,Kent Electronics Corp.,
Pacific Energy Resources Inc,Pacific Sunset Resources Inc.,0.0
CB&I,"CB&I Government Solutions, Inc.",
Cameron,"Cameron Interstate Pipeline, Llc",
E. and E. Giese,E. & E. Seegmiller Limited,0.0
Air Quality Division,"Air Quality Consulting, Inc.",0.0
Pete,"Pete Martin Drilling, Inc.",
MPA,MPA Ltd.,
Power,"Flux Power, Inc",0.0
Val,"VAL Energy, Inc.",0.0
Technologies,Bottomline Technologies,0.0
A. and B. Gilbert,B & A Petroleum Ltd,0.0
Susquehanna Township,Susquehanna Bank,0.0
Watson,"Watson Pharmaceuticals , Inc.",
C. and J. Brock,C&J Recovery LLC,0.0
El Paso,El Paso Merchant Energy Company,
"Exploration, Inc.",Tiberius Exploration Inc.,
Gordon,"Gordon Petroleum, Inc.",
Technologies,"Tubel Technologies, Inc.",0.0
Power,VPG Power Generation,0.0
R. and R. Kane,"R&R Marine Offshore, Inc.",0.0
Transportation,Arco Transportation Corp,0.0
Renewable Energy Markets Association,Renewable Energy Corp.,0.0
El Paso,"El Paso CGP Company, L.L.C.",
M.G.W,"G.W.M. Holdings, Inc.",0.0
Waste Management,Waste Management Collection And Recycling Inc.,
North Carolina,North Carolina Contract Sales Corporation,0.0
North American Coal,North American Fuel Corporation,0.0
Family,Family Security Bank,0.0
Carl,"Carl Klemm, Inc.",0.0
New York,"New York Land Services, Inc.",0.0
Innovation,"Innovation Fuels, Inc.",0.0
signature.,Signature Style Salon LLC,0.0
Energy,Energy Assets,0.0
Mines,"Mines Management, Inc.",0.0
American Water Company,"American Water , Inc.",
G. S.,"G.S.P., LLC",0.0
Alex,"Alex Energy, Inc.",0.0
Transportation,Transportation Displays Inc.,0.0
Duke Energy,"Duke Energy North America, LLC",
"Exploration, Inc.",Touchstone Exploration Inc.,
Environmental Law,"Environmental Credits, Ltd.",0.0
Gilbert,Gilbert Interest Inc,0.0
Marathon Petroleum Company LP,"Marathon Petroleum Investment, Ltd.",
Duke Energy,"Duke Energy Group, LLC",
Nucor Steel - Arkansas and Nucor-Yamato Steel Company,Nucor Steel Arkansas,
A. A. D. Taylor,"A.D.A.M., Inc.",0.0
Energy Solutions,"Energy Solutions Enterprises, Inc.",
"Southwest Power Pool, Inc.","Southwest PetroCorp, Inc.",
B. and B. Tiwald,B&B Solutions,0.0
Ambassador,Ambassador Steel Corporation,0.0
Renewable Energy,Renewable Energy Generation Limited,0.0
Southern Company,Southern Pacific Company Lease,0.0
J. F.,J. F. McCaughin Company,0.0
Greater Philadelphia Chamber of Commerce,Greater Philadelphia Cablevision Inc.,0.0
Environmental Health and Safety,"Environmental, Safety & Health Consulting Services, Inc.",0.0
Thomas,Thomas Lee,0.0
West Coast,West Coast International,0.0
Lancaster,Lancaster Hospital Corporation,
International Code Council,International Coliseums Co.,0.0
Southern Company,"Southern Company Energy Solutions, LLC",
Intermountain Power Service Corporation (IPSC) President and Chief Operations Office,Intermountain Power Service Corporation,1.0
Citizens National Bank,Citizens National Bank & Trust of Hazard,
Mesa County,MESA,0.0
Caterpillar,Caterpillar Llc,
"Marathon Petroleum Company, LP","Marathon Petroleum Salmagundi, Ltd.",
LS Power Group,"LS Power Development, LLC",
El Paso,"El Paso Surgicenter, Inc.",0.0
"Marathon Petroleum Company, LP","Marathon Petroleum Investment, Ltd.",
Entergy Corporation,Entergy Corporation ; Enexus Energy Corporation,1.0
Arkansas Electronic Cooperative Corporation,Arkansas Electric Cooperative Corporation,1.0
Energy Alliance,"Alliance Energy New York, LLC",0.0
Duke Energy,"Duke Energy Progress, LLC",
NRG Energy,"Nrg Energy, Inc.",1.0
"Exploration, Inc.",Romulus Exploration Inc.,
Waste Management,Waste Management Of Orlando Inc.,
NextEra Energy,"NextEra Energy Canada, ULC",
Benton County,"Benton County Foods, LLC",0.0
"El Paso, Culberson",El Paso SPM Company,0.0
Performance,Performance Services Ltd.,0.0
"Arch Coal, Inc.","Arch Coal Sales Company, Inc.",
New Jersey,New Jersey Resources Corporation,0.0
Waste Management,"Waste Management Of New Mexico, Inc.",
NorthWestern Energy,Northwestern Corporation,
Tracy,Tracy LLC,
American Water Company,American Water Heater Company,
Waste Management,"Waste Management of Hawaii, Inc.",
Curran,Curran Bay Resource Ltd.,
Ameresco,Ameresco Southwest,
Lorenz Walker,"LORENZ,INC.",0.0
"Exploration, Inc.",Crimson Exploration Inc.,
"Exploration, Inc.",Rose Exploration Inc.,
Duke Energy,Duke Energy Capital Trust IV,
Financial,"Financial Labs, LLC",0.0
LG&E,LG&E Power Inc.,
Marathon Petroleum,"Marathon Petroleum Production Finance, Ltd.",
Covanta Energy,"Covanta Energy Americas, Inc.",
"Economic, Financial",Financial Economic Group,0.0
Luminant Generation Company LLC,Luminant Energy Company LLC,
signature.,"Signature Graphics, Inc.",0.0
North Texas Commision,North Texas Cement Co.,0.0
Waste Management,Waste Management Of Utah Inc.,
Alstom Power,ALSTOM Power Turbomachines LLC,
Powder River Energy Corporation for B.,Powder River Coal Corp.,
