query_string,candidate_string,match
Indiana Univ Research & Technology Corp,INDIANA UNIV RESEARCH & TECHNOLOGY CORP,1
Cincinnati State Tech & Comm College,CINCINNATI STATE TECH & COMM COLLEGE,1
Cerner Corp,CERNER CORP,1
FPL Energy Cape LLC,FPL ENERGY CAPE LLC,1
Mary,MARY,1
Emdeon,EMDEON,1
Akindale Farms,AKINDALE FARMS,1
Polyplus Battery Company,POLYPLUS BATTERY COMPANY,1
Iws Shelby Partners,IWS SHELBY PARTNERS,1
Council of Northeast Farmer Cooperatives,COUNCIL OF NORTHEAST FARMER COOPERATIVES,1
"Babcock & Wilcox Holdings, Inc.","BABCOCK & WILCOX HOLDINGS, INC.",1
Toll Equity Alliance,TOLL EQUITY ALLIANCE,1
New Horizons Inst of Cosmetology,NEW HORIZONS INST OF COSMETOLOGY,1
Weiss Handler & Cornwell P A,WEISS HANDLER & CORNWELL P A,1
Sabic Americas,SABIC AMERICAS,1
Merced Irrigation District,MERCED IRRIGATION DISTRICT,1
Micronesia Registration Advisors,MICRONESIA REGISTRATION ADVISORS,1
"Intl Inst/Homeland Sec, Defense & Restor","INTL INST/HOMELAND SEC, DEFENSE & RESTOR",1
EG&G Inc,EG&G INC,1
Senior Vitals,SENIOR VITALS,1
"Freescale Semicondutor, Inc.","FREESCALE SEMICONDUTOR, INC.",1
Axxis Petroleum,AXXIS PETROLEUM,1
Abilene Industrial Foundation,ABILENE INDUSTRIAL FOUNDATION,1
AIM North America - AIT Alliance,AIM NORTH AMERICA - AIT ALLIANCE,1
US Hydrogen Energy Coalition,US HYDROGEN ENERGY COALITION,1
Hoar Construction Inc,HOAR CONSTRUCTION INC,1
"Circular Energy, LP","CIRCULAR ENERGY, LP",1
Canadian Pork Council,CANADIAN PORK COUNCIL,1
Professional Truck Driver Institute,PROFESSIONAL TRUCK DRIVER INSTITUTE,1
Guilford Samuel E Jr,GUILFORD SAMUEL E JR,1
Falcon Safety Products,FALCON SAFETY PRODUCTS,1
Rimsom Assoc,RIMSOM ASSOC,1
universal piping llc,UNIVERSAL PIPING LLC,1
Land Mine Detection Systems,LAND MINE DETECTION SYSTEMS,1
Franklin Creek Consulting,FRANKLIN CREEK CONSULTING,1
Wyoming Mining Association,WYOMING MINING ASSOCIATION,1
Credinfor USA,CREDINFOR USA,1
Maxwell and Lupin,MAXWELL AND LUPIN,1
Saab AB,SAAB AB,1
Stericycle Inc,STERICYCLE INC,1
Eistream,EISTREAM,1
Quantum 3D,QUANTUM 3D,1
Deformation Control Technology,DEFORMATION CONTROL TECHNOLOGY,1
VeruTEK Technologies,VERUTEK TECHNOLOGIES,1
"Human Longevity, Inc.","HUMAN LONGEVITY, INC.",1
Wadham Energy Ltd Partners,WADHAM ENERGY LTD PARTNERS,1
Barnes & Noble College Booksellers LLC,BARNES & NOBLE COLLEGE BOOKSELLERS LLC,1
WMI Investment Corp,WMI INVESTMENT CORP,1
Haan Foundation for Children,HAAN FOUNDATION FOR CHILDREN,1
Hosts Corp,HOSTS CORP,1
City of Rocklin California,CITY OF ROCKLIN CALIFORNIA,1
"Avicero, LLC","AVICERO, LLC",1
Sun-Maid Growers of California,SUN-MAID GROWERS OF CALIFORNIA,1
Trideum Corporation,TRIDEUM CORPORATION,1
"BlueFire Ethanol, Inc.","BLUEFIRE ETHANOL, INC.",1
"Rawlings & Associates, PLLC","RAWLINGS & ASSOCIATES, PLLC",1
Evergreen America,EVERGREEN AMERICA,1
The Pantry Inc,THE PANTRY INC,1
"Plantronics, Inc.","PLANTRONICS, INC.",1
SunCoke Energy Partners Finance Corp.,SUNCOKE ENERGY PARTNERS FINANCE CORP.,1
"Motorola Mobility, LLC","MOTOROLA MOBILITY, LLC",1
Cheiron Fdtn for Rural/Underserved Educ,CHEIRON FDTN FOR RURAL/UNDERSERVED EDUC,1
ACC Holdings Inc,ACC HOLDINGS INC,1
the Southwest Power Pool,THE SOUTHWEST POWER POOL,1
Cmte for Fair Ammonium Nitrate Trade,CMTE FOR FAIR AMMONIUM NITRATE TRADE,1
"City of San Diego, CA","CITY OF SAN DIEGO, CA",1
AIDS Day Services Assn,AIDS DAY SERVICES ASSN,1
Safetran Systems Corporation,SAFETRAN SYSTEMS CORPORATION,1
Beckman Coulter,BECKMAN COULTER,1
Rock & Associates,ROCK & ASSOCIATES,1
Jamestown-Yorktown Foundation,JAMESTOWN-YORKTOWN FOUNDATION,1
Encyclopedia Britannica,ENCYCLOPEDIA BRITANNICA,1
Electromet Corp,ELECTROMET CORP,1
MagPul Industries Corp.,MAGPUL INDUSTRIES CORP.,1
Secure Data In Motion,SECURE DATA IN MOTION,1
Jack Kegel,JACK KEGEL,1
OCHIN Inc,OCHIN INC,1
Dr. Sanjay Bharti,DR. SANJAY BHARTI,1
ENGIE North America Inc.,ENGIE NORTH AMERICA INC.,1
Exelon Capital Trust II,EXELON CAPITAL TRUST II,1
"Western Refining Southwest, Inc.","WESTERN REFINING SOUTHWEST, INC.",1
Michelin North America Inc,MICHELIN NORTH AMERICA INC,1
First View LLC,FIRST VIEW LLC,1
FutureGen Industrial Alliance,FUTUREGEN INDUSTRIAL ALLIANCE,1
Airlift Research Foundation,AIRLIFT RESEARCH FOUNDATION,1
Clarence Cannon Wholesale Water Commissn,CLARENCE CANNON WHOLESALE WATER COMMISSN,1
Child Care America,CHILD CARE AMERICA,1
City of Sierra Vista AZ,CITY OF SIERRA VISTA AZ,1
Distributed Computing Industry Assn,DISTRIBUTED COMPUTING INDUSTRY ASSN,1
Coalition for Bankruptcy Venue Fairness LLC,COALITION FOR BANKRUPTCY VENUE FAIRNESS LLC,1
PM Realty,PM REALTY,1
Hickory Ground Tribal Town of the Muscogee,HICKORY GROUND TRIBAL TOWN OF THE MUSCOGEE,1
Justice Fellowship,JUSTICE FELLOWSHIP,1
MVM Technologies,MVM TECHNOLOGIES,1
"Sova Pharmaceuticals, Inc.","SOVA PHARMACEUTICALS, INC.",1
St. Francis Hospital,ST. FRANCIS HOSPITAL,1
Lawton Ft Sill Chamber of Commerce & Ind,LAWTON FT SILL CHAMBER OF COMMERCE & IND,1
Science Research Laboratory Inc,SCIENCE RESEARCH LABORATORY INC,1
Glenn-Colusa Irrigation District,GLENN-COLUSA IRRIGATION DISTRICT,1
Transportation Professional,TRANSPORTATION PROFESSIONAL,1
Airline Transport Professionals Inc,AIRLINE TRANSPORT PROFESSIONALS INC,1
"Motorola Mobility, Inc.","MOTOROLA MOBILITY, INC.",1
"Glen, Robert & Elvira de la Vega","GLEN, ROBERT & ELVIRA DE LA VEGA",1
Navajo Refining Company LP,NAVAJO REFINING COMPANY LP,1
Valiant Airlines,VALIANT AIRLINES,1
Heartland Community College,HEARTLAND COMMUNITY COLLEGE,1
GeoDigital International Corp,GEODIGITAL INTERNATIONAL CORP,1
Western Sugar COOP,WESTERN SUGAR COOP,1
Duratel,DURATEL,1
Riggs National Corp,RIGGS NATIONAL CORP,1
R&B Receivables Management,R&B RECEIVABLES MANAGEMENT,1
Wolverine Brass,WOLVERINE BRASS,1
"City of Lakewood, WA","CITY OF LAKEWOOD, WA",1
A.O. Smith Corporation,A.O. SMITH CORPORATION,1
American Boiler Manufacturers Assn,AMERICAN BOILER MANUFACTURERS ASSN,1
"International Health, Racquet & Sports Club Assn","INTERNATIONAL HEALTH, RACQUET & SPORTS CLUB ASSN",1
Investment Security Services,INVESTMENT SECURITY SERVICES,1
"Spectra-Physics Laserplane, Inc.","SPECTRA-PHYSICS LASERPLANE, INC.",1
LinkedIn Corporation,LINKEDIN CORPORATION,1
Water Systems Council,WATER SYSTEMS COUNCIL,1
Columbus County Hospital,COLUMBUS COUNTY HOSPITAL,1
SunCoke Energy Partners GP LLC,SUNCOKE ENERGY PARTNERS GP LLC,1
Am Acad/Clinical Research Professionals,AM ACAD/CLINICAL RESEARCH PROFESSIONALS,1
World Surveillance Group,WORLD SURVEILLANCE GROUP,1
Rocket Development,ROCKET DEVELOPMENT,1
NH College & University Council,NH COLLEGE & UNIVERSITY COUNCIL,1
Acumentrics Corporation,ACUMENTRICS CORPORATION,1
Lone Pine Paiute-Shoshone Reservation,LONE PINE PAIUTE-SHOSHONE RESERVATION,1
"Recurrent Energy, LLC","RECURRENT ENERGY, LLC",1
Florida Aquacuture Association,FLORIDA AQUACUTURE ASSOCIATION,1
"Kohn, Swift & Graf PC","KOHN, SWIFT & GRAF PC",1
Ardmore Development Authority,ARDMORE DEVELOPMENT AUTHORITY,1
Ibi Group,IBI GROUP,1
U.S. Public Interest Research Group,U.S. PUBLIC INTEREST RESEARCH GROUP,1
Care.com Inc.,CARE.COM INC.,1
Cassidy & Associates,CASSIDY & ASSOCIATES,1
Space Exploration Technologies,SPACE EXPLORATION TECHNOLOGIES,1
ECM BioFilms Inc dba Enviroplastics Int,ECM BIOFILMS INC DBA ENVIROPLASTICS INT,1
Special Olympics,SPECIAL OLYMPICS,1
Natl Assn of Optometrists & Opticians,NATL ASSN OF OPTOMETRISTS & OPTICIANS,1
"Kosmos Energy, LLC","KOSMOS ENERGY, LLC",1
Lehigh Heavy Forge,LEHIGH HEAVY FORGE,1
USA InvestCo,USA INVESTCO,1
The DaVinci Center,THE DAVINCI CENTER,1
"City of Wilson, NC","CITY OF WILSON, NC",1
Corporate Property Investors,CORPORATE PROPERTY INVESTORS,1
Scenic America,SCENIC AMERICA,1
Whitey's Auctioneers & Appraisals,WHITEY'S AUCTIONEERS & APPRAISALS,1
Westcott House Foundation,WESTCOTT HOUSE FOUNDATION,1
Mitsui Plastics,MITSUI PLASTICS,1
Climate Advisors,CLIMATE ADVISORS,1
Integrated Management Resources Group,INTEGRATED MANAGEMENT RESOURCES GROUP,1
Mace Security International,MACE SECURITY INTERNATIONAL,1
The Richard Nixon Library & Birthplace Foundation,THE RICHARD NIXON LIBRARY & BIRTHPLACE FOUNDATION,1
Quorex Pharmaceuticals,QUOREX PHARMACEUTICALS,1
Aegis Mission Essential Personnel,AEGIS MISSION ESSENTIAL PERSONNEL,1
ChevronTexaco,CHEVRONTEXACO,1
Shore Mall Assoc,SHORE MALL ASSOC,1
College of Saint Mary of Nebraska,COLLEGE OF SAINT MARY OF NEBRASKA,1
Independent Insurance Agents & Brokers of America,INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,1
Community Development Financial Inst,COMMUNITY DEVELOPMENT FINANCIAL INST,1
LVTI Llc,LVTI LLC,1
Permanente Medical Group,PERMANENTE MEDICAL GROUP,1
The Cohen Companies,THE COHEN COMPANIES,1
D E Shaw & Co L P,D E SHAW & CO L P,1
"Musical Theatre Festival, Inc","MUSICAL THEATRE FESTIVAL, INC",1
Comstock Mining Inc.,COMSTOCK MINING INC.,1
Hennepin Faculty Assoc,HENNEPIN FACULTY ASSOC,1
Fair Isaac Corporation,FAIR ISAAC CORPORATION,1
"Rochester-NY, City of","ROCHESTER-NY, CITY OF",1
County of Madison,COUNTY OF MADISON,1
Coalition to Support P.L. 480,COALITION TO SUPPORT P.L. 480,1
City of Knoxville,CITY OF KNOXVILLE,1
"Bridgestone Bandag, LLC","BRIDGESTONE BANDAG, LLC",1
Continental Carbon Nanotechnologies,CONTINENTAL CARBON NANOTECHNOLOGIES,1
Montgomery Division of Transportation,MONTGOMERY DIVISION OF TRANSPORTATION,1
"Apogee Technology, Inc","APOGEE TECHNOLOGY, INC",1
Drakontas LLC                           ,DRAKONTAS LLC                           ,1
CS Group,CS GROUP,1
Inguran LLC d/b/a Sexing Technologies,INGURAN LLC D/B/A SEXING TECHNOLOGIES,1
Tobacco Institute Labor-Management Cmte,TOBACCO INSTITUTE LABOR-MANAGEMENT CMTE,1
Harrington Moran Barksdale Inc,HARRINGTON MORAN BARKSDALE INC,1
"Chahine, Hicham S","CHAHINE, HICHAM S",1
Long Term Care Pharmacy Alliance,LONG TERM CARE PHARMACY ALLIANCE,1
Every Vote Counts Restoring America Assn,EVERY VOTE COUNTS RESTORING AMERICA ASSN,1
"Westinghouse Digital Electronics, LLC","WESTINGHOUSE DIGITAL ELECTRONICS, LLC",1
City of Conyers GA,CITY OF CONYERS GA,1
Donlee Technologies,DONLEE TECHNOLOGIES,1
The Carle Clinic Association,THE CARLE CLINIC ASSOCIATION,1
Owens Corning,OWENS CORNING,1
Symonds NA,SYMONDS NA,1
Texas Aggregates and Concrete Association,TEXAS AGGREGATES AND CONCRETE ASSOCIATION,1
Reliant Energy Seward LLC,RELIANT ENERGY SEWARD LLC,1
B&B Solutions,B&B SOLUTIONS,1
DCI Group AZ L L C,DCI GROUP AZ L L C,1
YourTel America,YOURTEL AMERICA,1
San Joaquin River Exchange Contractors,SAN JOAQUIN RIVER EXCHANGE CONTRACTORS,1
Midwestern State University,MIDWESTERN STATE UNIVERSITY,1
Geothermic Solution,GEOTHERMIC SOLUTION,1
MBDA Italia S.p.A.,MBDA ITALIA S.P.A.,1
United Seniors/Access to Mental Hlthcare,UNITED SENIORS/ACCESS TO MENTAL HLTHCARE,1
Atlantic Coast Technologies,ATLANTIC COAST TECHNOLOGIES,1
Comprehensive Intelligence Tech Training,COMPREHENSIVE INTELLIGENCE TECH TRAINING,1
Royal Indemnity,ROYAL INDEMNITY,1
Cedar Creek Water & Sewer District,CEDAR CREEK WATER & SEWER DISTRICT,1
Jacobs Engineering Group,JACOBS ENGINEERING GROUP,1
Arnold & Baker Farm,ARNOLD & BAKER FARM,1
First Financial Corporation,FIRST FINANCIAL CORPORATION,1
Lamar University,LAMAR UNIVERSITY,1
Overseas Cooperative Development Council,OVERSEAS COOPERATIVE DEVELOPMENT COUNCIL,1
Everglades Coordinating Council,EVERGLADES COORDINATING COUNCIL,1
Commonwealth Technologies,COMMONWEALTH TECHNOLOGIES,1
Program for Appropriate Technology in Health,PROGRAM FOR APPROPRIATE TECHNOLOGY IN HEALTH,1
Rovatec Ltd,ROVATEC LTD,1
Lafayette Urban Enterprise Assn,LAFAYETTE URBAN ENTERPRISE ASSN,1
"Am-Med Diabetic Supplies, Inc.","AM-MED DIABETIC SUPPLIES, INC.",1
Blood Point Property Owners Assn,BLOOD POINT PROPERTY OWNERS ASSN,1
Landon Companies,LANDON COMPANIES,1
Dagger Island Partners,DAGGER ISLAND PARTNERS,1
Eurotex International,EUROTEX INTERNATIONAL,1
Franklin Credit Management Corp,FRANKLIN CREDIT MANAGEMENT CORP,1
Provident Realty Advisors Inc,PROVIDENT REALTY ADVISORS INC,1
Mirant Potrera LLC,MIRANT POTRERA LLC,1
TeleRobotics Corporation,TELEROBOTICS CORPORATION,1
Jamestown S'Klallam Tribe,JAMESTOWN S'KLALLAM TRIBE,1
eScreen Sensor Solutions,ESCREEN SENSOR SOLUTIONS,1
Sabres Holding Corporation,SABRES HOLDING CORPORATION,1
St. Clair County Sheriff's Office,ST. CLAIR COUNTY SHERIFF'S OFFICE,1
City of Grove City Ohio,CITY OF GROVE CITY OHIO,1
Wind Energy Prototypes LLC,WIND ENERGY PROTOTYPES LLC,1
"Adams County, CO","ADAMS COUNTY, CO",1
"AES Huntington Beach, L.L.C.","AES HUNTINGTON BEACH, L.L.C.",1
Gregory Canyon,GREGORY CANYON,1
King Aerospace,KING AEROSPACE,1
Romios Gold Resources Inc,ROMIOS GOLD RESOURCES INC,1
Jerry Phillips,JERRY PHILLIPS,1
Liepajas Metalurgs As,LIEPAJAS METALURGS AS,1
Whitmer & Worrall,WHITMER & WORRALL,1
Loyola University New Orleans,LOYOLA UNIVERSITY NEW ORLEANS,1
"Spartanburg Regional Health Services District, Inc.","SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT, INC.",1
Axcess Financial,AXCESS FINANCIAL,1
"City of Imperial, CA","CITY OF IMPERIAL, CA",1
International AIDS Vaccine Initiative,INTERNATIONAL AIDS VACCINE INITIATIVE,1
Troy State University,TROY STATE UNIVERSITY,1
"MaxWest Environmental Systems, Inc.","MAXWEST ENVIRONMENTAL SYSTEMS, INC.",1
Oilexchange Inc,OILEXCHANGE INC,1
Amputee Coalition,AMPUTEE COALITION,1
Florida Society of Ambulatory Centers,FLORIDA SOCIETY OF AMBULATORY CENTERS,1
"The DIRECTV Group, Inc.","THE DIRECTV GROUP, INC.",1
"Tompkins County, NY","TOMPKINS COUNTY, NY",1
City of San Leandro CA,CITY OF SAN LEANDRO CA,1
"Champion Cattle and Timber Company, LLC","CHAMPION CATTLE AND TIMBER COMPANY, LLC",1
"Recycled Energy Development, LLC","RECYCLED ENERGY DEVELOPMENT, LLC",1
"MedCo Health Solutions, Inc.","MEDCO HEALTH SOLUTIONS, INC.",1
Bandera Conservation Corridor,BANDERA CONSERVATION CORRIDOR,1
B Braun Medical,B BRAUN MEDICAL,1
TEN Media,TEN MEDIA,1
Agri Beef Co,AGRI BEEF CO,1
Franklin Square Capital Partners,FRANKLIN SQUARE CAPITAL PARTNERS,1
"5-D Systems, Inc.","5-D SYSTEMS, INC.",1
"Quantum Leap Innovations, Inc.","QUANTUM LEAP INNOVATIONS, INC.",1
Comprehensive Blood & Cancer Center,COMPREHENSIVE BLOOD & CANCER CENTER,1
Catavo,CATAVO,1
Sterigenics,STERIGENICS,1
Manitoba Hydro-Electric Board,MANITOBA HYDRO-ELECTRIC BOARD,1
Banco Santander,BANCO SANTANDER,1
Community Health Network Inc Indianapolis,COMMUNITY HEALTH NETWORK INC INDIANAPOLIS,1
National Neurovision Research Institute,NATIONAL NEUROVISION RESEARCH INSTITUTE,1
Lumion Corp,LUMION CORP,1
Concorde Career Colleges Inc,CONCORDE CAREER COLLEGES INC,1
"EPG Fuel Cell, LLC","EPG FUEL CELL, LLC",1
Deltic Timber Corp,DELTIC TIMBER CORP,1
Big Rivers Electric Corporation,BIG RIVERS ELECTRIC CORPORATION,1
McNeil Technologies,MCNEIL TECHNOLOGIES,1
Clasado Ltd,CLASADO LTD,1
CyberTran International Inc.,CYBERTRAN INTERNATIONAL INC.,1
Philadelphia Orchestra,PHILADELPHIA ORCHESTRA,1
Town of Jupiter FL,TOWN OF JUPITER FL,1
Narragansett Bay Commission,NARRAGANSETT BAY COMMISSION,1
Sage Electrochromics,SAGE ELECTROCHROMICS,1
Miniveyor Inc,MINIVEYOR INC,1
"Jackson County Economic Development Foundation, Inc.","JACKSON COUNTY ECONOMIC DEVELOPMENT FOUNDATION, INC.",1
Digital Bridge Communications Corp.,DIGITAL BRIDGE COMMUNICATIONS CORP.,1
"City of South Lake Tahoe, NV","CITY OF SOUTH LAKE TAHOE, NV",1
Pederson Group,PEDERSON GROUP,1
Frog Bottom Ranch,FROG BOTTOM RANCH,1
"Choose Responsibility, Inc.","CHOOSE RESPONSIBILITY, INC.",1
Joseph H. Kanter Family Foundation,JOSEPH H. KANTER FAMILY FOUNDATION,1
"RXBio, Inc.","RXBIO, INC.",1
Dialight Corp,DIALIGHT CORP,1
Pennsylvania House Redevelopment L P,PENNSYLVANIA HOUSE REDEVELOPMENT L P,1
Midwest Renewable Energy Tracking System Incorporated,MIDWEST RENEWABLE ENERGY TRACKING SYSTEM INCORPORATED,1
Kuk Dong Engineering,KUK DONG ENGINEERING,1
Biological Product Coalition,BIOLOGICAL PRODUCT COALITION,1
Boys Town,BOYS TOWN,1
State of Louisiana,STATE OF LOUISIANA,1
Wal-Mart Stores Inc.,WAL-MART STORES INC.,1
St Mary's Hospital - Decatur,ST MARY'S HOSPITAL - DECATUR,1
Dunn's Tank Service Inc,DUNN'S TANK SERVICE INC,1
Beef & Lamb New Zealand,BEEF & LAMB NEW ZEALAND,1
Metro Chicago Youth for Christ,METRO CHICAGO YOUTH FOR CHRIST,1
Park City Municipal Corp,PARK CITY MUNICIPAL CORP,1
Eden,EDEN,1
"M-3 Information, LLC","M-3 INFORMATION, LLC",1
Arctic Catering,ARCTIC CATERING,1
Fusion IO,FUSION IO,1
CONSOL Energy Inc.,CONSOL ENERGY INC.,1
Univ of Pittsburgh School of Health/Reha,UNIV OF PITTSBURGH SCHOOL OF HEALTH/REHA,1
Mississippi Chemical Corporation,MISSISSIPPI CHEMICAL CORPORATION,1
Pharos Capital Group,PHAROS CAPITAL GROUP,1
Abrashoff Michael,ABRASHOFF MICHAEL,1
"Aegis Treatment Centers, LLC","AEGIS TREATMENT CENTERS, LLC",1
New Colony Village,NEW COLONY VILLAGE,1
Cyrq Energy Corp,CYRQ ENERGY CORP,1
TA Ahern Contractors Corp.,TA AHERN CONTRACTORS CORP.,1
Merz Pharmaceuticals,MERZ PHARMACEUTICALS,1
Harvest Land Cooperative,HARVEST LAND COOPERATIVE,1
Value Options,VALUE OPTIONS,1
"Schneider, Kleinick et al","SCHNEIDER, KLEINICK ET AL",1
Peter N G Schwartz Management Company,PETER N G SCHWARTZ MANAGEMENT COMPANY,1
"Stone Tower Capital, LLC","STONE TOWER CAPITAL, LLC",1
Lynden Inc,LYNDEN INC,1
"Escambia Operating Company, LLC","ESCAMBIA OPERATING COMPANY, LLC",1
Duplicate  Inc.,DUPLICATE  INC.,1
Holy Cross Hospital,HOLY CROSS HOSPITAL,1
"Sapphire Road Development, LLC","SAPPHIRE ROAD DEVELOPMENT, LLC",1
Zeneca Pharmaceuticals Group,ZENECA PHARMACEUTICALS GROUP,1
City of Danville,CITY OF DANVILLE,1
Ford Motor Credit Co,FORD MOTOR CREDIT CO,1
National Corn Growers Assn,NATIONAL CORN GROWERS ASSN,1
National Wholesale Druggists Assn,NATIONAL WHOLESALE DRUGGISTS ASSN,1
McDonald Bradley,MCDONALD BRADLEY,1
Africa.com,AFRICA.COM,1
Sorlox Corporation,SORLOX CORPORATION,1
Aero Union Corporation,AERO UNION CORPORATION,1
Corporate Transportation Coalition,CORPORATE TRANSPORTATION COALITION,1
Apache Corporation,APACHE CORPORATION,1
New Hope Power Company,NEW HOPE POWER COMPANY,1
Global InfoTek,GLOBAL INFOTEK,1
DII Industries Asbestos PI Trust,DII INDUSTRIES ASBESTOS PI TRUST,1
"EDF Resource Capital, Inc","EDF RESOURCE CAPITAL, INC",1
National Roofing Contractors Assn,NATIONAL ROOFING CONTRACTORS ASSN,1
Talecris Biotherapeutics,TALECRIS BIOTHERAPEUTICS,1
Northern Indiana Public Service Company Inc,NORTHERN INDIANA PUBLIC SERVICE COMPANY INC,1
Loyola Marymount University,LOYOLA MARYMOUNT UNIVERSITY,1
Enteron Therapeutics a Division of Secant Pharma,ENTERON THERAPEUTICS A DIVISION OF SECANT PHARMA,1
"Ironwood Holdings US, Inc.","IRONWOOD HOLDINGS US, INC.",1
Alecto Healthcare Service Fairmont LLC,ALECTO HEALTHCARE SERVICE FAIRMONT LLC,1
Vectrix Corporation,VECTRIX CORPORATION,1
Job2Career.com,JOB2CAREER.COM,1
Davita Inc.,DAVITA INC.,1
Rx Strategies,RX STRATEGIES,1
Power Ahead Coalition,POWER AHEAD COALITION,1
Momentum Securities Management,MOMENTUM SECURITIES MANAGEMENT,1
Solara Healthcare,SOLARA HEALTHCARE,1
Mitsubishi Electric & Electronics USA,MITSUBISHI ELECTRIC & ELECTRONICS USA,1
Information Sciences Corp,INFORMATION SCIENCES CORP,1
Saint Marys of Michigan Medical Center,SAINT MARYS OF MICHIGAN MEDICAL CENTER,1
Osman & Assoc,OSMAN & ASSOC,1
Wright Corp,WRIGHT CORP,1
SHAZAM Network,SHAZAM NETWORK,1
"Brain Matters, Inc.","BRAIN MATTERS, INC.",1
City of Batesville IN,CITY OF BATESVILLE IN,1
Consortium for Intl Earth Science Info,CONSORTIUM FOR INTL EARTH SCIENCE INFO,1
Akins,AKINS,1
"UNIFAB International, Inc.","UNIFAB INTERNATIONAL, INC.",1
Press Ganey Assoc,PRESS GANEY ASSOC,1
Jones Laffin Company Inc,JONES LAFFIN COMPANY INC,1
Minnesota School of Business,MINNESOTA SCHOOL OF BUSINESS,1
Agency-Internationale Ltd,AGENCY-INTERNATIONALE LTD,1
National Rural Health Assn,NATIONAL RURAL HEALTH ASSN,1
Sunrise Health Care,SUNRISE HEALTH CARE,1
Village of Grayslake IL,VILLAGE OF GRAYSLAKE IL,1
Hope Worldwide,HOPE WORLDWIDE,1
GSE Systems,GSE SYSTEMS,1
Pure Health Water Co,PURE HEALTH WATER CO,1
"Consejo Empresarial de America Latina, Capitulo Honduras","CONSEJO EMPRESARIAL DE AMERICA LATINA, CAPITULO HONDURAS",1
Big Valley Rancheria Band of Pomo Indians,BIG VALLEY RANCHERIA BAND OF POMO INDIANS,1
Northrop Grumman Systems,NORTHROP GRUMMAN SYSTEMS,1
