query_string,candidate_string,match
"The Juvenile Products Manufacturers Association, Inc.","Juvenile Products Manufacturers Association, Inc.",1
THE LIVINGSTON GROUP LLC,LIVINGSTON GROUP LLC,1
The Coalition of Urban Serving Universities,Coalition of Urban Serving Universities,1
THE HOOVER COMPANIES,HOOVER COMPANIES,1
"THE FREIMUTH GROUP, LLC","FREIMUTH GROUP, LLC",1
THE AG SCIENCE CENTER,AG SCIENCE CENTER,1
The National Council of Investigation and Security Services,National Council of Investigation and Security Services,1
The Rodman Company,Rodman Company,1
The Livingston Group-Council for Democratic Iran,Livingston Group-Council for Democratic Iran,1
The Law Office of John T O'Rourke,Law Office of John T O'Rourke,1
The Mortgage Project LLC,Mortgage Project LLC,1
The Large Public Power Council,Large Public Power Council,1
THE SERVICEMASTER COMPANY,SERVICEMASTER COMPANY,1
The Hamilton Group LLC,Hamilton Group LLC,1
"The National Center for Drug Free Sport, Inc.","National Center for Drug Free Sport, Inc.",1
The Innovation Alliance,Innovation Alliance,1
The Buttenheim Family,Buttenheim Family,1
The Travelers Companies Inc and subsidiaries,Travelers Companies Inc and subsidiaries,1
THE ASSOCIATION OF POOL & SPA PROFESSIONALS,ASSOCIATION OF POOL & SPA PROFESSIONALS,1
THE CHILDREN'S HOME OF PITTSBURGH,CHILDREN'S HOME OF PITTSBURGH,1
The Financial Services Roundtable,Financial Services Roundtable,1
The Livingston Group LLC -,Livingston Group LLC -,1
The Westar Energy Inc,Westar Energy Inc,1
The Clark Estates Inc,Clark Estates Inc,1
The New York Stem Cell Foundation,New York Stem Cell Foundation,1
The Millennia Group,Millennia Group,1
The University of Miami,University of Miami,1
THE POKEMON COMPANY INTERNATIONAL INC,POKEMON COMPANY INTERNATIONAL INC,1
The Lake View Cemetery Foundation,Lake View Cemetery Foundation,1
The Coalition for Educational Success:  Preparing the New American Workforce,Coalition for Educational Success:  Preparing the New American Workforce,1
The Franklin Partnership,Franklin Partnership,1
The National Industrial Transportation League,National Industrial Transportation League,1
The Home Depot,Home Depot,1
The Paradigm Project,Paradigm Project,1
THE CAMPAIGN LEGAL CENTER INC,CAMPAIGN LEGAL CENTER INC,1
The Bone Coalition,Bone Coalition,1
The Wahconah Group,Wahconah Group,1
"THE LIVINGSTON GROUP, L.L.C., NATIONAL CONFERENCE OF BANKRUPTCY JUDGES","LIVINGSTON GROUP, L.L.C., NATIONAL CONFERENCE OF BANKRUPTCY JUDGES",1
"THE NTI GROUP, INC.","NTI GROUP, INC.",1
"The Proton Therapy Center, LLC DBA Provision Center for Proton Therapy","Proton Therapy Center, LLC DBA Provision Center for Proton Therapy",1
THE MARK TRAVEL GROUP,MARK TRAVEL GROUP,1
THE NATIONAL COUNCIL OF  INVESTIGATION AND SECURITY SERVICES,NATIONAL COUNCIL OF  INVESTIGATION AND SECURITY SERVICES,1
The Investment Company Institute,Investment Company Institute,1
The Amalgamated Sugar Company LLC,Amalgamated Sugar Company LLC,1
"The Charles Stark Draper Laboratory, Inc.","Charles Stark Draper Laboratory, Inc.",1
The Education Trust,Education Trust,1
The Mannino Law Firm,Mannino Law Firm,1
"The Consortium for Plant Biotechnology Research, Inc.","Consortium for Plant Biotechnology Research, Inc.",1
"THE UNIVERSITY OF TENNESSEE-BATTELLE, LLC","UNIVERSITY OF TENNESSEE-BATTELLE, LLC",1
The Romero Institute,Romero Institute,1
The Clearing House Association,Clearing House Association,1
The Oakland County Community Mental Health Authority,Oakland County Community Mental Health Authority,1
THE SEED FOUNDATION,SEED FOUNDATION,1
"The Real Estate Services Providers Council, Inc.","Real Estate Services Providers Council, Inc.",1
The Leukemia & Lymphoma Society,Leukemia & Lymphoma Society,1
The National Group for Vigilant Solutions,National Group for Vigilant Solutions,1
The FGA Group LLC,FGA Group LLC,1
THE FURMAN GROUP,FURMAN GROUP,1
THE COUNCIL OF WOMEN'S & INFANTS' SPECIALTY HOSPITALS,COUNCIL OF WOMEN'S & INFANTS' SPECIALTY HOSPITALS,1
THE COALITION OF EPSCOR STATES,COALITION OF EPSCOR STATES,1
The Munger Companies,Munger Companies,1
The Washington Post,Washington Post,1
"The Pokemon Company International, Inc.","Pokemon Company International, Inc.",1
the Writers Guild of America West,Writers Guild of America West,1
The Association of Educational Publishers,Association of Educational Publishers,1
The AIDS Institute,AIDS Institute,1
The Forge Company,Forge Company,1
THE REGIONAL MEDICAL CENTER AT MEMPHIS,REGIONAL MEDICAL CENTER AT MEMPHIS,1
"THE REAL SCHOOL OF MUSIC, LLC","REAL SCHOOL OF MUSIC, LLC",1
The Endocrine Society,Endocrine Society,1
The Freimuth Group LLC,Freimuth Group LLC,1
"The BondFactor, LLC","BondFactor, LLC",1
The Meth Project Foundation,Meth Project Foundation,1
"THE CONSULTING NETWORK, INC.","CONSULTING NETWORK, INC.",1
The North America Coal Corporation (NA Coal) et al.,North America Coal Corporation (NA Coal) et al.,1
The Madison Square Garden Co.,Madison Square Garden Co.,1
The Nemours Foundation,Nemours Foundation,1
The Grace Hospital,Grace Hospital,1
The Watershed Treatment Program,Watershed Treatment Program,1
THE AD COUNCIL,AD COUNCIL,1
"the Writers Guild of America, West","Writers Guild of America, West",1
The Office of Tibet,Office of Tibet,1
The Premcor Refining Group Inc.,Premcor Refining Group Inc.,1
"The Gillette Company, Inc.","Gillette Company, Inc.",1
The Manufacturing Woodworkers' Association of Greater New York,Manufacturing Woodworkers' Association of Greater New York,1
The HSA Council,HSA Council,1
The Energy Group,Energy Group,1
The Nurses Guild,Nurses Guild,1
The Bard Group LLC,Bard Group LLC,1
The Vehicle Production Group LLC,Vehicle Production Group LLC,1
The Gap Inc,Gap Inc,1
The Constitution Project,Constitution Project,1
The Wackenhut Corporation,Wackenhut Corporation,1
The National Coalition Against Domestic Violence,National Coalition Against Domestic Violence,1
The Weidt Group,Weidt Group,1
The Operators Choice for Tactical Innovation,Operators Choice for Tactical Innovation,1
The Ronald Reagan Presidential Foundation and Institute,Ronald Reagan Presidential Foundation and Institute,1
"THE VANGUARD GROUP, INC.","VANGUARD GROUP, INC.",1
The Institute for Legal Reform - U.S. Chamber of Commerce,Institute for Legal Reform - U.S. Chamber of Commerce,1
The University of New Mexico,University of New Mexico,1
THE NATURE CONSERVANCY- ARIZONA CHAPTER,NATURE CONSERVANCY- ARIZONA CHAPTER,1
THE CHUBB CORPORATION,CHUBB CORPORATION,1
The Seniors Coalition,Seniors Coalition,1
The Humane Society of the United States,Humane Society of the United States,1
The Society of the Plastics Industry,Society of the Plastics Industry,1
"The Harold Ford Group, LLC","Harold Ford Group, LLC",1
The PEW Charitable Trusts,PEW Charitable Trusts,1
"The Goliath Project, LLC","Goliath Project, LLC",1
"The Andersons, Inc., Ethanol Division","Andersons, Inc., Ethanol Division",1
THE OHIO STATE UNIVERSITY,OHIO STATE UNIVERSITY,1
The Cohen Companies,Cohen Companies,1
THE STEPHENS GROUP LLC,STEPHENS GROUP LLC,1
The Charles Schwab Corporation,Charles Schwab Corporation,1
"THE BALDWIN GROUP, INC.","BALDWIN GROUP, INC.",1
The Gem & Jewellery Export Promotion Council,Gem & Jewellery Export Promotion Council,1
The Connecticut Science Center,Connecticut Science Center,1
The Task Force on American Innovation,Task Force on American Innovation,1
The Station Group LLC,Station Group LLC,1
THE SILVER INSTITUTE,SILVER INSTITUTE,1
THE J M SMUCKER COMPANY,J M SMUCKER COMPANY,1
The Brain Tumor Foundation,Brain Tumor Foundation,1
The Climate Group,Climate Group,1
The AN Group Inc,AN Group Inc,1
The National Loss Mitigation Association,National Loss Mitigation Association,1
THE CITY OF SANTA MONICA CALIFORNIA,CITY OF SANTA MONICA CALIFORNIA,1
The Condon  Family,Condon  Family,1
THE CITY OF VINELAND NJ,CITY OF VINELAND NJ,1
"The Colonial BancGroup, Inc.","Colonial BancGroup, Inc.",1
"the PPG Industries, Inc.","PPG Industries, Inc.",1
THE NTI GROUP INC,NTI GROUP INC,1
The Compliance Team,Compliance Team,1
The BUILD Coalition,BUILD Coalition,1
THE SAVINGS COALITION OF AMERICA,SAVINGS COALITION OF AMERICA,1
"THE AUTHORS GUILD, INC.","AUTHORS GUILD, INC.",1
"The Vanguard Group, Inc.","Vanguard Group, Inc.",1
THE PEW CHARITABLE TRUSTS,PEW CHARITABLE TRUSTS,1
The American Association of Oral and Maxillofacial Surgeons,American Association of Oral and Maxillofacial Surgeons,1
The Higher Learning Commission,Higher Learning Commission,1
The Loan Syndications and Trading Association,Loan Syndications and Trading Association,1
THE READING HOSPITAL AND MEDICAL CENTER,READING HOSPITAL AND MEDICAL CENTER,1
"The Medical Center of Central Georgia, Inc.","Medical Center of Central Georgia, Inc.",1
THE VANGUARD GROUP INC,VANGUARD GROUP INC,1
THE MENTOR NETWORK,MENTOR NETWORK,1
"THE PMI GROUP, INC.","PMI GROUP, INC.",1
THE CHILDREN'S DEFENSE FUND,CHILDREN'S DEFENSE FUND,1
The Charleston School of Law,Charleston School of Law,1
The San Antonio Orthopedic Group,San Antonio Orthopedic Group,1
The Hogan Group Inc,Hogan Group Inc,1
The Commission for Art Recovery Inc,Commission for Art Recovery Inc,1
THE LIMITED,LIMITED,1
The Travelers Companies Inc.,Travelers Companies Inc.,1
The Carlin Company,Carlin Company,1
The Academic Advantage,Academic Advantage,1
The Hartford Financial Services Group,Hartford Financial Services Group,1
"The Institute for Study Abroad, Butler University","Institute for Study Abroad, Butler University",1
"The National Capital Area Council, Boy Scouts of America","National Capital Area Council, Boy Scouts of America",1
The Eurasia Foundation,Eurasia Foundation,1
The Roosevelt Group,Roosevelt Group,1
The Medical Device Competitiveness Coalition,Medical Device Competitiveness Coalition,1
The Gardens Court,Gardens Court,1
The Salvation Army - Eastern Division,Salvation Army - Eastern Division,1
The National Council of  Investigation and Security Services,National Council of  Investigation and Security Services,1
The Jewish Federations of North America,Jewish Federations of North America,1
The National Financial Services Consortium LLC,National Financial Services Consortium LLC,1
THE PORT OF OLYMPIA WA,PORT OF OLYMPIA WA,1
The Geothermal Exchange Organization,Geothermal Exchange Organization,1
THE SEATTLE TIMES COMPANY,SEATTLE TIMES COMPANY,1
The Interactive Gaming Council,Interactive Gaming Council,1
THE MICHAEL J FOX FOUNDATION FOR PARKINSON'S RESEARCH,MICHAEL J FOX FOUNDATION FOR PARKINSON'S RESEARCH,1
The Center for Arms Control and Non-Proliferation,Center for Arms Control and Non-Proliferation,1
The Boeing Co,Boeing Co,1
The Marine Group,Marine Group,1
The Navy League of the United States,Navy League of the United States,1
"The Bishop John & Irene Innis Foundation, Inc.","Bishop John & Irene Innis Foundation, Inc.",1
"The Nasdaq Stock Market, Inc.","Nasdaq Stock Market, Inc.",1
The RiteScreen Company LLC,RiteScreen Company LLC,1
THE CARLYLE GROUP,CARLYLE GROUP,1
The Wistar Institute,Wistar Institute,1
"The Livingston Group, LLC on behalf the California Motorized Recreation Council","Livingston Group, LLC on behalf the California Motorized Recreation Council",1
THE INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,1
THE AMERICAN VETERANS DISABLED FOR LIFE MEMORIAL,AMERICAN VETERANS DISABLED FOR LIFE MEMORIAL,1
"THE BITCOIN FOUNDATION, INC.","BITCOIN FOUNDATION, INC.",1
The Georgetown Company,Georgetown Company,1
The Council for Economic Opportunities in Greater Cleveland,Council for Economic Opportunities in Greater Cleveland,1
The Community Bank of Zanesville,Community Bank of Zanesville,1
The US Overseas Cooperative Development Council,US Overseas Cooperative Development Council,1
The Alliance of Merger & Acquisition Advisors,Alliance of Merger & Acquisition Advisors,1
The National Aviary,National Aviary,1
The Coalition for Transportation Productivity,Coalition for Transportation Productivity,1
"THE CHLORINE INSTITUTE, INC.","CHLORINE INSTITUTE, INC.",1
The J. Derenzo Company,J. Derenzo Company,1
The Abraham Group on behalf Cheniere Energy,Abraham Group on behalf Cheniere Energy,1
The Wonderful Company LLC,Wonderful Company LLC,1
The American Occupational Therapy Association Inc,American Occupational Therapy Association Inc,1
THE GEO GROUP INC,GEO GROUP INC,1
The Washington Center,Washington Center,1
The Satcher Group,Satcher Group,1
"The Carmen Groupon behalf, American Alliance of Home Modification Professional","Carmen Groupon behalf, American Alliance of Home Modification Professional",1
"The Manitowoc  Company, Inc","Manitowoc  Company, Inc",1
The Correctional Vendors Association,Correctional Vendors Association,1
THE TECHNOLOGY COLLABORATIVE,TECHNOLOGY COLLABORATIVE,1
THE UNIVERSITY OF TEXAS SYSTEM,UNIVERSITY OF TEXAS SYSTEM,1
The Nurse Family Partnership National Service Office,Nurse Family Partnership National Service Office,1
THE INSTITUTE OF INTERNAL AUDITORS,INSTITUTE OF INTERNAL AUDITORS,1
The Center for Unconventional Fuels,Center for Unconventional Fuels,1
"THE LIVINGSTON GROUP, LLC","LIVINGSTON GROUP, LLC",1
The Landmark Foundation,Landmark Foundation,1
The Barona Band of Mission Indians,Barona Band of Mission Indians,1
The Biosimilars Forum,Biosimilars Forum,1
The Philanthropy Roundtable,Philanthropy Roundtable,1
The American Autoimmune Related Diseases Association,American Autoimmune Related Diseases Association,1
The Pennsylvania State University,Pennsylvania State University,1
The Travelers Companies Inc and Subsidiaries,Travelers Companies Inc and Subsidiaries,1
THE ST BERNARD PORT HARBOR & TERMINAL DISTRICT,ST BERNARD PORT HARBOR & TERMINAL DISTRICT,1
The Goodyear Tire & Rubber Co.,Goodyear Tire & Rubber Co.,1
The First Church of Christ Scientist,First Church of Christ Scientist,1
THE CITY OF RANSON WV,CITY OF RANSON WV,1
The Refuge for DMST,Refuge for DMST,1
The Nature Conservancy,Nature Conservancy,1
"The Ickes & Enright Group, Inc.","Ickes & Enright Group, Inc.",1
The New Federalism Fund,New Federalism Fund,1
The Extra Campaign,Extra Campaign,1
The City of Gonzales Louisiana,City of Gonzales Louisiana,1
THE ABILITIES FUND,ABILITIES FUND,1
The Specialty Tobacco Council Incorporated,Specialty Tobacco Council Incorporated,1
The National Assembly on School-Based Health Care,National Assembly on School-Based Health Care,1
The Coca-Cola Company,Coca-Cola Company,1
The CSL Group Inc.,CSL Group Inc.,1
The River School,River School,1
THE Partnership,Partnership,1
The Blackstone Group,Blackstone Group,1
the Fuentes Consulting Group,Fuentes Consulting Group,1
THE RITESCREEN COMPANY LLC,RITESCREEN COMPANY LLC,1
the Navajo Nation  Council,Navajo Nation  Council,1
The Cold Finished Steel Bar Institute,Cold Finished Steel Bar Institute,1
The University of West Alabama,University of West Alabama,1
The Citizens National Bank,Citizens National Bank,1
The BondFactor LLC,BondFactor LLC,1
"THE COUNTY OF HAMILTON, OHIO","COUNTY OF HAMILTON, OHIO",1
The Leonardo,Leonardo,1
The Council of the North American Insulation Manufacturers Association,Council of the North American Insulation Manufacturers Association,1
THE NEW ENGLAND COUNCIL,NEW ENGLAND COUNCIL,1
THE CENTECH GROUP Inc.,CENTECH GROUP Inc.,1
THE UNIVERSITY OF GEORGIA,UNIVERSITY OF GEORGIA,1
THE ALZHEIMER'S ASSOCIATION,ALZHEIMER'S ASSOCIATION,1
"THE CARE GROUP, LLC","CARE GROUP, LLC",1
The Obesity Society,Obesity Society,1
"THE STEPHENS GROUP, LLC","STEPHENS GROUP, LLC",1
The High Technology Foundation,High Technology Foundation,1
The Corps Network Formerly Nat'l Assn Service and Conservation Corps,Corps Network Formerly Nat'l Assn Service and Conservation Corps,1
THE GANNETT COMPANY INC,GANNETT COMPANY INC,1
"The Permanente Medical Group, Inc.","Permanente Medical Group, Inc.",1
The National Coalition of 100 Black Women,National Coalition of 100 Black Women,1
"THE STATE UNIVERSITY OF NEW YORK, SYSTEM ADMINISTRATION","STATE UNIVERSITY OF NEW YORK, SYSTEM ADMINISTRATION",1
THE EURASIA FOUNDATION,EURASIA FOUNDATION,1
The HSC Foundation,HSC Foundation,1
The Normandy Group LLC for Center for Disease Detection,Normandy Group LLC for Center for Disease Detection,1
The Academy Advisors,Academy Advisors,1
"The Port Authority of Kansas City, Missouri","Port Authority of Kansas City, Missouri",1
The Pokemon Company International Inc,Pokemon Company International Inc,1
THE RODMAN COMPANY,RODMAN COMPANY,1
The Council of Insurance Agents and Brokers,Council of Insurance Agents and Brokers,1
The Children's Hospital Colorado,Children's Hospital Colorado,1
The Association of Union Constructors,Association of Union Constructors,1
THE ENERGY FREE HOME CHALLENGE FOUNDATION,ENERGY FREE HOME CHALLENGE FOUNDATION,1
The International Association for K-12 Online Learning,International Association for K-12 Online Learning,1
"THE ARIZONA ELECTRIC POWER COOPERATIVE, INC.","ARIZONA ELECTRIC POWER COOPERATIVE, INC.",1
THE AMERICAN SWORDFISH ASSN,AMERICAN SWORDFISH ASSN,1
The Travelers Indemnity Companies,Travelers Indemnity Companies,1
The Dairy Trade Coalition,Dairy Trade Coalition,1
The National Rural ACO,National Rural ACO,1
The Livingston Group - Medusa Security Corporation,Livingston Group - Medusa Security Corporation,1
The Hosiery Association,Hosiery Association,1
The Coalition to Protect American Electronic Infrastructure,Coalition to Protect American Electronic Infrastructure,1
The Related Companies LP,Related Companies LP,1
The Colorado Health Foundation,Colorado Health Foundation,1
"The Hubbard Organization, Inc.","Hubbard Organization, Inc.",1
"The Food Allergy Project, Inc.","Food Allergy Project, Inc.",1
THE COUNCIL OF PARENT ATTORNEYS AND ADVOCATES INC,COUNCIL OF PARENT ATTORNEYS AND ADVOCATES INC,1
THE WASHINGTON GROUP ON BEHALF OF PRIME TECHNOLOGY LLC,WASHINGTON GROUP ON BEHALF OF PRIME TECHNOLOGY LLC,1
The Clay Group,Clay Group,1
The Grounfish Forum,Grounfish Forum,1
"The Samuel Roberts Noble Foundation, Inc.","Samuel Roberts Noble Foundation, Inc.",1
THE ERISA INDUSTRY COMMITTEE,ERISA INDUSTRY COMMITTEE,1
The Gillette Company,Gillette Company,1
"The Victory Group, Inc.","Victory Group, Inc.",1
The Climate Trust,Climate Trust,1
"The National Group, LLC","National Group, LLC",1
The Center for Systems Management,Center for Systems Management,1
The MetroHealth System,MetroHealth System,1
The University,University,1
The Foundation for Older Americans,Foundation for Older Americans,1
The DirecTV Group Inc,DirecTV Group Inc,1
The Chevy Chase Land Company,Chevy Chase Land Company,1
The ERISA Industry Committee,ERISA Industry Committee,1
The CTC Group,CTC Group,1
The Association of Mortgage Investors,Association of Mortgage Investors,1
The Formaldehyde Council Inc,Formaldehyde Council Inc,1
"THE WRITERS GUILD OF AMERICA, WEST","WRITERS GUILD OF AMERICA, WEST",1
"The TriMedx Foundation, Inc.","TriMedx Foundation, Inc.",1
"The Seed Foundation, Inc.","Seed Foundation, Inc.",1
The Cleveland Clinic Foundation,Cleveland Clinic Foundation,1
The JASON Project,JASON Project,1
The Disability Opportunity Fund,Disability Opportunity Fund,1
"The City of Eloy, Arizona","City of Eloy, Arizona",1
THE CITY OF NEW ALBANY INDIANA,CITY OF NEW ALBANY INDIANA,1
The American Institute for History Education,American Institute for History Education,1
THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY,NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY,1
THE BUCK INSTITUTE,BUCK INSTITUTE,1
The Friedkin Group,Friedkin Group,1
The Corbiere Trust Company Limited,Corbiere Trust Company Limited,1
The National Football League,National Football League,1
The City of Oklahoma City,City of Oklahoma City,1
The Sandi Group,Sandi Group,1
The Ehrhardt Group,Ehrhardt Group,1
The American Chamber of Commerce in Shanghai,American Chamber of Commerce in Shanghai,1
The Nature Conservancy - Minnesota North Dakota and South Dakota,Nature Conservancy - Minnesota North Dakota and South Dakota,1
The Scotts Company,Scotts Company,1
THE UNIVERSITY OF TENNESSEE,UNIVERSITY OF TENNESSEE,1
"THE CAPITAL GROUP COMPANIES, INC. AND ITS AFFILIATES","CAPITAL GROUP COMPANIES, INC. AND ITS AFFILIATES",1
The Ware Firm,Ware Firm,1
"THE GEO GROUP, INC","GEO GROUP, INC",1
The Center for Science in the Public Interest,Center for Science in the Public Interest,1
The Proton Therapy Center LLC DBA Provision Center for Proton Therapy,Proton Therapy Center LLC DBA Provision Center for Proton Therapy,1
The Sugar Association,Sugar Association,1
The ElderCare Companies,ElderCare Companies,1
"THE HUGHSTON CLINIC, P.C.","HUGHSTON CLINIC, P.C.",1
"The DIRECTV Group, Inc.","DIRECTV Group, Inc.",1
"The Bell Group, Inc.","Bell Group, Inc.",1
The Groden Center,Groden Center,1
The Jockey Club,Jockey Club,1
The Marine Retailers Association of the Americas,Marine Retailers Association of the Americas,1
The Mosaic Company,Mosaic Company,1
"The Pantry, Inc.","Pantry, Inc.",1
THE ST. JOE COMPANY,ST. JOE COMPANY,1
THE J DERENZO COMPANY,J DERENZO COMPANY,1
THE SPECIALTY TOBACCO COUNCIL INCORPORATED,SPECIALTY TOBACCO COUNCIL INCORPORATED,1
The Baupost Group L L C,Baupost Group L L C,1
The Free Enterprise Nation,Free Enterprise Nation,1
THE METROHEALTH SYSTEM,METROHEALTH SYSTEM,1
"The Freimuth Group, LLC","Freimuth Group, LLC",1
THE LIVINGSTON GROUP,LIVINGSTON GROUP,1
The Essilor Vision Foundation,Essilor Vision Foundation,1
THE NATIONAL RIGHT TO WORK COMMITTEE,NATIONAL RIGHT TO WORK COMMITTEE,1
The Doctors Hospital at Renaissance,Doctors Hospital at Renaissance,1
"THE HONEYWELL FOUNDATION, INC.","HONEYWELL FOUNDATION, INC.",1
The Goodyear Tire Company,Goodyear Tire Company,1
The PMA Group,PMA Group,1
The JBG Companies,JBG Companies,1
The Apothecary Shops,Apothecary Shops,1
The PMI Group Inc,PMI Group Inc,1
The Permanente Medical Group,Permanente Medical Group,1
The Pederson Group,Pederson Group,1
The City of New Albany Indiana,City of New Albany Indiana,1
"The Westar Energy, Inc.","Westar Energy, Inc.",1
THE ISLAND ECN,ISLAND ECN,1
The Shaw Group Inc,Shaw Group Inc,1
The Navajo Nation Public Safety Committee,Navajo Nation Public Safety Committee,1
The Kresge Foundation,Kresge Foundation,1
The Northeast MAGLEV LLC,Northeast MAGLEV LLC,1
The City of New Iberia,City of New Iberia,1
"THE METHODIST HOSPITALS, INC.","METHODIST HOSPITALS, INC.",1
The Citadel,Citadel,1
the Sprindale Arkansas Chamber of Commerce,Sprindale Arkansas Chamber of Commerce,1
"The Tyree Organization, Ltd.","Tyree Organization, Ltd.",1
THE GEO GROUP INC.,GEO GROUP INC.,1
The Reinvestment Fund,Reinvestment Fund,1
"The Campaign for a New GI Bill, Inc.","Campaign for a New GI Bill, Inc.",1
The Texas A&M University System,Texas A&M University System,1
The Academy of Doctors of Audiology,Academy of Doctors of Audiology,1
The Bockorny Group,Bockorny Group,1
The Mining Coalition,Mining Coalition,1
The Aiken Housing Authority,Aiken Housing Authority,1
"The Analysis Group, LLC","Analysis Group, LLC",1
The Mind Trust,Mind Trust,1
THE FARM CREDIT COUNCIL,FARM CREDIT COUNCIL,1
The Planetary Society,Planetary Society,1
THE METADATA COMPANY,METADATA COMPANY,1
The National Center for Special Education in Charter Schools,National Center for Special Education in Charter Schools,1
"The City of Vineland, NJ","City of Vineland, NJ",1
"The Baldwin Group, Inc.","Baldwin Group, Inc.",1
The Livingston Group-ESM Group,Livingston Group-ESM Group,1
THE CITY OF LAFAYETTE INDIANA,CITY OF LAFAYETTE INDIANA,1
The Mint Corporation,Mint Corporation,1
"The Bloom Group, Inc.","Bloom Group, Inc.",1
The Association of Settlement Companies,Association of Settlement Companies,1
The Von Tobel Institute,Von Tobel Institute,1
The Port Authority of New York and New Jersey,Port Authority of New York and New Jersey,1
THE CENTECH GROUP Inc,CENTECH GROUP Inc,1
The Puerto Rico Equality Forum,Puerto Rico Equality Forum,1
The Jockeys' Guild,Jockeys' Guild,1
The NRP Group,NRP Group,1
The Olana Partnership,Olana Partnership,1
The Groden Network,Groden Network,1
THE TRAVELERS COMPANIES INC AND SUBSIDIARIES,TRAVELERS COMPANIES INC AND SUBSIDIARIES,1
The North America Coal Corporation (NA Coal) et al,North America Coal Corporation (NA Coal) et al,1
"The Land Capital Group, Inc.","Land Capital Group, Inc.",1
The Andersons Inc Ethanol Division,Andersons Inc Ethanol Division,1
The National Security Archive Fund Inc,National Security Archive Fund Inc,1
THE CLOROX COMPANY,CLOROX COMPANY,1
The Parent-Child Home Program,Parent-Child Home Program,1
The United States Pharmacopeial Convention,United States Pharmacopeial Convention,1
The Geo Group,Geo Group,1
THE FASHION INSTITUTE OF DESIGN & MERCHANDISING,FASHION INSTITUTE OF DESIGN & MERCHANDISING,1
THE COALITION FOR BREATHING SAFETY,COALITION FOR BREATHING SAFETY,1
"The Blackhawk Project, LLC","Blackhawk Project, LLC",1
The Foundation for Government Accountability,Foundation for Government Accountability,1
The Public Private Partnership Coalition,Public Private Partnership Coalition,1
The Consulting Network Inc,Consulting Network Inc,1
The Hershey Company,Hershey Company,1
THE COMMUNITY FOUNDATION,COMMUNITY FOUNDATION,1
THE BARD GROUP LLC,BARD GROUP LLC,1
The Leadership Conference on Civil and Human Rights,Leadership Conference on Civil and Human Rights,1
The National Campaign to Prevent Teen and Unplanned Pregnancy,National Campaign to Prevent Teen and Unplanned Pregnancy,1
The Housing Trust of Santa Clara County,Housing Trust of Santa Clara County,1
