query_string,candidate_string,match
ARDEN GROUP INC  -CL A,Arden Group Inc,1
WASHINGTON MUTUAL FINL CORP,Washington Mutual Financial Corp,1
ARIZONA PUBLIC SERVICE CO,Arizona Public Service Co,1
ARCBEST CORP,ArcBest Corp,1
ENTERGY ARKANSAS,Entergy Arkansas,1
ARMSTRONG HOLDINGS INC,Armstrong Holdings Inc,1
ARNOLD INDUSTRIES INC,Arnold Industries Inc,1
ARROW ELECTRONICS INC,Arrow Electronics Inc,1
ARTS WAY MFG INC,Art's Way Manufacturing Co. Inc,1
ASHLAND GLOBAL HOLDINGS INC,Ashland Global Holdings Inc,1
ASPEN EXPLORATION CORP -OLD,Aspen Exploration Corp,1
ASTRO COMMUNICATIONS INC,Astro Communications Inc,1
ASTREX INC,Astrex Inc,1
ASTRONOVA INC,AstroNova Inc,1
ASTROCOM CORP,Astrocom Corp,1
ASTRONICS CORP,Astronics Corp,1
SOUTHERN CO GAS,Southern Co Gas,1
ATLAS MINERALS INC,Atlas Minerals Inc,1
CEVA LOGISTICS INC-REDH,CEVA Logistics Inc,1
ATWOOD OCEANICS,Atwood Oceanics Inc.,1
REX AMERICAN RESOURCES CORP,Rex American Resources Corp,1
AULT INC,Ault Inc,1
ASSURANCEAMERICA CORP,AssuranceAmerica Corp,1
AUTO GRAPHICS INC,Auto Graphics Inc,1
AUTO-TROL TECHNOLOGY CORP,Auto-Trol Technology Corp,1
AUTODESK INC,Autodesk Inc.,1
DIALYSIS CORP OF AMERICA,Dialysis Corp of America,1
AUTOMATIC DATA PROCESSING,Automatic Data Processing Inc.,1
AMBASSADOR FOOD SVCS CORP,Ambassador Food Services Corp,1
DELSITE INC,DelSite Inc,1
A V HOMES INC,A V Homes Inc,1
AVERY DENNISON CORP,Avery Dennison Corp,1
AVIALL INC,Aviall Inc,1
AVNET INC,Avnet Inc,1
AVON PRODUCTS,Avon Products Inc.,1
AZZ INC,AZZ Inc,1
BRITISH AMER TOBACCO PLC,British American Tobacco PLC,1
BI INC,BI Inc,1
BMC INDUSTRIES INC,BMC Industries Inc,1
BOC GROUP PLC,Boc Group PLC,1
BRT APARTMENTS CORP,Brt apartments corp,1
BSD MEDICAL CORP,BSD Medical Corp,1
MID-ATLANTIC REALTY TRUST,Mid-Atlantic Realty Trust,1
BADGER METER INC,Badger Meter Inc.,1
BADGER PAPER MILLS INC,Badger Paper Mills Inc,1
BAIRNCO CORP,Bairnco Corp,1
BAKER (MICHAEL) CORP,Michael Baker Corp,1
BAKER HUGHES INC,Baker Hughes Inc,1
BALCHEM CORP  -CL B,Balchem Corp,1
BALDOR ELECTRIC CO,Baldor Electric Co,1
BALDWIN & LYONS  -CL B,Baldwin & Lyons Inc,1
BALL CORP,Ball Corp,1
BALTEK CORP,Baltek Corp,1
CONSTELLATION ENERGY GRP INC,Constellation Energy Group Inc.,1
BANK ONE CORP,Bank One Corp,1
POPULAR INC,Popular Inc,1
BANK OF HAWAII CORP,Bank of Hawaii Corp,1
BANCTEC INC-REDH,BancTec Inc,1
FIRST BANKS AMER INC,First Banks America Inc.,1
BANDAG INC,Bandag Inc.,1
BANGOR HYDRO-ELECTRIC CO,Bangor Hydro-Electric Co,1
BANK OF NEW YORK MELLON CORP,Bank of New York Mellon Corp (The),1
BRE PROPERTIES INC,BRE Properties Inc.,1
VSI HOLDINGS INC,VSI Holdings Inc,1
FAIRCHILD CORP  -CL A,Fairchild Corp. (The),1
BANTA CORP,Banta Corp,1
BARD (C.R.) INC,Bard (C.R.) Inc,1
BARNES GROUP INC,Barnes Group Inc,1
BARNWELL INDUSTRIES,Barnwell Industries Inc,1
BARRETT RESOURCES CORP,Barrett Resources Corp,1
BARRICK GOLD CORP,Barrick Gold Corp,1
BARRINGER TECHNOLOGIES,Barringer Technologies,1
BARRISTER GLOBAL SVCS NTWK,Barrister Global Services Network Inc,1
BARRY (R G) CORP,Barry (R G) Corp,1
BASE TEN SYSTEMS  -CL A,Base Ten Systems,1
EARTHSTONE ENERGY INC -OLD,Earthstone Energy Inc-OLD,1
BASSETT FURNITURE INDS,Bassett Furniture Industries Inc.,1
BAUSCH & LOMB HLDGS  -REDH,Bausch & Lomb Holdings Inc,1
BAXTER INTERNATIONAL INC,Baxter International Inc,1
BEARD CO,Beard Co,1
APPLIED INDUSTRIAL TECH INC,Applied Industrial Technologies Inc,1
CHINA SHOUGUAN MINING CORP,China ShouGuan Mining Corp,1
BECTON DICKINSON & CO,"Becton, Dickinson and Co",1
NITCHES INC,Nitches Inc,1
BEL FUSE INC,Bel Fuse Inc.,1
BELDEN & BLAKE CORP,Belden & Blake Corp,1
CARLYLE INDUSTRIES INC,Carlyle Industries Inc,1
VERIZON COMMUNICATIONS INC,Verizon Communications Inc,1
BELL INDUSTRIES INC,Bell Industries Inc.,1
VERIZON INC/PA,Verizon Inc/PA,1
BELLSOUTH CORP,BellSouth Corp,1
BELO CORP  -SER A COM,Belo Corp.,1
BEMIS CO INC,Bemis Co Inc,1
BENGUET CORP,Benguet Corp,1
BENIHANA INC,Benihana Inc,1
BERGEN BRUNSWIG CORP  -CL A,Bergen Brunswig Corp,1
BERKSHIRE HATHAWAY,Berkshire Hathaway Inc,1
BEST BUY CO INC,Best Buy Co Inc,1
BETHLEHEM CORP,Bethlehem Corp,1
BETHLEHEM STEEL CORP,Bethlehem Steel Corp,1
BEVERLY ENTERPRISES INC,Beverly Enterprises Inc,1
NATIONAL ENERGY GROUP,National Energy Group,1
BIG SKY TRANSPORTATION,Big Sky Transportation,1
SAMES CORP,Sames Corp,1
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories Inc.,1
SAVIENT PHARMACEUTICALS INC,Savient Pharmaceuticals Inc,1
BIOGEN INC-OLD,Biogen Inc,1
BIOMET INC,Biomet Inc,1
BIOTEL INC,Biotel Inc,1
SPHERIX INC  -OLD,Spherix Inc,1
NON INVASIVE MONITOR,Non Invasive Monitor,1
BIO-LOGIC SYSTEMS CORP,Bio-Logic Systems Corp,1
MICROFLUIDICS INTL CORP,Microfluidics International Corp,1
BLACK & DECKER CORP,Black & Decker Corp (The),1
BROADBAND WIRELESS INTL CORP,Broadband Wireless International Corp,1
BLACK HILLS CORP,Black Hills Corp,1
LEXINGTON PRECISION CORP,Lexington Precision Corp,1
BLOCK DRUG  -CL A,Block Drug,1
BLOCK H & R INC,Block H&R Inc,1
ENSCO PLC,ENSCO Plc,1
BLOUNT INTL INC,Blount International Inc.,1
BLUE RIDGE REAL ESTATE CO,Blue Ridge Real Estate Co,1
BOB EVANS FARMS,Bob Evans Farms Inc.,1
BOEING CO,Boeing Co,1
OFFICEMAX INC,OfficeMax Inc,1
BOLT TECHNOLOGY CORP,Bolt Technology Corp,1
CARDIODYNAMICS INTL CORP,CardioDynamics International Corp,1
CAMELOT CORP,Camelot Corp,1
ROBERT HALF INTL INC,Robert Half International Inc.,1
HEXION INC,Hexion Inc,1
BOSTON GAS CO,Boston Gas Co,1
RESOLUTE FOREST PRODUCTS INC,Resolute Forest Products Inc,1
REXAM PLC,Rexam PLC,1
ENTRPRIZE CORP,Entrprize Corp,1
BOWL AMERICA INC  -CL A,Bowl America Inc,1
WHITE ELECTRONIC DESIGNS CP,White Electronic Designs Corp,1
BOWNE & CO INC,Bowne & Co Inc,1
BRADY CORP,Brady Corp,1
BROOKFIELD ASSET MANAGEMENT,Brookfield Asset Management Inc,1
BRESLER & REINER INC,Bresler & Reiner Inc,1
BRIDGFORD FOODS CORP,Bridgford Foods Corp,1
BRIGGS & STRATTON,Briggs & Stratton Corp.,1
MSGI SECURITY SOLUTIONS INC,MSGI Security Solutions Inc,1
BRISTOL-MYERS SQUIBB CO,Bristol-Myers Squibb Co,1
BT GROUP PLC,BT Group PLC,1
BNS HOLDING CO,BNS Holding Co,1
BROWN FORMAN CORP,Brown-Forman Corp,1
CALERES INC,Caleres Inc,1
BROWN (TOM) INC,Tom Brown Inc.,1
BRUNSWICK CORP,Brunswick Corp,1
MATERION CORP,Materion Corp,1
WINMILL & CO INC  -CL A,Winmill & Co Inc,1
BULOVA CORP,Bulova Corp,1
FORTRAN CORP,Fortran Corp,1
BURLINGTON COAT FACTORY INVS,Burlington Coat Factory Investments Holdings Inc,1
CHINA XUEFENG ENVIRON ENGR,China Xuefeng Environmental Engineering Inc,1
BURLINGTON INDUSTRIES INC,Burlington Industries Inc,1
BURLINGTON NORTHERN SANTA FE,Burlington Northern Santa Fe LLC,1
MASTEC INC,MasTec Inc.,1
UNISYS CORP,Unisys Corp,1
EMEX CORP,Emex Corp,1
BUSH INDUSTRIES  -CL A,Bush Industries Inc.,1
BUTLER MFG CO,Butler Manufacturing Co.,1
BUTLER NATIONAL CORP,Butler National Corp,1
REUNION INDUSTRIES INC,Reunion Industries Inc,1
ACXIOM CORP,Acxiom Corp,1
C-COR INC,C-COR Inc,1
CDI CORP,CDI Corp.,1
CIGNA CORP,Cigna Corp,1
CIT GROUP INC-OLD,CIT Group Inc-Old,1
CMI CORP,CMI Corp,1
CPI CORP,CPI Corp.,1
CSS INDUSTRIES INC,CSS Industries Inc.,1
CNA FINANCIAL CORP,CNA Financial Corp,1
CPAC INC,CPAC Inc,1
CSP INC,CSP Inc,1
CSX CORP,CSX Corp,1
CTS CORP,CTS Corp,1
TELOS CORP/MD,Telos Corp/MD,1
CVD EQUIPMENT CORP,CVD Equipment Corp,1
HEALTHTRONICS INC,HealthTronics Inc,1
CABOT CORP,Cabot Corp,1
CACHE INC,Cache Inc,1
CACI INTL INC  -CL A,CACI International Inc.,1
CADBURY PLC,Cadbury PLC,1
CADMUS COMMUNICATIONS CORP,Cadmus Communications Corp,1
CAGLE'S INC  -CL A,Cagle's Inc.,1
CALAMP CORP,CalAmp Corp,1
SCIOS INC,Scios Inc,1
CALIFORNIA ENGELS MINING CO,California Engels Mining Co,1
MUFG AMERICAS HOLDINGS CORP,MUFG Americas Holdings Corp,1
ADAPTIVE BROADBAND CORP.,Adaptive Broadband Corp,1
KONARED CORP,KonaRed Corp,1
CALIFORNIA WATER SERVICE GP,California Water Service Group,1
CALPROP CORP,Calprop Corp,1
CAMBEX CORP,Cambex Corp,1
CAMPBELL SOUP CO,Campbell Soup Co,1
CONSTELLATION BRANDS,Constellation Brands Inc,1
CANON INC,Canon Inc,1
PROVIDIAN FINANCIAL CORP,Providian Financial Corp,1
CAPITAL PROPERTIES INC,Capital Properties Inc.,1
CARDINAL HEALTH INC,Cardinal Health Inc,1
CARLISLE COS INC,Carlisle Companies Inc,1
PROGRESS ENERGY INC,Progress Energy Inc.,1
HEALTHY PLANET PRODUCTS INC,Healthy Planet Products Inc.,1
CARPENTER TECHNOLOGY CORP,Carpenter Technology Corp,1
CARROLS CORP,Carrols Corp,1
CARTER-WALLACE INC,Carter-Wallace Inc,1
CASCADE CORP,Cascade Corp,1
CASCADE NATURAL GAS CORP,Cascade Natural Gas Corp,1
CASEYS GENERAL STORES INC,Casey's General Stores Inc.,1
CASTLE (A M) & CO,Castle (A M) & Co,1
DOLE FOOD CO INC,Dole Food Co Inc,1
CATERPILLAR INC,Caterpillar Inc,1
CATO CORP  -CL A,Cato Corp (The),1
CAVCO INDUSTRIES INC,Cavco Industries Inc,1
R F INDUSTRIES LTD,RF Industries Ltd,1
ADVANCED BATTERY TECH INC,Advanced Battery Technologies Inc,1
CENTEX CORP,Centex Corp.,1
BBVA COMPASS BANCSHARES INC,BBVA Compass Bancshares Inc,1
CENTRAL NATURAL RES INC,Central Natural Resources Inc,1
CH ENERGY GROUP INC,CH Energy Group Inc.,1
CENTRAL ILLINOIS LIGHT CO,Central Illinois Light Co,1
CLECO CORP,Cleco Corp,1
AEP TEXAS CENTRAL CO,AEP Texas Central Co,1
CENTRAL STEEL & WIRE CO,Central Steel & Wire Co,1
CENTRAL VERMONT PUB SERV,Central Vermont Public Service Corp,1
CENTURY REALTY TRUST,Century Realty Trust,1
CENTURYLINK INC,CenturyLink Inc,1
KRAMONT REALTY TRUST,Kramont Realty Trust,1
CERADYNE INC,Ceradyne Inc,1
CERBCO INC  -CL A,Cerbco Inc,1
CYBRDI INC,Cybrdi Inc,1
CHAD THERAPEUTICS INC,Chad Therapeutics Inc.,1
TERAFORCE TECHNOLOGY CORP,TeraForce Technology Corp,1
CHALONE WINE GROUP LTD,Chalone Wine Group Ltd (The),1
UNIFIED GROCERS INC,Unified Grocers Inc,1
CHAMPION ENTERPRISES INC,Champion Enterprises Inc.,1
CHAMPION PARTS INC,Champion Parts Inc,1
CHAPARRAL RESOURCES INC,Chaparral Resources Inc,1
CHARMING SHOPPES INC,Charming Shoppes Inc,1
MAGELLAN HEALTH INC,Magellan Health Inc,1
CANTEL MEDICAL CORP,Cantel Medical Corp.,1
CHATTEM INC,Chattem Inc,1
DELPHAX TECHNOLOGIES INC,Delphax Technologies Inc,1
CHECKPOINT SYSTEMS INC,Checkpoint Systems Inc,1
CHEFS INTERNATIONAL INC,Chefs International Inc,1
CHEMED CORP,Chemed Corp,1
CHEMFAB CORPORATION,Chemfab Corporation,1
JPMORGAN CHASE & CO,JPMorgan Chase & Co,1
CHERRY CORP,Cherry Corp,1
VERIZON INC/MD,Verizon Inc/MD,1
VERIZON INC/VA,Verizon Inc/VA,1
VERIZON WASHINGTON INC/DC,Verizon Washington Inc/DC,1
VERIZON INC/WV,Verizon Inc/WV,1
CHESAPEAKE CORP,Chesapeake Corp.,1
CHESAPEAKE UTILITIES CORP,Chesapeake Utilities Corp.,1
CELSION CORP,Celsion Corp,1
CHEVRON CORP,Chevron Corp,1
CHICAGO RIVET & MACHINE CO,Chicago Rivet & Machine Co.,1
CHIEF CONSOLIDATED MINING CO,Chief Consolidated Mining Co,1
BRINKER INTL INC,Brinker International Inc.,1
CHIRON CORP,Chiron Corp,1
CHRIS-CRAFT INDS,Chris-Craft Industries,1
CHUBB CORP,Chubb Corp,1
CHURCH & DWIGHT INC,Church & Dwight Co. Inc.,1
CHURCH LOANS & INVTS TRUST,Church Loans & Investments Trust,1
CHURCHILL DOWNS INC,Churchill Downs Inc,1
CHYRONHEGO CORP,ChyronHego Corp,1
CILCORP INC,Cilcorp Inc,1
CINCINNATI BELL INC,Cincinnati Bell Inc,1
DUKE ENERGY OHIO INC,Duke Energy Ohio Inc,1
MILACRON INC,Milacron Inc.,1
CIPRICO INC,Ciprico Inc,1
CIRCUIT CITY STORES INC,Circuit City Stores Inc,1
CIRCUIT RESEARCH LABS INC,Circuit Research Labs Inc,1
CINTAS CORP,Cintas Corp,1
MANDALAY RESORT GROUP,Mandalay Resort Group,1
CITICORP,Citicorp,1
CITIZENS REPUBLIC BANCORP,Citizens Republic Bancorp Inc,1
CITY NATIONAL CORP,City National Corp,1
CLAIRES STORES INC,Claire's Stores Inc.,1
CLARCOR INC,CLARCOR Inc.,1
CLARY CORP,Clary Corp,1
CLAYTON HOMES INC,Clayton Homes Inc.,1
IHEARTMEDIA INC,iHeartMedia Inc,1
CLEVELAND-CLIFFS INC,Cleveland-Cliffs Inc,1
NTELOS INC,NTELOS Inc,1
CLINICAL DATA INC,Clinical Data Inc,1
CLOROX CO/DE,Clorox Co (The),1
ALL AMERICAN GROUP INC,All American Group Inc,1
COAST DISTRIBUTION SYSTEMS,Coast Distribution System Inc.,1
EL PASO CGP CO,El Paso CGP Co,1
FAMILY ROOM ENTMT CORP,Family Room Entertainment Corp,1
COCA-COLA BTLNG CONS,Coca-Cola Bottling Co Consolidated,1
COCA-COLA CO,Coca-Cola Co (The),1
COEUR MINING INC,Coeur Mining Inc,1
THINKENGINE NETWORKS INC,ThinkEngine Networks Inc,1
COHERENT INC,Coherent Inc,1
COHU INC,Cohu Inc,1
COLE NATIONAL CORP,Cole National Corp,1
RANGER INDUSTRIES INC,Ranger Industries Inc,1
ONCOMED PHARMACEUTICALS,OncoMed Pharmaceuticals Inc,1
COLGATE-PALMOLIVE CO,Colgate-Palmolive Co,1
OSCIENT PHARMACEUTICALS CORP,Oscient Pharmaceuticals Corp,1
COLLINS INDUSTRIES INC,Collins Industries Inc,1
CCOM GROUP INC,CCOM Group Inc,1
COLORADO INTERSTATE GAS CO,Colorado Interstate Gas Co,1
CHASE CORP,Chase Corp,1
COLUMBIA ENERGY GROUP,Columbia Energy Group,1
COLUMBUS SOUTHERN POWER CORP,Columbus Southern Power Corp,1
COMARCO INC,COMARCO Inc,1
MARKET CONCEPTS INTL,Market Concepts International,1
AON PLC,Aon plc,1
COMCAST CORP,Comcast Corp,1
COMDIAL CORP,Comdial Corp,1
COMDISCO HOLDING CO INC,Comdisco Holding Co Inc,1
COMERICA INC,Comerica Inc,1
COMMERCE BANCSHARES INC,Commerce Bancshares Inc,1
COMMERCE GROUP CORP,Commerce Group Corp,1
CITIGROUP INC,Citigroup Inc,1
COMMERCIAL METALS,Commercial Metals Co,1
COMMONWLTH TELE ENTER,Commonwealth Telephone Enterprises Inc,1
CTI GROUP HOLDINGS INC,CTI Group Holdings Inc,1
COMMUNICATIONS SYSTEMS INC,Communications Systems Inc.,1
GROUP 1 SOFTWARE INC,Group 1 Software Inc,1
AVIS BUDGET GROUP INC,Avis Budget Group Inc,1
COMP-U-CHECK INC,Comp-U-Check Inc,1
COMPAQ COMPUTER CORP,Compaq Computer Corp,1
COMPREHENSIVE CARE CORP,Comprehensive Care Corp,1
COMPTEK RESEARCH INC,Comptek Research Inc,1
COMPUDYNE CORP,CompuDyne Corp,1
CA INC,CA Inc,1
PURE WORLD INC,Pure World Inc,1
ARTESYN TECHNOLOGIES INC,Artesyn Technologies Inc.,1
DXC TECHNOLOGY COMPANY,DXC Technology Company,1
COMPUTER TASK GROUP INC,Computer Task Group Inc,1
CTC COMMUNICATIONS GROUP INC,CTC Communications Group Inc,1
COMPUTRAC INC,Computrac Inc,1
COMTECH TELECOMMUN,Comtech Telecommunications Corp.,1
CONAGRA BRANDS INC,Conagra Brands Inc,1
UMAX GROUP CORP,Umax Group Corp,1
COMPUTER HORIZONS CORP,Computer Horizons Corp.,1
COMSHARE INC,Comshare Inc,1
COMTEX NEWS NETWORK INC,Comtex News Network Inc,1
RAVE RESTAURANT GROUP INC,Rave Restaurant Group Inc,1
COMTREX SYSTEMS CORP,Comtrex Systems Corp,1
LATSHAW ENTERPRISES INC,Latshaw Enterprises Inc,1
CONCORD EFS INC,Concord EFS Inc.,1
CT COMMUNICATIONS INC,CT Communications Inc,1
SHUTTERSTOCK INC,Shutterstock Inc,1
CONESTOGA ENTERPRISES,Conestoga Enterprises,1
LEGALZOOM.COM INC  -REDH,LegalZoom.com Inc,1
CONNECTICUT LIGHT & POWER CO,Connecticut Light & Power Co,1
CONNECTICUT WATER SVC INC,Connecticut Water Service Inc,1
CONOLOG CORP,Conolog Corp,1
TARRAGON CORP,Tarragon Corp,1
TRANSCONTINENTAL RLTY INVS,Transcontinental Realty Investors Inc.,1
CONSOLIDATED EDISON INC,Consolidated Edison Inc.,1
CON-WAY INC,Con-Way Inc,1
CONSOLIDATED NATURAL GAS CO,Consolidated Natural Gas Co,1
BIGLARI HOLDINGS INC,Biglari Holdings Inc,1
CONSOLIDATED TOMOKA LAND CO,Consolidated Tomoka-Land Co.,1
