query_string,candidate_string,match
Southern Independent Bank of Andalusia,SOUNDBITE COMMUNICATIONS INC,0
Terry Stick,TELADOC INC,0
Success Capitals,SUCCESSFACTORS INC,0
Global Community Monitor,GLOBAL TELECOM & TECHNOLOGY INC,0
Association of VA Psychologist Leaders,ASSOCIATED AUTOMOTIVE GROUP INC,0
National Steering Committee,NATIONAL STEEL CORP,0
American International Group,AMERICAN INS MTG INVS LP SER 85,0
Uranerz Energy Corporation,URANERZ ENERGY CORP,1
"Friends of Georgia, Inc.",GRUPO ELEKTRA SA DE CV,0
Alliance of Auto Manufacturers to EPA,ALLIANCE BANCORP INC PA NEW,0
ATLANTIC LEG FOUNDATION INC,ATLANTICUS HOLDINGS CORP,0
HORMEL FOODS CORPORATION.,HORMEL FOODS CORP,1
Prospect Transportation,PROSPECT STREET INC,0
Pikes Peak Permiculture,PAYMENT DATA SYSTEMS INC,0
Victoria Flood,VALSPAR CORP,0
"Western Title Company, LLC",WEST TELESERVICES CORP,0
The Citizens National Bank,CITIZENS REPUBLIC BANCORP INC,0
Kenyon Real Estate,KENNEDY WILSON INC,0
Pharmacy Audit Assistance Service,PHARMACEUTICAL PRODUCT DEV INC,0
Citadel Security Systems Inc.,CITADEL SECURITY SOFTWARE INC,1
Blackhawk Technical College,BLACK HAWK GAMING & DEV CO INC,0
Sterling Financial Services,STERLING FINANCIAL CORP WASH,
"Pacific Fishing, Inc.",PACIFICARE HEALTH SYS INC DEL,0
Brickner & Bratton Inc.,BLACKROCK N Y MUN INC TR II,0
Southern RI HR Council,SOUND FINANCIAL BANCORP INC,0
Barra of Mendocino,BARRETT RESOURCES CORP,0
"Applied Ecosystem Services, Inc.",APPLE HOSPITALITY REIT INC,0
Petroleum Laboratory,PETROKAZAKHSTAN INC,0
"Patterson Bros. Oil & Gas, Inc.",PATTERSON U T I ENERGY INC,0
Lilly Industries Inc.,LILLY INDUSTRIES INC,1
"LunchByte Systems, Inc./NUTRIKIDS",RUTHS CHRIS STEAK HOUSE INC,0
Orange County Transportation Authority,OIL SERVICE HOLDRS TRUST,0
Ishtar s Legacy Animal Rescue,LOCALSHARES INVESTMENT TRUST,0
Teresa Diane Combs,TELECOM ITALIA SPA,0
"Shaw Industries Group, Inc.",SHAW INDUSTRIES INC,1
Sterling Infosystems,STERLING COMMERCE INC,0
Cucoloris Films,CAREINSITE INC,0
Honeywell International Inc. AES,HONEYWELL INTERNATIONAL INC,1
INNOVATIVE PLASTECH INC,INSTRUMENTARIUM CORP,0
Tri-Pro Forest Products,TRIPLE S MANAGEMENT CORP,0
LINDSAY LEONARD C,RUSSEL METALS INC,0
"Heritage Floors, Inc.",HEALTHGRADES INC,0
Commonwealth of Massachusetts.,COMMONWEALTH INDUSTRIES INC,0
Broderick Bancroft,BROADWIND ENERGY INC,0
WILLIAMS DISTRIBUTING CORP,WILLIAMS COMMUNICATIONS GRP INC,0
Kodiak Island Borough,KODIAK OIL & GAS CORP,0
Environmental Consultancy,ENVIRONMENTAL TECHNOLOGIES CORP,0
Intrepid Industries Inc.,INTEREP NATIONAL RADIO SALES INC,0
GREAT WESTERN GRINDING INC,GREAT WESTERN BANCORP INC,0.933829846
westernhuntingdata.com,WESTERN WIRELESS CORP,0
MultiFaith Gospel Ministry,MULTIGRAPHICS INC,0
"Jefferson Invest Group, LLC",JEFFERSONVILLE BANCORP,0
"IdeasOne, Inc",RYERSON INC,0
Integrity Doctors LLC,INTERMEDIATE PARFUMS INC,0
GRINNELL BEVERAGE CO INC,FULTON FINANCIAL CORP PA,0
Health and Aging Policy Fellows Program,HEALTHCARE TRUST OF AMERICA INC,0
"Apex, Inc",APEX INC,1
Washington County Highway Department,WASHINGTON PRIME GROUP INC NEW,0
CCD Transportation Task Force,CAESARS ENTERTAINMENT INC,0
"Summit Care II, Inc.",SUMMIT FINANCIAL CORP,0
Valley Interfaith Project,VALLEY RESOURCES INC,0
Brooks Run Coal Co.,BROOKS AUTOMATION INC,0
Sportsmen's Alliance Foundation,SPORTSMANS WAREHOUSE HLDGS INC,0
"Kentucky Concrete, Inc.",METRON TECHNOLOGY N V,0
Robert Biale Vineyards,ROBBINS & MYERS INC,0
Morgan  Conservation District,MORGAN STANLEY D W HI YLD FD INC,0
"Needful Provision, Inc.",NEXGEN BIOFUELS LTD,0
Diversified Real Estate Investment Group,DIVERSIFIED RESTAURANT HLDGS INC,0
Gaithersburg Help,FILA HOLDING S P A,0
Warner-Lambert Company,WARNER LAMBERT CO,0
Leon County Reefers,RESOLUTE ENERGY CORP,0
Main Street Alliance of Minnesota,MAIN STREET CAPITAL CORP,0
Prudential Mortgage Capital Co.,PRUDENTIAL BANCORP INC PA,0
"Hummingbird Ventures, LLC",HUMMINGBIRD COMMUNICATIONS LTD,0
Heath Consultants Incorporated,HELIOS STRATEGIC MORTG INC FD IN,0
"Kentucky Hauling, Inc.",KENTUCKY FIRST BANCORP INC,0
COMMUNICATIONS WORKERS OF AMERICA,COMMUNITY CENTRAL BANK CORP,0
"Aviation Services, Ltd.",AVIATION SALES CO,0
"Tri City REI, LLC",TRICO BANCSHARES,0
TransWood Inc.,TRINSEO S A,0
Jefferson Smurfit Corporation & Container Corporation of America,JEFFERSON SMURFIT GROUP PLC,
Science Applications International Corporation,SCIENCE APPLICATIONS INTL CORP,1
Franklin County CDC,FRANKLIN SELECT REALTY TRUST,0
First United Secuirty Bank,FIRST UNION REAL EST EQ & MG INV,0
"Beneficial Reuse Industries, Inc.",BENEFICIAL MUTUAL BANCORP INC,0
Advent Companies,ADVENT SOFTWARE INC,0
Intelligent Compensation LLC,INTERCONTINENTALEXCHANGE GRP INC,0
"Universal American Mortgage Company, LLC",UNIVERSAL LOGISTICS HOLDINGS INC,0
Yellow Roadway Corporation,YELLOW ROADWAY CORP,1
"HealthNet, Inc.",HEALTH NET INC,1
"Pacific Resources, Inc.",PACIFIC SUNWEAR OF CA INC,0
Armbrecht Associates,AIMGLOBAL TECHNOLOGIES INC,0
Landmark Abstract,LANDMARK INFRA PARTNERS LP,0
Foreign Exchange Committee,GOLD FIELDS SOUTH AFRICA LTD,0
Horizon Lines LLC,HORIZON LINES INC,1
Connections Academy,CONNECTINC COM,0
Salisbury University,SALISBURY BANCORP INC,0
"FireStream WorldWide, Inc.",GRUPO SUPERVIELLE SA,0
MICHIGAN CREDIT UNION LEAGUE,MICHIGAN FINANCIAL CORP,0
Philadelphia Association of CDCs,PHILADELPHIA CONSOLIDATED HLG CO,0
Parent of public,PARENT COMPANY,0
Canadian Patent Utility Coalition,CATALYST SEMICONDUCTOR INC,0
Meridian Trust Federal Credit Union,MERIDIAN INSURANCE GROUP INC,0
First Manhattan Mortgae,FIRST UNION CORP,0
Carolina Power & Light,CAROLINA POWER & LIGHT CO,1
