query_string,candidate_string,match
Madison Gas and Electric Company,MADISON SQUARE GARDEN CO NEW,0
Laurel Person M,LAUNCH MEDIA INC,0
Reynolds Metals Company,REYNOLDS METALS CO,1
"Columbia Specialties, Inc.",COLUMBIA PIPELINE PARTNERS LP,0
Highway Motorcycles,HIGHER ONE HOLDINGS INC,0
Alliance for The Great Lakes,ALLIANCE HOLDINGS G P L P,0
The Crown Restaurant,CROWN CORK & SEAL CO INC,0
Liberty Pumps Inc,LIBERTY PROPERTY TRUST,0
Medical Transcription Industry Association,MEDICAL TRANSCRIPTION BILL CORP,0
"Iteris, Inc.",ITERIS INC,1
"Nissan Motor Co., Ltd.",NISSAN MOTOR CO LTD,1
Portland General Electric Co.,PORTLAND GENERAL ELECTRIC CO,1
First National Bank of Ballinger,FIRST NATIONAL LINCOLN CORP ME,0
West Coast Corridor Coalition,WEST COAST REALTY INVESTORS INC,0
RICHMOND RESTAURANT SVC,RICHMOND COUNTY FIN CORP,0
Building Better Communities Foundation,BUILD A BEAR WORKSHOP INC,0
"Environmental Incentives, LLC",ENVIRONMENTAL TECHNOLOGIES CORP,0
Brandt Consolidated,BARNESANDNOBLE COM INC,0
"Champion Electric, Inc",CHAMPIONS BIOTECHNOLOGY INC,0
North Huron Schools,NORTHFIELD LABORATORIES INC,0
"Sagent Pharmaceuticals, Inc.",SAGENT PHARMACEUTICALS INC,1
CANAMERICAN VENEERS INC,CANADIAN 88 ENERGY CORP,0
Colonial BancGroup,COLONIAL BANKSHARES INC,0
Joy Global inc.,JOY GLOBAL INC,1
Myers Industries,MYERS INDUSTRIES INC,1
Advocates for the Environment,ADAPTIVE BROADBAND CORP,0
Genentech,GENTEX CORP,1
United States Postal Service,UNITED STATES STEEL CORP NEW,0
Northbrook Property owner,NORTHERN EMPIRE BANCSHARES,0
Carolina Cunha Alves de Lima,CAROLINA FIRST BANCSHARES INC,0
Washington Refuse & Recycling Association,WASHINGTON PRIME GROUP INC NEW,0
Atlanta Legal Aid Society,ATLANTIC RICHFIELD CO,0
Accurate Lubricants,ARCADIA RESOURCES INC,0
Southeastern Livestock Network,SOUTHERN CONNECTICUT BANCORP INC,0
"Kennedy and Coe, LLC",KENNEDY WILSON INC,0
Sagent Pharmaceuticals Inc,SAGENT PHARMACEUTICALS INC,1
Garvelink/Morrison Cohen,FURRS BISHOPS INC,0
Triangle Lake School,TRIANGLE BANCORP INC,0
"GlobalVetLINK, LC",GLOBAL MARINE INC,0
United Theraputics Corporation,UNITED SECURITY BANCORP WA,0
Valley Improvement Association,VALUE CITY DEPARTMENT STORES INC,0
Isle of Capri Casino and Hotel,ISLE OF CAPRI CASINOS INC,1
Professional Mortgage Associates,PROFESSIONAL DIVERSITY NETWK INC,0
Champion Restaurants,CHAMPION INTERNATIONAL CORP,0
Evergreen Soaring Club,EVERGREEN SOLAR INC,0
Fayetteville Housing Authority,FLEETMATICS GROUP P L C,0
California Air Resources Board,CALIFORNIA FIRST NATIONAL BANCOR,0
Reliance Savings Bank,LEARNING CARE GROUP INC,0
"Western Land Services, Inc.",WESTERN SIERRA BANCORP,0
Tribune Broadcasting,TRIBUNE PUBLISHING CO,
National General Holdings Corp.,NATIONAL GENERAL HOLDINGS CORP,1
Franklin Mint FCU,FRANKLIN E T F TRUST,0
The Heritage Store Inc.,HEALTHSOUTH CORP,0
Pacific Community Ventures,PACIFIC DATAVISION INC,0
Florida A&M University,GLOBALSTAR TELECOM LTD,0
Healthcare Professions,HEALTHCARE COM CORP,0
TRANSCO INC,TRANSWITCH CORP,0
NACCO Industries,NACCO INDUSTRIES INC,1
"Centennial Mortgage, Inc.",CENTENNIAL RESOURCE DEVELOP INC,0
"Western Wings, Corp",WESTERN RESOURCES INC,0
Control and Liaison Section,CONTANGO OIL AND GAS COMPANY,0
Southern Cotton Ginners Association,SOUTHERN CONNECTICUT BANCORP INC,0
American Applie Mortgage Inc.,AMERICAN APPAREL INC,0
Community Health Center of Cape Cod,COMMUNITY HEALTHCARE TR INC,0
AmeriVest Financial Solutions,AMERISERV FINANCIAL INC,0
Universal Home Protection,UNIVIEW TECHNOLOGIES CORP,0
Health Care Transformation Task Force,HEALTHCARE TRUST OF AMERICA INC,0
HUGHES SUPERMARKETS,HUGHES SUPPLY INC,0
"Red Hat, Inc.",RED HAT INC,1
Quicksilver Resources Inc.,QUICKSILVER RESOURCES INC,1
"Mitsubishi UFJ Financial Group, Inc.",MITSUBISHI UFJ FINANCIAL GP INC,1
Silicon Mechanics,SILICON IMAGE INC,0
Horizon Organic Dairy,HORIZON ORGANIC HOLDING CORP,
"Columbia Gas of Ohio, Inc.",COLUMBIA EQUITY TRUST INC,0
Pennsylvania Breastfeeding Coalition,PENNSYLVANIA REAL ESTATE INVT TR,0
The Rescue Network,RECOTON CORP,0
All About Your Home Inc.,ARIZONA INSTRUMENT CORP,0
Sunrise School of Miami,SUNRISE TECHNOLOGIES INTL INC,0
Northeast Clean Power Campaign,NORTHEAST PA FINL CORP,0
American Express Company,AMERICAN EXPRESS CO,1
Environmental Project Engineer,ENVIRONMENTAL POWER CORP,0
"First Arkansas Financial, Inc.",FIRST LANCASTER BANCSHARES INC,0
Environment Compliance,ENVIRONMENTAL POWER CORP,0
Continental Title Co,CONTINENTAL MATERIALS CORP,0
Lansing Automakers Federal Credit Union,LINCOLN NATIONAL INCOME FUND INC,0
Environmental Protection,ENVIRONMENTAL TECHNOLOGIES CORP,0
Tennessee Commercial Warehouse,TENNESSEE COMMERCE BANCORP INC,
"ACR Electronics, Inc",ACUSHNET HOLDINGS CORP,0
"General Distributing, Co.",GENERAL DATACOMM INDS INC,0
Kalitta Air LLC,MARITRANS INC,0
Sybron Chemicals Inc.,SYBRON CHEMICALS INC,1
Lifeshare Blood Centers,LIFECORE BIOMEDICAL INC,0
"Copart, Inc.",COPART INC,1
"Diamond Ag Research, Inc.",DIA MET MINERALS LTD,0
Williams Energy Partners L.P.,WILLIAMS ENERGY PARTNERS L P,1
Washington Aviation Inc.,WASHINGTON SAVINGS BANK F S B,0
EnergySolutions LLC,ENERGYSOLUTIONS INC,1
UNITED PARCEL SVC INC,UNITED PANAM FINANCIAL CORP,0
Green Bay Tank Farm,GREEN BANKSHARES INC,0
Consumer Product Safety Commission,CONSUMER PORTFOLIO SVCS INC,0
"Hillenbrand, Inc.",HILLENBRAND INC,1
UNIFORMED SVCS U FOR HEALTH SCI,UTAH MEDICAL PRODUCTS INC,0
Trailer Park at Glendo Marina,TRIANGLE PHARMACEUTICALS INC,0
Clean Coal Briquette Inc.,CREATIVE COMPUTER APPLICS INC,0
"Access Mortgage, Inc.",ACCESS ANYTIME BANCORP,0
Progreen lawn care,PROFIRE ENERGY INC,0
Education Voters of America,EDUCATION MANAGEMENT CORP NEW,0
California Dried Fruit Coalition,CALIFORNIA PIZZA KITCHEN INC,0
All Fisherman,ALLERGAN INC,0
DynCorp International,DYNCORP INTERNATIONAL INC,1
National Center for Youth Law,NATIONAL COMMERCE FINANCIAL CORP,0
Aurora Diagnostics,AURORA BIOSCIENCES CORP,0
First State Bank & Trust Company,FIRST STATE BANCORPORATION,
Environmental Group Inc.,ENVIRONMENTAL SAFEGUARDS INC,0
Citizens For Clean Water,CITIZENS FIRST CORP,0
"GlobalNet Services, Inc.",GLOBAL TELESYSTEMS INC,0
Burlington Northern Santa Fe,BURLINGTON NORTHERN SANTA FE CP,1
Antero Resources Corpoaration,ANTERO RESOURCES CORP,1
Metropolitan Nashville Hospital Authority,METROPOLITAN FINANCIAL CORP OH,0
"Lorillard, Inc",LORILLARD INC,1
Physicians Advocacy Institute,PHYSICIANS FORMULA HOLDINGS INC,0
Gaston Family Chiropractic,GASONICS INTERNATIONAL CORP,0
Global Conservation Group,GLOBAL PARTNERS LP,0
Commonwealth of Pennsylvania,COMMONWEALTH TELE ENTRPS INC,0
Northeast Iowa Community Action Corp,NORTHEAST COMMUNITY BANCORP INC,0
Mortgage Partners,MORTGAGE COM INC,0
"Dominion Cove Point LNG, LP",DOMINION RESOURCES INC VA,0
Coastal Conservation Leaguue,COASTAL CONTACTS INC,0
"Live Oak Gardens, Ltd.",LIVE OAK BANCSHARES,0
National Environmental Coalition on Invasive Species,NATIONAL ENVIRONMENTAL SVCS CO,0
Director of Clinical Informatics,DIRECT INSITE CORPORATION NEW,0
Baumgartner Organic Farm,BURMAH CASTROL PLC,0
Community Bankers Association of Illinois,COMMUNITY BANK SHRS INDIANA INC,0
Parker Hannifin Croporation,PARKER HANNIFIN CORP,1
Natural Resource Conservation Service,NATURAL RESOURCE PARTNERS L P,0
AllscriptsMisys Healthcare Solutions,ALLSCRIPTS MISYS HEALTHCARE SOLS,1
"Vibrant Technology, Incorporated",URBAN OUTFITTERS INC,0
International Airline Coalition,INTERNATIONAL AIRCRAFT IVSTS INC,0
Precision Laboratories Inc,PRECISION AUTO CARE INC,0
Baileys Towing & Auto Body,BLACKROCK NEW JERSEY MUNI BD TR,0
Paramount Farming Company,PARAMOUNT FINANCIAL CORP,0
Interos Solutions Inc.,INTERNET SECURITY SYSTEMS INC,0
North Country Independent Living,NORTHEAST IND BANC INC,0
Cincinnati Health Department,CINCINNATI FINANCIAL CORP,0
Aurora Police Department,ARIZONA INSTRUMENT CORP,0
Honeywell International Flight Operations,HONEYWELL INTERNATIONAL INC,0
Columbia Housing Authority (MCHA,COLUMBIA BANKING SYSTEM INC,0
Northbest Natural Products,NORTHERN OIL & GAS INC,0
Pennsylvania Municipal Authorities Association,PENNSYLVANIA REAL ESTATE INVT TR,0
California BioEnergy Producers Association,CALIFORNIA PIZZA KITCHEN INC,0
American Business Council and 3 other organiztions,AMERICAN BUSINESS FINL SRVCS INC,0
Galena School District,GRUPO CASA SABA S A DE C V,0
Continental Title Co.,CONTINENTAL MATERIALS CORP,0
"Clinical Informatics, Inc",CLINICAL DATA INC NEW,0
New Horizon Mortgage,NEWLEAD HOLDINGS LTD,0
"General Cigar Company, Inc.",GENERAL CIGAR HOLDINGS INC,
LyondellBasell Industries,LYONDELLBASELL INDUSTRIES N V,1
Canadian Cattlemen's Association,CATALYTICA ENERGY SYSTEMS INC,0
WILLIAMS PRISCILLA,WILLIAMS PARTNERS L P,0
Citizen of the United States!,CITIZENS BANKING CORP MI,0
AJM Packaging Corporation,AMPLIFY ETF TRUST,0
Citizens Task Force,CITIZENS SOUTH BANKING CORP,0
Virginia Tech University,VIRGINIA COMMERCE BANCORP,0
"Market Manager, Ferrellgas",MARKET VECTORS E T F TRUST,0
North MS Medical Center,NORTEK HOLDINGS INC,0
First Priority FInancial,FIRST PRIORITY GROUP INC,0
Californians For Disability Rigthts),CALIFORNIA COASTAL CMNITS INC,0
"Environmental Asset Services, Inc.",ENVIRONMENTAL TECHNOLOGIES CORP,0
British Columbia Ministry of the Environment,BRITISH AMERICAN TOBACCO PLC,0
Kentucky Diabetes Prevention,KENTUCKY ELECTRIC STEEL INC,0
International Forest Products Limited,INTERACTIVE PICTURES CORP,0
Union Theological Seminary,UNION COMMUNITY BANCORP,0
Colorado Housing and Finance Authority,COLORADO BUSINESS BANCSHARES INC,0
Western Range Association,WESTERN SIZZLIN CORP,0
University of Alaska Anchorage,UNIVERSAL TECHNICAL INSTITUTE IN,0
Environmental Nuclear Council,ENVIRONMENTAL SAFEGUARDS INC,0
Community Health Integrated Partnership,COMMUNITY HEALTHCARE TR INC,0
Essentials for Enduring Health,ESSENTIAL THERAPEUTICS INC,0
AMCOL International,AMCOL INTERNATIONAL CORP,1
Heritage College,HEALTHAXIS INC,0
North Star Terminal & Stevedore,NORTHSTAR COMPUTER FORMS INC,0
"Capital Financial Group, LLC",CAPITALA FINANCE CORP,0
"International Tobacco Partners, LTD.",INTERNATIONAL SMART SOURCING INC,0
California Smokers' Helpline,CALIFORNIA INDEPENDENT BANCORP,0
Citizen and tax payer,CITIZENS BANKING CORP MI,0
"Transportation Safety, Inc",TRANSOCEAN SEDCO FOREX INC,0
Spring Creek Ranch,SPRINGLEAF HOLDINGS INC,0
The Valvoline Company,VAIL BANKS INC,0
"Western Holdings Group, LLC",WESTERN GOLDFIELDS INC,0
California Coastal Protection Network,CALIFORNIA COASTAL CMNITS INC,0
Professional Truck Driver Institute,PROFESSIONAL TRANS GROUP LTD,0
West Wireless Health Institute,WESTERN GAS EQUITY PARTNERS L P,0
Alliance for Nuclear Accountability,ALLIANCE ALL MARKET ADVTG FD INC,0
Strathclyde University,SANTA FE SNYDER CORP,0
Capital Area Transit,CAPITAL CROSSING BANK,0
Columbus Castings,COLUMBIA BANCORP,0
Victim Rights Law Center,VARCO INTERNATIONAL INC,0
Saratoga National Bank & Trust Co.,SARATOGA INVESTMENT CORP,0
Healthy Schools COnsultant,HEALTHY PLANET PRODUCTS INC,0
Children's Special Health Services,CHILDRENS PLACE RTL STORES INC,0
California Asparagus Commission,CALIFORNIA COASTAL CMNITS INC,0
Group Health Cooperative Health System,GLOBAL POWER EQUIPMENT GROUP INC,0
pre-paid legal services inc,PRE PAID LEGAL SERVICES INC,1
Weston Fire Rescue Child Passenger Safety Team,WESTERN ASSET MUNI PARTNERS FUND,0
National Health Freedom Action,NATIONAL HEALTH REALTY INC,0
Architecture M Inc.,AIRGATE P C S INC,0
"Pacific Catalyst Expeditions, LLC",PACIFIC SPECIAL ACQUISITION CORP,0
"Atlantic Biomass Conversions, Inc.",ATLANTICUS HOLDINGS CORP,0
Industrial Steel Treating Co.,INTEGRA LIFESCIENCES HLDNGS CORP,0
"Chlorine Institute, Inc",CHINA ELECTRIC MOTOR INC,0
Bulldog Office Products Inc,BLUELINX HOLDINGS INC,0
"Internet Staff, LLC",INTERNET PICTURES CORP,0
Chicago Title of Texas,CHICAGO TITLE CORP,
Illinois River Energy,LIANLUO SMART LTD,0
STAR GAS PRODUCTS INC,STAR GAS PARTNERS LP,
Northwest Title Family of Companies,NORTHWEST BANCSHARES INC,0
Iowa Division of Banking,ROCKWELL INTERNATIONAL CORP NEW,0
Stockton Airport Pilots Assn.,STOLT COMEX SEAWAY S A,0
Preferred Land Title Company,PREFERRED INCOME FUND INC,0
New Home Locators,NEW HOME CO INC,0
Pennsylvania Hunger Action Center,PENNSYLVANIA REAL ESTATE INVT TR,0
Global action Day For Dolphins-Holland,GLOBAL TRAFFIC NETWORK INC,0
Gustavo Adolfo Garcia,FINLAY ENTERPRISES INC,0
Cleveland International Fund,CLEVELAND INDIANS BASEBALL CO,0
Johnson Controls,JOHNSON CONTROLS INC,1
InterNetLC.com,INTER TEL INC,0
TRIO College First ETS,TRI TECH HOLDING INC,0
Systems Integration Corporation,SYSTEMS & COMPUTER TECHNOLOGY,0
Morris Research Inc.,MOLINA HEALTHCARE INC,0
Union County Health Unit,UNISOURCE ENERGY CORP,0
Engineering Institute,ENGINEERING ANIMATION INC,0
Golden Living West Shore,GOLD RESERVE INC,0
Technology Incorporated,TECHNOLOGY INVESTMENT CAP CORP,0
Portland  Water District,PORTLAND GENERAL ELECTRIC CO,0
Alleutians East Borough,ALLOU HEALTH CARE INC,0
International Sleep Products Association,INTERNATIONAL SOFTWARE GRP INC,0
Network Health Plan,NEOTHERAPEUTICS INC,0
Portland General Electric,PORTLAND GENERAL ELECTRIC CO,1
Washington Academy Library,WASHINGTONFIRST BANCSHARES INC,0
First National Bank of Battle Lake,FIRST NATIONAL LINCOLN CORP ME,0
University of Adelaide-,UNIVERSAL POWER GROUP INC,0
American Mortgage Services Company,AMERICAN MORTGAGE ACCEPTANCE CO,0
Alexander Insurance and Investments,AZTEC TECHNOLOGY PARTNERS INC,0
Renewable Energy Long Island,RENEWABLE ENERGY TRADE BRD CORP,0
Environmental Systems Corporation,ENVIRONMENTAL POWER CORP,0
Canadian Nursery Landscape Association,CANADIAN NATIONAL RAILWAY CO,0
Metropolitan Council of the Twin Cities Region,METROPOLITAN FINANCIAL CORP OH,0
California Community Colleges Student Financial Aid Administrators Association,CALIFORNIA COASTAL CMNITS INC,0
California Department of ater Resources,CALIFORNIA WATER SERVICE GROUP,0
"Riker Labs, Inc.",LAKELAND BANCORP INC,0
The Senate State of Michigan,SYNCOR INTERNATIONAL CORP DE,0
Connecticut Realtors,CONNECTICUT BANCSHARES INC,0
THIRD GENERATION PAINTING CO,THIRD WAVE TECHNOLOGIES INC,0
Halliburton Energy Services Incorporated,HARVARD INDUSTRIES INC,0
Action Computer Products,ACTION PRODUCTS INTL INC,0
Pharmaceutical Research & Mfg. of America,PHARMACEUTICAL HOLDRS TRUST,0
Environmental Defense Center,ENVIRONMENTAL POWER CORP,0
Alliance for Strong Families and Communities,ALLIANCE CAPITAL MGMT HLDG L P,0
"Commercial Vehicle Consultants, Inc.",COMMERCIAL VEHICLE GROUP INC,0
United Agri-Products,UNITED FINANCIAL CORP,0
Union County Hospital,UNION PLANTERS CORP,0
INDEPENDENT ELEC CONTRACTORS INC,INDEPENDENT COMMUNITY BNKSHRS IN,0
Nutraceutical sales,NUTRICEUTICALS COM CORP,1
State Energy Advisory Board,STUDENT ADVANTAGE INC,0
Holiday Tree Farms Inc.,HOLLYFRONTIER CORP,0
ATI Richland Operations,ANALYTICAL SURVEYS INC,0
Citizens for Less Stupidity,CITIZENS CMNTY BANCORP INC,0
Pinnacle Real Estate,PINNACLE BANCSHARES INC,0
Pinnacle Foods Group LLC,PINNACLE HOLDINGS INC,0
Citizen of Indiana,CITIZENS BANKING CORP MI,0
Landmark Settlements,LANDMARK SYSTEMS CORP,0
Aviator Services Inc.,AVALON CORRECTIONAL SERVICES INC,0
Allied Machined Products,ALLIED HOLDINGS INC,0
Environmental & Technical Director,ENVIRONMENTAL TECHNOLOGIES CORP,0
Southern Baptist Ethics & Religious Liberty Commission,SOUND FINANCIAL BANCORP INC,0
Southern Independent Bank of Andalusia,SOUNDBITE COMMUNICATIONS INC,0
McMinn County Board of Education,KNIGHT TRIMARK GROUP INC NEW,0
Harvest Land Cooperative,HILAND HOLDINGS G P L P,0
"Education Compliance Group, Inc.",EDUCATION REALTY TRUST INC,0
"Crystal Finishing Systems, Inc.",CAESARS ENTERTAINMENT CORP,0
CROWN DISTRIBUTING INC,CROWN RESOURCE CORP WA,0
Louisiana Pacific Corp.,LOUISIANA PACIFIC CORP,1
United Parcel Service UPS Airlines,UNITED PARCEL SERVICE INC,1
SUNSET CLEANING CO INC,SUNSET FINANCIAL RESOURCES INC,0
Professional Medical Services,PROFESSIONAL DIVERSITY NETWK INC,0
Franklin Career Institute,FRANKLIN FINANCIAL CORP VA,0
Continental Fresh LLC,CONTINENTAL CHOICE CARE INC,0
Consolidated Cordage Corp.,CONSOLIDATED COMMS HLDGS INC,0
Environmental Law and Policy Center,ENVIRONMENTAL SAFEGUARDS INC,0
The Health Councils,HEALTHSPRING INC,0
"New Vision Energy, LLC",NEWLINK GENETICS CORP,0
InterMoor Inc.,INNERWORKINGS INC,0
Global Corporate Compliance,GLOBAL CONSUMER ACQUISITION CORP,0
Flying Training Wing,GREATBATCH INC,0
Student Transportation of America Inc.,STUDENT TRANSPORTATION INC,1
University if Hawaii at Manoa,UNIVERSAL HEALTH SERVICES INC,0
Southwest Airlines Engineering,SOUTHWEST AIRLINES CO,1
stephanie cavanaugh,STEWARDSHIP FINANCIAL CORP,0
Center for Biosecurity of UPMC,COMPANHIA CERVEJARIA BRAHMA,0
"Ladenburg Thalmann & Co., Inc.",LADENBURG THALMANN FIN SVCS INC,1
INTERTAPE POLYMER GP,INTERSYSTEMS INC NEW,0
Advisory Council on Historic Preservation,ADVANCED TISSUE SCIENCES INC,0
Communication Workers of America AFL,COMMUNITY SAVINGS BNKSHRS INC DE,0
Golden Gate Transit,GOLDEN ISLES FINL HLDGS INC,0
Intelligent Pooling Global Systems,INTELLIGENT COMM ENTERPRISE CORP,0
greaterlatrobecommunitynetwork,GREAT FLORIDA BANK,0
Golden Rule Services,GOLD RESERVE INC,0
"Professional Truck Driver Institute, Inc.",PROFESSIONAL DIVERSITY NETWK INC,0
COLUMBUS METROPOLITAN LIBRARY,COLUMBUS MCKINNON CORP NY,0
"Triangle Orthopaedic Associates,",TRIANGLE PETROLEUM CORP,0
Rockwell Automation,ROCKWELL AUTOMATION INC,1
William S. Lyons A.I.A. Architect,WILLIAMS COMMUNICATIONS GRP INC,0
Golden State Reload,GOLDEN STATE VINTNERS INC,0
Franklin Trucking,FRANKLIN RESOURCES INC,0
North American Energy Services,NORTH AMERICAN ENERGY PTNRS INC,
First National Bankers Bank,FIRST NATIONAL LINCOLN CORP ME,0
Real Estate Law Associates,LEISUREPLANET HOLDINGS LTD,0
Infineon Technologies AG,INFINEON TECHNOLOGIES A G,1
Tower Group International,TOWER GROUP INTERNATIONAL LTD,1
MEDICAL SCREENING CLINIC,MEDICAL STAFFING NETWK HLDGS,0
New Mexico Trucking Association,NEW MEDIA INVESTMENT GROUP INC,0
CATALYST GRAPHICS,CATALYST HEALTH SOLUTIONS INC,0
Great Lakes Maritime Task Force,GREAT LAKES BANCORP INC NEW,0
Oceanaire Inc.,OCEANAUT INC,0
Columbia State Bank,COLUMBIA BANCORP,0
Brain Injury Association of MA,BRAUN CONSULTING INC,0
Pennsylvania Public Utility Commission,PENNSYLVANIA REAL ESTATE INVT TR,0
"Healthy Schools Network, Inc.",HEALTHY PLANET PRODUCTS INC,0
Center for Economic Opportunity,COMPANHIA DE SANEAMENTO BASICO,0
West Side Beer Distributing,WESTERN WIRELESS CORP,0
"First Databank , Inc.",FIRST FOUNDATION INC,0
"Charles River Associates, for GAMA, ARI",CHARLES RIVER ASSOC INC,1
Friends of Grand Canyon,GLAXOSMITHKLINE PLC,0
Michigan Public Health Institute,MICHIGAN FINANCIAL CORP,0
Robinson Nevada Mining Company,ROBINSON NUGENT INC,0
Union County Progressives,UNION PLANTERS CORP,0
California Melon Research,CALIFORNIA INDEPENDENT BANCORP,0
Hoovy LLC,HOOVERS INC,0
Tennessee Hospital Association,TENNESSEE COMMERCE BANCORP INC,0
"Unique Reef Imports, LLC",UNIQUE MOBILITY INC,0
Consortium of Indepedent Review Boards,CONSOLIDATED TOMOKA LAND CO,0
Florida Marine Transporters,GLOBALSTAR TELECOM LTD,0
Metropolitan Council Housing and Redevelopment Authority,METROPOLITAN FINANCIAL CORP OH,0
"Virginia Orthopaedic Center, P.C.",VIRGINIA COMMERCE BANCORP,0
Medical Director,MEDICALOGIC INC,0
Citizen and voter,CITIZENS BANKING CORP MI,0
First Federal Community Bank Dover,FIRST FEDERAL BANC OF THE SW INC,0
Southern Agricultural Economics Association,SOUTHWALL TECHNOLOGIES INC,0
Novartis Corporation,NORTH ATLANTIC DRILLING LTD,0
Southern Weed Science Society,SOUTHWEST BANCORP INC OKLA,0
McCormick County School District,MCCORMICK & SCHMICKS SEAFOOD RES,0
"Best Buy Co, Inc.",BEST BUY COMPANY INC,1
"Green Valley Poultry Farm, Inc.",GREEN BRICK PARTNERS INC,0
"Plum Creek Timber Company, Inc.",PLUM CREEK TIMBER CO INC,1
"First DataBank, Inc.",FIRST FOUNDATION INC,0
Carmel Central School District,CAREMATRIX CORPORATION,0
Frontline,FRONTLINE LTD,1
Horizon Yachts,HORIZON PHARMA INC,0
"Blackdog Builders, Inc.",BLACKHAWK NETWORK HOLDINGS INC,0
Virginia SAFE KIDS Coalition,VIRGINIA COMMERCE BANCORP,0
G.N. Richardson & Associates,GORAN CAPITAL INC,0
Manufacturer of AMG Radon Fans,MANUFACTURERS SERVICES LTD,0
Highland Lakes Title,HIGHLAND BANCORP INC,0
Clearing House Association L.L.C.,CLEAR CHANNEL COMMUNICATIONS INC,0
Christchurch Engine Centre,CHRIS CRAFT INDS INC,0
Horizon Community Learning Center,HORIZON ORGANIC HOLDING CORP,0
Alliance for Telecommunications Industry Solutions,ALLIANCE FINANCIAL CORP NY,0
Greater Latrobe School District,GREAT BASIN SCIENTIFIC INC,0
Southern Industrial Supply,SOUTHERN COMMUNITY FINCL CORP,0
Premier Pathology,PREMIER PARKS INC,0
"United Idian Health Services, Inc.",UNITEK GLOBAL SERVICES INC,0
Financial Services Roundtable & American Bankers Association,FINANCIAL SECURITY ASSR HLGS LTD,0
"Poly Systems USA, Inc.",POLYPORE INTERNATIONAL INC,0
Bankruptcy Trustee,BANKRATE INC DE,0
SOUTHERN IND CONSTRUCTORS,SOUTHERN COMMUNITY BNSHRS INC,0
Independence Blue Cross,INDEPENDENT BANK GROUP INC,0
"deBoer Transportation, Inc.",EMERGENT BIOSOLUTIONS INC,0
New Mexico Audubon Council,NEW MEXICO & ARIZ LD CO,0
Continental Title company,CONTINENTAL MATERIALS CORP,0
CONG TONG,CONDUCTUS INC,0
West Ward Pharmaceutical Corp.,WEST PHARMACEUTICAL SERVICES INC,0
Clear Channel Outdoor Sacramento Office,CLEAR CHANNEL OUTDOOR HLDGS INC,
Fairfield County Commissioners,FAIRFIELD COMMUNITIES INC,0
Metropolitan Career Center/computer Technology Institute,METROPOLITAN FINANCIAL CORP OH,0
"Professional Economics Bureau of America, Inc",PROFESSIONAL DIVERSITY NETWK INC,0
First Command Bank,FIRST COMMUNITY BANCORP,0
Western Carolina University,WESTERN ALLIANCE BANCORPORATION,0
General Dynamics C4 Systems,GENERAL DYNAMICS CORP,1
"Molycorp, Inc.",MOLYCORP INC DE,1
FirstBank Holding Company,FIRST BELL BANCORP INC,0
Borough of Little Ferry,BOREL BANK AND TRUST CO,0
