query_string,candidate_string,match
"Bharti, Sanjay",Bharti Sanjay,1
"Kelly, Frank & Hue",Kelly Frank & Hue,1
MR. GEOFFREY CARTER,MR GEOFFREY CARTER,1
"City of Tulsa, OK",City of Tulsa OK,1
"ACC HOLDINGS, INC.",ACC HOLDINGS INC,1
William L. Huntress,William L Huntress,1
"AGM Consulting Services, Inc.",AGM Consulting Services Inc,1
"Energy Rentals, Inc.",Energy Rentals Inc,1
"DOMTAR PAPER COMPANY, LLC",DOMTAR PAPER COMPANY LLC,1
ASTROBOTIC TECHNOLOGY INC.,ASTROBOTIC TECHNOLOGY INC,1
"Women's Refugee Commission, Inc.",Women's Refugee Commission Inc,1
"City of Spokane Valley, WA",City of Spokane Valley WA,1
"incCommunications Services, Inc.",incCommunications Services Inc,1
HBD Construction Inc.,HBD Construction Inc,1
"Onslow Power Producers, LLC",Onslow Power Producers LLC,1
"Nien Made Enterprises, Inc.",Nien Made Enterprises Inc,1
"Intrinergy, Inc.",Intrinergy Inc,1
"Brown, Douglas Albert",Brown Douglas Albert,1
U.S. Chamber Institute for Legal Reform,U S Chamber Institute for Legal Reform,1
CC Distributors Inc.,CC Distributors Inc,1
"KODIAK-KENAI CABLE CO., LLC",KODIAK-KENAI CABLE CO LLC,1
"Village of Plainfield, Illinois",Village of Plainfield Illinois,1
"City of Abilene, TX",City of Abilene TX,1
Honeywell International Inc. AES,Honeywell International Inc AES,1
"CITY OF ROCKLIN, CA",CITY OF ROCKLIN CA,1
"NORTH CAROLINA GRAIN GROWERS COOPERATIVE, INC.",NORTH CAROLINA GRAIN GROWERS COOPERATIVE INC,1
BERRY PETROLEUM CO.,BERRY PETROLEUM CO,1
"ARGON ST, INC",ARGON ST INC,1
"ICAP North America, Inc.",ICAP North America Inc,1
Dr. Arvind Ahuja,Dr Arvind Ahuja,1
"Southwest Power, Inc.",Southwest Power Inc,1
"MACDONALD, DETTWILER & ASSOC",MACDONALD DETTWILER & ASSOC,1
Applegate S. Industries,Applegate S Industries,1
"City of Safety Harbor, FL",City of Safety Harbor FL,1
"SI Group, Inc.",SI Group Inc,1
"Charles County, MD",Charles County MD,1
"Smith, Evan",Smith Evan,1
AltaGas Renewable Energy Inc.,AltaGas Renewable Energy Inc,1
"MIDSTREAM ENTERPRISES, INC.",MIDSTREAM ENTERPRISES INC,1
"CRI Leasing, Inc.",CRI Leasing Inc,1
"Integrated Wave  Technologies, Inc.",Integrated Wave Technologies Inc,1
KIDS  VOTING USA,KIDS VOTING USA,1
"Poly Met Mining, Inc.",Poly Met Mining Inc,1
"TV Azteca, S.A. DE C.V.",TV Azteca S A DE C V,1
"FairPoint Communications, Inc.",FairPoint Communications Inc,1
"Tenaska Oklahoma I, LP",Tenaska Oklahoma I LP,1
"HANSEN, JEFFREY M.",HANSEN JEFFREY M,1
"Dey, L.P.",Dey L P,1
"MEYER & ASSOCIATES, INC.",MEYER & ASSOCIATES INC,1
"SP Fiber Holdings, Inc.",SP Fiber Holdings Inc,1
"Central and South West Services, Inc.",Central and South West Services Inc,1
"Prince William County, VA",Prince William County VA,1
"GLOBEX INTERNATIONAL, INC.",GLOBEX INTERNATIONAL INC,1
"WORLD KITCHEN, LLC",WORLD KITCHEN LLC,1
"ROSENTHAL FOUNDATION, ROBERT & NINA",ROSENTHAL FOUNDATION ROBERT & NINA,1
"ALFRED C. TOEPFER INTERNATIONAL, INC.",ALFRED C TOEPFER INTERNATIONAL INC,1
"Tawhiri Power, LLC",Tawhiri Power LLC,1
"City of Lansing, MI",City of Lansing MI,1
"CITY OF SAN RAFAEL, CALIFORNIA",CITY OF SAN RAFAEL CALIFORNIA,1
"CITY OF EUGENE, OR",CITY OF EUGENE OR,1
"ANHEUSER-BUSCH COMPANIES, INC.",ANHEUSER-BUSCH COMPANIES INC,1
"Counter Brands, LLC",Counter Brands LLC,1
"CITY OF SANTA BARBARA, CA",CITY OF SANTA BARBARA CA,1
"BOT HOME AUTOMATION, INC.",BOT HOME AUTOMATION INC,1
"BT AMERICAS, INC",BT AMERICAS INC,1
NETIVATION.COM,NETIVATION COM,1
"GRIFFITH ENERGY, LLC",GRIFFITH ENERGY LLC,1
"ZUCKERT SCOUTT & RASSENBERGER, LLP",ZUCKERT SCOUTT & RASSENBERGER LLP,1
"City of Summersville, WV",City of Summersville WV,1
"PLEXTRONICS, INC",PLEXTRONICS INC,1
"Shire Pharmaceuticals, Inc",Shire Pharmaceuticals Inc,1
Tanner Research                         ,Tanner Research,1
"Cottonwood Services, Inc.",Cottonwood Services Inc,1
"Qteros, Inc.",Qteros Inc,1
VISA INC.,VISA INC,1
Chevron Corp.,Chevron Corp,1
"ALIYEVA, ALIYA",ALIYEVA ALIYA,1
"Abengoa Bioenergy of Indiana, LLC",Abengoa Bioenergy of Indiana LLC,1
"IN SEQUENCE, INC.",IN SEQUENCE INC,1
"FRED HILL MATERIALS, INC.",FRED HILL MATERIALS INC,1
"Akin, Gump et al",Akin Gump et al,1
"BERMAN CO, M.A.",BERMAN CO M A,1
"JBG Associates, LLC",JBG Associates LLC,1
"Orexo US, inc.",Orexo US inc,1
"ROCHE DIAGNOSTICS, INC",ROCHE DIAGNOSTICS INC,1
"Zifian, Inc.",Zifian Inc,1
"ENTERPRISE COMMUNITY PARTNERS, INC",ENTERPRISE COMMUNITY PARTNERS INC,1
"WEAVER'S COVE ENERGY, LLC",WEAVER'S COVE ENERGY LLC,1
"Temp Alert, Inc.",Temp Alert Inc,1
"Alpha Natural Resources Services, LLC",Alpha Natural Resources Services LLC,1
"PANFLU, LLC",PANFLU LLC,1
"UNIV OF CALIFORNIA, RIVERSIDE",UNIV OF CALIFORNIA RIVERSIDE,1
"RH energytrans, LLC",RH energytrans LLC,1
Apollo Group Inc.,Apollo Group Inc,1
"BROOKFIELD INVESTMENT MANAGEMENT INC.; TEXAS MUTUAL INSURANCE COMPANY; COHEN & STEERS, INC. ; OZ OFFSHORE ATN INVESTORS V, LLC; BROOKFIELD GLOBAL LISTED INFRASTRUCTURE MASTER FUND LP; CITIBANK, N.A.; TORTOISE ENERGY CAPITAL CORP.; SWANK CAPITAL, LLC; SALIENT MLP & ENERGY INFRASTRUCTURE FUND; MANAGED PORTFOLIO SERIES; TORTOISE DIRECT OPPORTUNITIES FUND, LP",BROOKFIELD INVESTMENT MANAGEMENT INC ; TEXAS MUTUAL INSURANCE COMPANY; COHEN & STEERS INC ; OZ OFFSHORE ATN INVESTORS V LLC; BROOKFIELD GLOBAL LISTED INFRASTRUCTURE MASTER FUND LP; CITIBANK N A ; TORTOISE ENERGY CAPITAL CORP ; SWANK CAPITAL LLC; SALIENT MLP & ENERGY INFRASTRUCTURE FUND; MANAGED PORTFOLIO SERIES; TORTOISE DIRECT OPPORTUNITIES FUND LP,1
"CompTIA Certifications, LLC",CompTIA Certifications LLC,1
"Healthways, Inc.",Healthways Inc,1
U.S. Oil and Gas Resources Inc.,U S Oil and Gas Resources Inc,1
"Genetic ID NA, Inc.",Genetic ID NA Inc,1
"FedSys, Inc.",FedSys Inc,1
"Enel North America, Inc.",Enel North America Inc,1
"SUPERIOR OIL COMPANY, INC",SUPERIOR OIL COMPANY INC,1
"City of Brecksville, OH",City of Brecksville OH,1
"Exelon Wind, LLC",Exelon Wind LLC,1
Mortage Master Inc.,Mortage Master Inc,1
"EVANS, LAWRENCE",EVANS LAWRENCE,1
"St. Mary's Chemicals, Inc.",St Mary's Chemicals Inc,1
MAXIM INC.,MAXIM INC,1
"EDENIQ, INC.",EDENIQ INC,1
"In Sequence, Inc.",In Sequence Inc,1
"Alaska Public Broadcasting, Inc",Alaska Public Broadcasting Inc,1
"DUKE ENERGY OHIO, INC.",DUKE ENERGY OHIO INC,1
"TALECRIS BIOTHERAPEUTICS, INC.",TALECRIS BIOTHERAPEUTICS INC,1
"CUMULUS MEDIA, INC",CUMULUS MEDIA INC,1
International Post Ltd.,International Post Ltd,1
"TOWN OF SWAMPSCOTT, ma",TOWN OF SWAMPSCOTT ma,1
"OAKTREE CAPITOL MANAGEMENT, LLC",OAKTREE CAPITOL MANAGEMENT LLC,1
"General Manager, ITW TACC",General Manager ITW TACC,1
"Coyote Springs Investment, LLC",Coyote Springs Investment LLC,1
"BP Sun Alliance, Inc.",BP Sun Alliance Inc,1
"INTERNATIONAL SWAPS & DERIVATIVES ASSOCIATION, INC.",INTERNATIONAL SWAPS & DERIVATIVES ASSOCIATION INC,1
Brookdale Senior Living Inc.,Brookdale Senior Living Inc,1
"City of Wadena, MN",City of Wadena MN,1
"C-Speed, LLC",C-Speed LLC,1
"Harrisvaccines, Inc.",Harrisvaccines Inc,1
"Nelnet, Inc.",Nelnet Inc,1
"Parker, Bunt and Ainsworth",Parker Bunt and Ainsworth,1
"Western Fuels-Wyoming, Inc.",Western Fuels-Wyoming Inc,1
Technology Systems Inc                  ,Technology Systems Inc,1
"PRASAM, INC.",PRASAM INC,1
"Logos Technologies, Inc.",Logos Technologies Inc,1
H. LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE,H LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE,1
"City of Clovis, NM",City of Clovis NM,1
"Montgomery County, OH",Montgomery County OH,1
TEMPLE - INLAND INC.,TEMPLE - INLAND INC,1
"Tirado, Gonzalo",Tirado Gonzalo,1
"HAMBERGER, MARTIN G",HAMBERGER MARTIN G,1
"American Maglev Technology, Inc.",American Maglev Technology Inc,1
"Heritage of America, LLC",Heritage of America LLC,1
Signacert Inc.,Signacert Inc,1
"UNITED SOUTH AND EASTERN TRIBES, INC.",UNITED SOUTH AND EASTERN TRIBES INC,1
"PAUL, WEISS ET AL",PAUL WEISS ET AL,1
"Florida Admiralty Trial Lawyers Association, Inc.",Florida Admiralty Trial Lawyers Association Inc,1
"Cauthen, Forbes & Williams",Cauthen Forbes & Williams,1
ELUTIONS INC.,ELUTIONS INC,1
EYECAST.COM,EYECAST COM,1
"MUTUALINK, INC",MUTUALINK INC,1
"Dozzi, Peter",Dozzi Peter,1
Copperhead Chemical Company Inc.,Copperhead Chemical Company Inc,1
"Kelly, Hart & Hallman",Kelly Hart & Hallman,1
"CAVEON, LLC",CAVEON LLC,1
"Sandberg, Davis",Sandberg Davis,1
MagtiCom Ltd.,MagtiCom Ltd,1
"DexCom, Inc.",DexCom Inc,1
"AMERICAN INDIAN, ALASKAN & HAWAIIAN EDUCATIONAL DEVELOPMENT CENTER",AMERICAN INDIAN ALASKAN & HAWAIIAN EDUCATIONAL DEVELOPMENT CENTER,1
"THE CHILDREN'S CENTER, INC.",THE CHILDREN'S CENTER INC,1
Seamar Management S.A.,Seamar Management S A,1
"INVENERGY WIND, LLC",INVENERGY WIND LLC,1
Blackboard Inc.,Blackboard Inc,1
"CAMERO, INC.",CAMERO INC,1
"Parsons Brinckeroff, Inc.",Parsons Brinckeroff Inc,1
"Austin, Nichols & Co",Austin Nichols & Co,1
"ULTRA MACHINE & FABRICATION, INC.",ULTRA MACHINE & FABRICATION INC,1
"J CITRON, J MAS SANTOS ET AL",J CITRON J MAS SANTOS ET AL,1
Sentrus Government Systems Division Inc.,Sentrus Government Systems Division Inc,1
"Rent-A-Center, Inc.",Rent-A-Center Inc,1
"DOCUMENT STORAGE SYSTEMS, INC.",DOCUMENT STORAGE SYSTEMS INC,1
"HealthTrio, LLC",HealthTrio LLC,1
"STORMBLOK SYSTEMS, INC",STORMBLOK SYSTEMS INC,1
"Intelligent Security Technologies, LLC",Intelligent Security Technologies LLC,1
"GEODETICS, INC",GEODETICS INC,1
"CITY OF ORMOND BEACH, FL",CITY OF ORMOND BEACH FL,1
"CUBIST PHARMACEUTICALS, INC",CUBIST PHARMACEUTICALS INC,1
"CITY OF TRENTON, NJ",CITY OF TRENTON NJ,1
HYDROGENICS CORP.,HYDROGENICS CORP,1
Dynegy Inc.,Dynegy Inc,1
"VFSS-VICCS FEDERAL SECTOR SYSTEMS, LLC",VFSS-VICCS FEDERAL SECTOR SYSTEMS LLC,1
"Dierman, Wortley et al",Dierman Wortley et al,1
"Polk County, TX",Polk County TX,1
IPSCO INC.,IPSCO INC,1
"OCI Solar Power, LLC",OCI Solar Power LLC,1
"Ironwood Holdings US, Inc.",Ironwood Holdings US Inc,1
"Actelion Pharmaceuticals US, Inc",Actelion Pharmaceuticals US Inc,1
"TOWNSHIP OF MAPLEWOOD,  NEW JERSEY",TOWNSHIP OF MAPLEWOOD NEW JERSEY,1
"Grove City, OH",Grove City OH,1
P.E. Arkansas Electric Cooperative Corporation,P E Arkansas Electric Cooperative Corporation,1
Circor International Inc.,Circor International Inc,1
"DUPAGE COUNTY, ILLINOIS",DUPAGE COUNTY ILLINOIS,1
"Advanced Drainage Systems, Inc.",Advanced Drainage Systems Inc,1
"City of Vincennes, Indiana",City of Vincennes Indiana,1
"SMITH, CHARLES E. CO",SMITH CHARLES E CO,1
"La Luna Energy Partners, LP",La Luna Energy Partners LP,1
"BEST HOMES SYSTEMS, INC",BEST HOMES SYSTEMS INC,1
"DRIFTWOOD PROPERTIES, LLC",DRIFTWOOD PROPERTIES LLC,1
"WAI INTERNATIONAL, INC",WAI INTERNATIONAL INC,1
"El Dorado County, CA",El Dorado County CA,1
"Board of Commissioners of Dearborn County, Indiana",Board of Commissioners of Dearborn County Indiana,1
"Team Wendy, LLC",Team Wendy LLC,1
"Headwaters, Inc.",Headwaters Inc,1
"Harman, Joshua",Harman Joshua,1
U.S. Tolling Coalition,U S Tolling Coalition,1
"Harris, Beach & Wilcox",Harris Beach & Wilcox,1
"Advanced Energy Technologies, Inc.",Advanced Energy Technologies Inc,1
"SCHOOL DISTRICT OF OSCEOLA COUNTY, FL",SCHOOL DISTRICT OF OSCEOLA COUNTY FL,1
"CITY OF HURON, CA",CITY OF HURON CA,1
"SmartSynch, Inc.",SmartSynch Inc,1
"IAPP CREATIVE, LLC",IAPP CREATIVE LLC,1
"Kellogg, Huber et al",Kellogg Huber et al,1
"TYSONS FOODS, INC.",TYSONS FOODS INC,1
"21st Century Fox, Inc.",21st Century Fox Inc,1
Xcel Energy Retail Holdings Inc.,Xcel Energy Retail Holdings Inc,1
"City of Moultrie, Georgia",City of Moultrie Georgia,1
"City of Imperial Beach, CA",City of Imperial Beach CA,1
U.S. STRATEGIES,U S STRATEGIES,1
"STRAIGHTS LAWN & GARDEN, INC.",STRAIGHTS LAWN & GARDEN INC,1
"EVANS, SHEILA",EVANS SHEILA,1
M. Paff,M Paff,1
"Copart, Inc",Copart Inc,1
"CITY OF OCOEE, FL",CITY OF OCOEE FL,1
"CITY OF VENICE, FL",CITY OF VENICE FL,1
"Coalition to Abolish Slavery and Trafficking, Inc.",Coalition to Abolish Slavery and Trafficking Inc,1
"Dreier, Stein et al",Dreier Stein et al,1
"City of Quincy, IL",City of Quincy IL,1
"Federici, Ronald S PsyD",Federici Ronald S PsyD,1
"Innovative Interfaces, Inc.",Innovative Interfaces Inc,1
"City of Copperas Cove, TX",City of Copperas Cove TX,1
Entergy-Koch Trading L.P.,Entergy-Koch Trading L P,1
"CITY OF DELPHOS, OH",CITY OF DELPHOS OH,1
Bliley Technologies Inc.,Bliley Technologies Inc,1
"IMMIXGROUP, INC.",IMMIXGROUP INC,1
